tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	mean other	mean SCADDING 0	Fold Change (other vs. SCADDING_0)	CV	Wilcoxon P value	FDR	q values	fpkm>0_num	fpkm>0.1_num	fpkm>1_num	fpkm_median	fpkm_mean
RORC	-	-	RORC	RORC	TSS17590,TSS30208	chr1:151806070-151831872	-	-	1.35678557407407	0.5185599	2.61644908153151	1.5710497802316	0.0238374049366485	0.714152778935925	0.559829638028634	72	68	25	0.545757	1.12208238533333
FLG	-	-	FLG	FLG	TSS35780	chr1:152302174-152325203	-	-	0.0389682125661557	0.00470005904761905	8.29100489405473	5.72121932689797	0.0420143760314387	0.714152778935925	0.559829638028634	43	1	1	0.00272136	0.0293731295809655
FLG-AS1	-	-	FLG-AS1	FLG-AS1	TSS10375,TSS6707	chr1:152313458-152366692	-	-	0.0180684219241667	0.0054153	3.33655050028007	2.02573747028375	0.027403284095379	0.714152778935925	0.559829638028634	31	2	0	0	0.0145255477854
NUP210L	-	-	NUP210L	NUP210L	TSS12432	chr1:153992691-154155116	-	-	0.00643156814814815	0.0263477295238095	-4.09662603534658	2.70902175425098	-0.0414120249904562	0.714152778935925	0.559829638028634	39	1	0	0.00365873	0.0120080933333333
MSTO2P	-	-	MSTO2P	MSTO2P	TSS14777	chr1:155610187-155614825	-	-	0.0691746372907577	0.0241641318270971	2.86269905270037	2.25993617352398	0.0326963683265073	0.714152778935925	0.559829638028634	73	16	0	1.98332e-18	0.0565716957609327
PMF1	-	-	PMF1	PMF1	TSS22809	chr1:156212987-156240077	-	-	19.7131809259259	44.8542285714286	-2.27534200289504	1.79615350176463	-0.0312812367642503	0.714152778935925	0.559829638028634	75	75	75	18.183	26.7526742666667
SH2D2A	-	-	SH2D2A	SH2D2A	TSS15501,TSS20285	chr1:156806242-156816848	-	-	3.16003664259259	1.5083740952381	2.09499530160904	1.33307849014763	0.0331805257419512	0.714152778935925	0.559829638028634	73	72	51	1.64673	2.69757112933333
LOC101928372	-	-	LOC101928372	LOC101928372	TSS7989	chr1:160932464-160949922	-	-	0.00522058625939556	0.0204495761904762	-3.91710340072876	2.81993160659546	-0.00222626278011821	0.714152778935925	0.559829638028634	22	2	0	0	0.00948470344009813
SLAMF7	-	-	SLAMF7	SLAMF7	TSS33865	chr1:160739056-160754818	-	-	6.2941545	3.1229410952381	2.01545732309758	1.01711285689186	0.00992957883049613	0.714152778935925	0.559829638028634	74	74	65	3.84186	5.40621474666667
SELP	-	-	SELP	SELP	TSS11663	chr1:169588849-169630139	-	-	0.0479770094444444	0.0211191428571429	2.2717309016269	1.72809988315954	0.0348352217090016	0.714152778935925	0.559829638028634	50	9	0	0.0158712	0.0404568068
LOC101928673	-	-	LOC101928673	LOC101928673	TSS4986	chr1:173417788-173461362	-	-	0.305323459259259	0.14728310952381	2.07303784015981	0.878269968485515	0.00797264464536918	0.714152778935925	0.559829638028634	64	54	1	0.210976	0.261072161333333
MIR1231	-	-	MIR1231	MIR1231	TSS28544	chr1:201808610-201808702	-	-	2.9142937037037	0	Inf	2.94206637282211	0.0493908181497336	0.714152778935925	0.559829638028634	9	9	9	0	2.09829146666667
PPFIA4	-	-	PPFIA4	PPFIA4	TSS1615	chr1:203026520-203078736	-	-	0.0374462127777778	0.0127834328571429	2.92927675971282	1.71514006746016	0.035977544985011	0.714152778935925	0.559829638028634	57	5	0	0.0120029	0.0305406344
CHIT1	-	-	CHIT1	CHIT1	TSS23928	chr1:203216078-203229732	-	-	19.6015772222222	2.2230610952381	8.81738125155883	5.2941125671551	0.0383647334480034	0.714152778935925	0.559829638028634	72	72	48	1.71281	14.7355927066667
RNA5S10	-	-	RNA5S10	RNA5S10	TSS10045	chr1:228614747-228614868	-	-	18.8216285185185	128.56298952381	-6.83059860613639	3.29101428504304	-0.00409512417688452	0.714152778935925	0.559829638028634	65	65	65	16.03	49.5492096
RNA5S5	-	-	RNA5S5	RNA5S5	TSS4879	chr1:228623664-228623785	-	-	19.2814401851852	134.958143809524	-6.99938088199544	3.34125005235244	-0.0190795838039476	0.714152778935925	0.559829638028634	61	61	61	16.3083	51.6709172
DUSP5P1	-	-	DUSP5P1	DUSP5P1	TSS12090	chr1:228644909-228652412	-	-	0.144147044444444	0.0530171280952381	2.71887689173778	1.1214206437606	0.0020063272323432	0.714152778935925	0.559829638028634	65	32	0	0.0873011	0.118630667866667
RNA5S10	-	-	RNA5S10	RNA5S10	TSS6053	chr1:228646037-228646158	-	-	18.7332318518519	118.476382380952	-6.3243963090779	3.4299316103514	-0.0354771676477009	0.714152778935925	0.559829638028634	60	60	60	14.5062	46.661314
SLC35F3	-	-	SLC35F3	SLC35F3	TSS21416,TSS9074	chr1:233904711-234324518	-	-	0.0438533333333333	0.0186250647619048	2.35453319996126	1.75715144179789	0.030603758838437	0.714152778935925	0.559829638028634	41	9	0	0.0125557	0.0367894181333333
LOC100506274	-	-	LOC100506274	LOC100506274	TSS15825	chr2:7421260-7450250	-	-	0.0177290203703704	0	Inf	3.10973595964773	0.0274397807368177	0.714152778935925	0.559829638028634	11	4	0	0	0.0127648946666667
OTOF	-	-	OTOF	OTOF	TSS1158,TSS21340	chr2:26457202-26558698	-	-	0.642708865	0.0877199938095238	7.32682296348066	2.13033930447831	0.00172373530783913	0.714152778935925	0.559829638028634	68	39	8	0.102968	0.487311981066667
LINC00211	-	-	LINC00211	LINC00211	TSS20552,TSS4487	chr2:37826246-37875863	-	-	0.255847703703704	0.610098642857143	-2.38461644965044	1.41876714452881	-0.0127290275354777	0.714152778935925	0.559829638028634	67	56	3	0.285296	0.355037966666667
PKDCC	-	-	PKDCC	PKDCC	TSS11547	chr2:42048020-42058528	-	-	3.83911768518519	1.76503519047619	2.1750941317773	1.35924922301532	0.0163350487692731	0.714152778935925	0.559829638028634	72	72	45	1.57365	3.25837458666667
LINC01126	-	-	LINC01126	LINC01126	TSS12365	chr2:43227210-43228855	-	-	0.346467987037037	0.143910780952381	2.40751933068643	2.08650382681416	0.023314651000577	0.714152778935925	0.559829638028634	65	55	2	0.195838	0.289751969333333
ABCG8	-	-	ABCG8	ABCG8	TSS17447	chr2:43838963-43878466	-	-	0.00420381611111111	0	Inf	2.00675128182086	0.00579956593097929	0.714152778935925	0.559829638028634	16	0	0	0	0.0030267476
SLC3A1	-	-	SLC3A1	SLC3A1	TSS34108	chr2:44275457-44320823	-	-	0.0188654910944444	0.00270599047619048	6.97175073616796	2.9243542561398	0.0019634830602177	0.714152778935925	0.559829638028634	61	4	0	1.1586e-158	0.0143408309213333
C2orf61	-	-	C2orf61	C2orf61	TSS14327	chr2:47086990-47155378	-	-	0.0263969596296296	0.00441474761904762	5.97926810487168	2.36299409751335	0.0273967049266704	0.714152778935925	0.559829638028634	21	5	0	0	0.0202419402666667
GTF2A1L	-	-	GTF2A1L	GTF2A1L	TSS11425	chr2:48617779-48679611	-	-	3.29453703703704e-82	0.0201164271428571	-6.10599514186946e+79	8.64804598139215	-0.0112490346279394	0.714152778935925	0.559829638028634	34	1	0	0	0.0056325996
ANKRD53	-	-	ANKRD53	ANKRD53	TSS514	chr2:70978444-70985499	-	-	0.0281959444444444	0.0138167761904762	2.04070356613866	1.63639271685615	0.029894902263407	0.714152778935925	0.559829638028634	35	4	0	0	0.0241697773333333
RTKN	-	-	RTKN	RTKN	TSS22285,TSS9773	chr2:74425860-74441933	-	-	0.177444724074074	0.0713263	2.48778815211323	1.68663256705843	0.039650938888164	0.714152778935925	0.559829638028634	63	33	1	0.0706523	0.147731565333333
LBX2	-	-	LBX2	LBX2	TSS29184,TSS35024	chr2:74497516-74503316	-	-	0.484993880266774	0.0950229612898848	5.10396512256877	4.96186015603719	0.0231172389486516	0.714152778935925	0.559829638028634	73	33	2	0.0569778	0.375802022953245
ITPRIPL1	-	-	ITPRIPL1	ITPRIPL1	TSS14358,TSS21566,TSS28029,TSS28469	chr2:96325323-96328353	-	-	0.801799164814815	0.279294614285714	2.87080066640521	1.41137663536474	0.0129601309119232	0.714152778935925	0.559829638028634	68	64	13	0.332827	0.655497890666667
LOC100506076	-	-	LOC100506076	LOC100506076	TSS16442,TSS17248	chr2:97278716-97291878	-	-	0.155594729526667	0.0743327962533333	2.09321776348067	1.53369420374287	0.0162099932428127	0.714152778935925	0.559829638028634	54	29	1	3.72722e-05	0.132841388210133
LOC100506123	-	-	LOC100506123	LOC100506123	TSS16442	chr2:97283934-97291779	-	-	0.0853399136838259	0.014379241252869	5.93493858146363	1.83277400584833	0.000818728796336226	0.714152778935925	0.559829638028634	53	17	0	1.00617e-05	0.065470925403158
ZAP70	-	-	ZAP70	ZAP70	TSS22131,TSS35458	chr2:97713567-97739860	-	-	5.52530966666667	2.209626	2.50056329291322	1.53557184226352	0.0129955673828181	0.714152778935925	0.559829638028634	73	73	58	2.38364	4.59691824
LINC01114	-	-	LINC01114	LINC01114	TSS33108	chr2:104746636-104757719	-	-	0.0125100453703704	0.000797228571428571	15.6919180003212	2.76166492251902	0.0218262544240619	0.714152778935925	0.559829638028634	17	2	0	0	0.00923045666666667
SULT1C2	-	-	SULT1C2	SULT1C2	TSS16144	chr2:108288638-108309915	-	-	0.288486009259259	0.105021070952381	2.74693455935205	1.66301426312859	0.000992645348733956	0.714152778935925	0.559829638028634	53	35	6	0.0825669	0.237115826533333
LINC01191	-	-	LINC01191	LINC01191	TSS34129	chr2:113979568-114007310	-	-	0.3493314	0.160078847619048	2.18224584444368	1.16733652275702	0.0403975916836135	0.714152778935925	0.559829638028634	53	44	2	0.209436	0.296340685333333
ARHGEF4	-	-	ARHGEF4	ARHGEF4	TSS18878,TSS33376	chr2:130916650-131047253	-	-	0.0741079748148148	0.0239804223809524	3.09035319051255	2.13444317312003	0.0489137584527638	0.714152778935925	0.559829638028634	47	14	0	0.0117507	0.0600722601333333
LINC01412	-	-	LINC01412	LINC01412	TSS11836	chr2:144521867-144579434	-	-	0.138598518518519	0.022906	6.05075170341913	2.95293039420485	0.0463450630063586	0.714152778935925	0.559829638028634	19	19	1	0	0.106204613333333
LOC101928386	-	-	LOC101928386	LOC101928386	TSS3193	chr2:143937066-143964155	-	-	0.0825043981481482	0.0308904476190476	2.67087091665433	1.57337589215003	0.0339465573748094	0.714152778935925	0.559829638028634	39	19	0	0.0254997	0.068052492
KIF5C	-	-	KIF5C	KIF5C	TSS20975,TSS21364	chr2:148875222-149026759	-	-	0.266159840740741	0.105046966190476	2.53372229958671	1.17608078486271	0.0207259689721758	0.714152778935925	0.559829638028634	71	49	2	0.125988	0.221048235866667
RPRM	-	-	RPRM	RPRM	TSS25259	chr2:153477337-153478808	-	-	0.0120510833333333	0.0270460380952381	-2.24428272107526	1.8156910576723	-0.016536884568244	0.714152778935925	0.559829638028634	26	2	0	0	0.0162496706666667
SLC4A10	-	-	SLC4A10	SLC4A10	TSS20548	chr2:161624334-161985276	-	-	0.144617299074074	0.0561298052380952	2.57647961650012	1.61931014130377	0.0357358046165665	0.714152778935925	0.559829638028634	62	25	1	0.0431912	0.1198408008
CHN1	-	-	CHN1	CHN1	TSS1464,TSS34078,TSS9194	chr2:174799313-175005379	-	-	0.506335375925926	0.157985738095238	3.20494357294893	1.51919464620533	0.00447864901572809	0.714152778935925	0.559829638028634	64	57	6	0.221386	0.408797477333333
LOC101927156	-	-	LOC101927156	LOC101927156	TSS28109	chr2:181123836-181399553	-	-	0.211708566666667	0.0447310523809524	4.73292165951404	1.96710652040589	0.0047210621547097	0.714152778935925	0.559829638028634	51	30	1	0.0490365	0.164954862666667
LOC101927482	-	-	LOC101927482	LOC101927482	TSS13635	chr2:196260023-196264204	-	-	0.230900561111111	0.0814048952380952	2.83644565152706	1.32699350846143	0.00284291148463572	0.714152778935925	0.559829638028634	55	37	2	0.0940577	0.189041774666667
CFLAR-AS1	-	-	CFLAR-AS1	CFLAR-AS1	TSS7725	chr2:201140288-201157792	-	-	0.200402914814815	0.0843390666666667	2.3761576068522	1.04792188908978	0.00766134567224051	0.714152778935925	0.559829638028634	54	39	0	0.110294	0.167905037333333
FAM124B	-	-	FAM124B	FAM124B	TSS34695	chr2:224378697-224401994	-	-	0.0557860833333333	0.0193332619047619	2.88549772967141	2.47373858178375	0.0461821280769405	0.714152778935925	0.559829638028634	38	7	0	0.0110337	0.0455792933333333
MIR1244-1	-	-	MIR1244-1	MIR1244-1	TSS10236	chr2:231713313-231713395	-	-	3.66759259259259e-136	0	Inf	8.66025403784439	0.0368831287445513	0.714152778935925	0.559829638028634	10	0	0	0	2.64066666666667e-136
LOC643387	-	-	LOC643387	LOC643387	TSS17117	chr2:238231685-238234344	-	-	0.22919582037037	0.1080404	2.12138996496098	1.21393782193141	0.00141357188408673	0.714152778935925	0.559829638028634	74	54	1	0.155023	0.195272302666667
LINC01237	-	-	LINC01237	LINC01237	TSS24474	chr2:241881362-242078722	-	-	0.274766887037037	0.0236618714285714	11.6122212846301	2.2778028273877	0.023401410590578	0.714152778935925	0.559829638028634	29	24	5	0	0.204457482666667
EOMES	-	-	EOMES	EOMES	TSS31682	chr3:27715948-27722715	-	-	1.0688815462963	0.404021776190476	2.64560379981195	1.44163083049267	0.00752457412680826	0.714152778935925	0.559829638028634	73	68	18	0.49054	0.882720810666667
SLC6A20	-	-	SLC6A20	SLC6A20	TSS6807	chr3:45755448-45796543	-	-	0.0199127255555556	0.00446197619047619	4.46275925856754	2.63538015814335	0.0330099893768424	0.714152778935925	0.559829638028634	36	2	0	0	0.0155865157333333
GRM2	-	-	GRM2	GRM2	TSS17018	chr3:51707064-51718609	-	-	0.0618779272222222	0.0193180752380952	3.20311037510605	1.66620916024182	0.023933399198532	0.714152778935925	0.559829638028634	44	13	0	0.0190734	0.0499611686666667
PROK2	-	-	PROK2	PROK2	TSS9995	chr3:71771654-71785206	-	-	0.509022912962963	0.195623061904762	2.60205983899167	1.81148801487732	0.0195889229030602	0.714152778935925	0.559829638028634	64	54	5	0.223807	0.421270954666667
MIR4273	-	-	MIR4273	MIR4273	TSS12103	chr3:75738279-75738363	-	-	3.49401296296296	0	Inf	6.08121421554998	0.0368831287445513	0.714152778935925	0.559829638028634	10	3	3	0	2.51568933333333
GPR15	-	-	GPR15	GPR15	TSS23456	chr3:98531898-98533150	-	-	0.067545337037037	0.0223960380952381	3.01595026539086	2.19714668851608	0.0345876370620487	0.714152778935925	0.559829638028634	28	12	0	0	0.0549035333333333
ADGRG7	-	-	ADGRG7	ADGRG7	TSS27819,TSS3083	chr3:100609588-100695481	-	-	0.0550343481481482	0.00649020952380952	8.47959498784331	7.88968990306671	0.0246753684722858	0.714152778935925	0.559829638028634	15	1	1	0	0.0414419893333333
GRAMD1C	-	-	GRAMD1C	GRAMD1C	TSS12609,TSS24853	chr3:113838833-113947174	-	-	0.183181925925926	0.0692847219047619	2.643900717069	2.2045027351439	0.0467205160242934	0.714152778935925	0.559829638028634	61	34	2	0.0816531	0.1512907088
ALG1L2	-	-	ALG1L2	ALG1L2	TSS21061	chr3:130081830-130098390	-	-	0.0670795440740741	0.0187882462984286	3.57029299108584	1.72871900997964	0.0368120407343807	0.714152778935925	0.559829638028634	41	9	0	0.0261664	0.0535579806968933
TM4SF1-AS1	-	-	TM4SF1-AS1	TM4SF1-AS1	TSS4061	chr3:149377777-149386583	-	-	0.0394811314814815	0	Inf	3.3925603884033	0.0203251246041749	0.714152778935925	0.559829638028634	12	8	0	0	0.0284264146666667
ERICH6	-	-	ERICH6	ERICH6	TSS27484	chr3:150659884-150703971	-	-	0.0130950955078148	0.0016794380952381	7.79730765006751	2.2835018901198	0.0200691790218406	0.714152778935925	0.559829638028634	21	1	0	0	0.00989871143229333
LINC00880	-	-	LINC00880	LINC00880	TSS17883	chr3:157081666-157123002	-	-	0.0659897259259259	0.00682965714285714	9.66223114068645	2.65646490942866	0.000977963741814494	0.714152778935925	0.559829638028634	39	9	1	0.0153996	0.0494249066666667
SCARNA7	-	-	SCARNA7	SCARNA7	TSS18227	chr3:160514906-160515236	-	-	2.505864	7.38883061904762	-2.94861597399046	1.66807269914795	-0.00948294628037522	0.714152778935925	0.559829638028634	64	64	56	2.39634	3.87309465333333
LRRIQ4	-	-	LRRIQ4	LRRIQ4	TSS18386	chr3:169821921-169837772	-	-	0.0734498888888889	0.0309664428571429	2.37191882928674	1.56879711742834	0.0390088615768376	0.714152778935925	0.559829638028634	43	17	0	0.022012	0.061554524
LINC01063	-	-	LINC01063	LINC01063	TSS7954	chr3:196631503-196632587	-	-	0.395759537037037	0.0777841428571429	5.08792052595968	1.81846262542388	0.0457890569637568	0.714152778935925	0.559829638028634	25	25	8	0	0.306726426666667
LOC389199	-	-	LOC389199	LOC389199	TSS4449	chr4:7939000-7940296	-	-	0.0025237037037037	0	Inf	4.41551888110161	0.0493908181497336	0.714152778935925	0.559829638028634	9	0	0	0	0.00181706666666667
LOC101929199	-	-	LOC101929199	LOC101929199	TSS30985	chr4:27217478-27282225	-	-	0.00270699907407407	0	Inf	2.95883345577153	0.0493908181497336	0.714152778935925	0.559829638028634	9	0	0	0	0.00194903933333333
NIPAL1	-	-	NIPAL1	NIPAL1	TSS23697	chr4:48016773-48037063	-	-	0.065887812962963	0.0135683619047619	4.8559887645567	2.56962449959533	0.0104475058814218	0.714152778935925	0.559829638028634	32	10	0	0	0.0512383666666667
LOC101927179	-	-	LOC101927179	LOC101927179	TSS29046	chr4:47831344-47896848	-	-	0.0735068203703704	0.0176153523809524	4.17288390153659	2.12902543204564	0.0071435329401175	0.714152778935925	0.559829638028634	33	15	0	0	0.0578572093333333
PPBP	-	-	PPBP	PPBP	TSS20437	chr4:73986438-73988190	-	-	8.75337415185185	18.1647267142857	-2.07516854634196	1.70031950784622	-0.0158178695057164	0.714152778935925	0.559829638028634	73	70	59	3.81232	11.3885528693333
CXCL5	-	-	CXCL5	CXCL5	TSS15259	chr4:73995641-73998729	-	-	20.6520527777778	50.3656633333333	-2.43877273970209	1.3165852953379	-0.0362174834941783	0.714152778935925	0.559829638028634	75	75	75	14.8988	28.9718637333333
TMEM150C	-	-	TMEM150C	TMEM150C	TSS10790	chr4:82484450-82561973	-	-	0.0702453833333333	0.0178822523809524	3.92821786858106	2.27956359453434	0.0477907681079208	0.714152778935925	0.559829638028634	36	12	0	0	0.0555837066666667
TRPC3	-	-	TRPC3	TRPC3	TSS31404,TSS5874	chr4:121879027-121951754	-	-	0.0599611092592593	0.0105858333333333	5.66427860435418	1.87798349551868	0.00671390908737611	0.714152778935925	0.559829638028634	38	10	0	0.010545	0.046136032
IL2	-	-	IL2	IL2	TSS11241	chr4:122451470-122456495	-	-	0.15179637037037	0.00690295238095238	21.9900648292503	2.2823701611351	0.00274870840768173	0.714152778935925	0.559829638028634	27	16	1	0	0.111226213333333
LINC01091	-	-	LINC01091	LINC01091	TSS10814,TSS30935	chr4:123652784-123930363	-	-	0.272708074074074	1.18071497142857	-4.32959301053866	2.46470626304735	-0.0475395242171418	0.714152778935925	0.559829638028634	47	40	10	0.107076	0.526950005333333
SLC7A11	-	-	SLC7A11	SLC7A11	TSS19111	chr4:138164093-138242349	-	-	0.0877809890740741	0.0405887476190476	2.16269272208044	2.10828426829285	0.039437710556355	0.714152778935925	0.559829638028634	69	14	1	0.0463738	0.0745671614666667
LOC100996286	-	-	LOC100996286	LOC100996286	TSS11530,TSS16355	chr4:152100752-152104716	-	-	0.627473803703704	0.200861361904762	3.12391491202384	2.23858153382203	0.00156111013919983	0.714152778935925	0.559829638028634	58	42	8	0.171514	0.50802232
TKTL2	-	-	TKTL2	TKTL2	TSS5104	chr4:163471094-163473895	-	-	0.0136437333333333	0.00294149857142857	4.6383613665014	1.63248312218992	0.0230813243300853	0.714152778935925	0.559829638028634	30	0	0	0	0.0106471076
AADAT	-	-	AADAT	AADAT	TSS25586,TSS26067,TSS7845	chr4:170060221-170090387	-	-	0.0619321851851852	0.0133006095238095	4.65634188225133	2.05621184694718	0.00892505167068978	0.714152778935925	0.559829638028634	39	9	0	0.0153017	0.048315344
FLJ33360	-	-	FLJ33360	FLJ33360	TSS32238	chr5:6310440-6337292	-	-	0.0738453611111111	0.0248336095238095	2.97360563072037	1.41545962571457	0.0201586761104571	0.714152778935925	0.559829638028634	45	18	0	0.0174	0.0601220706666667
GZMA	-	-	GZMA	GZMA	TSS29553	chr5:55102645-55110252	-	-	13.360423037037	5.79152402857143	2.30689244681121	1.79134478220926	0.0158178695057164	0.714152778935925	0.559829638028634	73	72	65	4.83447	11.2411313146667
GUSBP9	-	-	GUSBP9	GUSBP9	TSS10531,TSS32062	chr5:70494967-70555323	-	-	0.196950039631361	0.0532223012083907	3.70051717343465	2.25461540867719	0.0422761357167362	0.714152778935925	0.559829638028634	67	23	2	4.06755e-06	0.15670627287293
TMEM171	-	-	TMEM171	TMEM171	TSS17021	chr5:73120560-73131817	-	-	0.112348581481481	0.0340901428571429	3.29563246338644	2.12883043986389	0.0238682689614878	0.714152778935925	0.559829638028634	36	19	1	0	0.0904362186666667
NR2F1	-	-	NR2F1	NR2F1	TSS17609	chr5:93583336-93594609	-	-	0.0101115140740741	0.00286702714285714	3.52682886147964	1.48154626231775	0.0161342173344055	0.714152778935925	0.559829638028634	34	0	0	0	0.00808305773333333
CSF2	-	-	CSF2	CSF2	TSS5702	chr5:132073791-132076170	-	-	0.398501012962963	0.185723142857143	2.14567235311911	1.38228315360713	0.0093909550093556	0.714152778935925	0.559829638028634	49	43	5	0.140847	0.338923209333333
VTRNA2-1	-	-	VTRNA2-1	VTRNA2-1	TSS12947	chr5:136080497-136080597	-	-	23.8505466666667	6.81900809523809	3.49765630624814	1.65009243711279	0.00170404551244403	0.714152778935925	0.559829638028634	36	36	36	0	19.0817158666667
SLC23A1	-	-	SLC23A1	SLC23A1	TSS221	chr5:139367195-139383350	-	-	0.185237951851852	0.0823232571428571	2.25012904349016	1.25852620850555	0.0275153648915288	0.714152778935925	0.559829638028634	64	36	1	0.0944791	0.156421837333333
PCDHGA2	-	-	PCDHGA2	PCDHGA2	TSS1748	chr5:141338759-141512979	-	-	0.01225985	0.00129120952380952	9.49485716603849	5.98099596996024	0.0257134793077774	0.714152778935925	0.559829638028634	50	1	0	2.01887e-272	0.00918863066666667
STC2	-	-	STC2	STC2	TSS13012	chr5:173314722-173329503	-	-	0.0173643716666667	0.00368332095238095	4.71432489624399	2.81431362348916	0.0255673949513041	0.714152778935925	0.559829638028634	38	2	0	0.00390965	0.0135336774666667
LOC101928663	-	-	LOC101928663	LOC101928663	TSS23476	chr6:25244915-25261407	-	-	0.0547784666666667	0.0224407238095238	2.44102940402567	1.108721109242	0.0282681563567621	0.714152778935925	0.559829638028634	47	11	0	0.0386966	0.0457238986666667
HIST1H3E	-	-	HIST1H3E	HIST1H3E	TSS14173	chr6:26225154-26225616	-	-	2.21347677962963	0.254092428571429	8.71130553584124	5.54340872758379	0.0393692186154377	0.714152778935925	0.559829638028634	40	39	17	0.14264	1.66484916133333
HIST1H3H	-	-	HIST1H3H	HIST1H3H	TSS3389	chr6:27810063-27810536	-	-	0.800824933333333	0.262269952380952	3.05343759764793	2.26999652436351	0.0262736021222123	0.714152778935925	0.559829638028634	40	39	13	0.134722	0.650029538666667
UBD	-	-	UBD	UBD	TSS23057	chr6:29555611-29559925	-	-	2.66692605555556	1.08115261428571	2.46674338138424	1.29683190801358	0.0132065832862332	0.714152778935925	0.559829638028634	71	70	44	1.4375	2.222909492
