tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	mean other	mean SCADDING 0	Fold Change (other vs. SCADDING_0)	CV	Wilcoxon P value	FDR	q values	fpkm>0_num	fpkm>0.1_num	fpkm>1_num	fpkm_median	fpkm_mean
INADL	-	-	INADL	INADL	TSS29686	chr1:61742476-62163919	-	-	0.319358287808219	0.15075293952381	2.11842162956816	1.04324733459458	0.0249544809017212	0.630088700716217	0.524812619559819	92	66	3	0.168424	0.281691135531915
AK4	-	-	AK4	AK4	TSS19216,TSS26102,TSS34022	chr1:65147548-65232145	-	-	0.113316995753425	0.0349494076190476	3.2423152056994	3.22173099309026	0.00810610855606544	0.511536142425049	0.426067984714624	84	22	1	0.0457122	0.0958093430851064
IL23R	-	-	IL23R	IL23R	TSS32594	chr1:67166485-67259967	-	-	0.312448116438356	0.0615737476190476	5.07437225311427	1.75082573634128	0.00351225843030239	0.474543439314352	0.395256072991631	72	45	7	0.09055275	0.256401714893617
IL12RB2	-	-	IL12RB2	IL12RB2	TSS14387	chr1:67307363-67396900	-	-	1.0497145739726	0.344335001428571	3.04852707281445	1.51075026076324	0.0173930117668272	0.577829404700093	0.481284878136431	91	80	25	0.414668	0.892129775851064
GBP1P1	-	-	GBP1P1	GBP1P1	TSS9429	chr1:89407678-89424934	-	-	1.59709304109589	0.728788866666667	2.19143446633683	0.854144086019203	0.000952664704526419	0.413562083703139	0.344463565609335	94	93	52	1.070195	1.40311019361702
TGFBR3	-	-	TGFBR3	TGFBR3	TSS18765,TSS27510	chr1:91680342-91906002	-	-	0.343486042465753	0.171316848095238	2.00497526241437	0.982141330778521	0.0201275123305052	0.595291788568212	0.495829623044837	89	71	3	0.2185605	0.305022711808511
GFI1	-	-	GFI1	GFI1	TSS13114,TSS14018,TSS17395	chr1:92474760-92486876	-	-	1.66891900136986	0.652351380952381	2.55831297380466	1.24001251873138	0.00803313880753312	0.511536142425049	0.426067984714624	90	87	42	0.864735	1.44181346914894
F3	-	-	F3	F3	TSS18121	chr1:94529175-94541857	-	-	1.35826991643836	0.671335561904762	2.02323546302921	1.00780983490493	0.0149785164622389	0.574807138489983	0.478767576294751	89	87	45	0.95677	1.20480585851064
VCAM1	-	-	VCAM1	VCAM1	TSS33181	chr1:100719639-100739046	-	-	0.567630757534247	0.228577680952381	2.4833166351552	1.36133173361275	0.0120912876345164	0.529621448481321	0.441131573120739	80	63	15	0.2314815	0.491884857446808
AMY2A	-	-	AMY2A	AMY2A	TSS27923	chr1:103617331-103625780	-	-	0.0421602178082192	0.0076906	5.48204532913156	2.11131739173826	0.0158283595010532	0.577829404700093	0.481284878136431	44	11	0	0	0.0344595585106383
NBPF6	-	-	NBPF6	NBPF6	TSS467	chr1:108450281-108470638	-	-	0.0053921397260274	0	Inf	3.19737641552642	0.0494428879551652	0.685468874332229	0.570939798088905	12	0	0	0	0.00418751276595745
ADORA3	-	-	ADORA3	ADORA3	TSS29272	chr1:111499428-111504121	-	-	1.19811427963425	0.578986076190476	2.06933176617548	1.04976467373626	0.00941406894388033	0.511536142425049	0.426067984714624	87	84	38	0.76524	1.05979840439681
EMBP1	-	-	EMBP1	EMBP1	TSS21165	chr1:121519111-121571888	-	-	0.190263063287671	0.0675014638095238	2.81865092325341	2.7815375001823	0.0282727385138079	0.652670305580966	0.543621259025123	84	47	1	0.0998065	0.162837599574468
CD160	-	-	CD160	CD160	TSS8737	chr1:145719445-145739288	-	-	0.286437557534247	0.125941071428571	2.27437764571268	1.28322291620666	0.0408818071439064	0.685468874332229	0.570939798088905	73	57	2	0.1771105	0.250581959574468
THEM5	-	-	THEM5	THEM5	TSS27751	chr1:151847100-151853697	-	-	0.448290068493151	0.19631960952381	2.28347066082964	1.51534704462049	0.0459153288132384	0.685468874332229	0.570939798088905	75	57	9	0.176415	0.391998795744681
RORC	-	-	RORC	RORC	TSS17590,TSS30208	chr1:151806070-151831872	-	-	1.48195997260274	0.5185599	2.85783758559568	1.27986488450205	0.00942590164871717	0.511536142425049	0.426067984714624	90	84	32	0.6900635	1.26673229680851
LOC100132111	-	-	LOC100132111	LOC100132111	TSS3381	chr1:151838468-151844165	-	-	0.507515530136986	0.1305742494	3.88679645848293	1.44458656390789	0.0212584195835002	0.598269253154978	0.498309608779625	65	59	13	0.17246	0.423305244014894
NUP210L	-	-	NUP210L	NUP210L	TSS12432	chr1:153992691-154155116	-	-	0.00690515082191781	0.0263477295238095	-3.81566314817897	2.88274326507512	-0.00841158401242526	0.511536142425049	0.426067984714624	41	2	0	0	0.0112487056382979
SH2D2A	-	-	SH2D2A	SH2D2A	TSS15501,TSS20285	chr1:156806242-156816848	-	-	3.03403525890411	1.5083740952381	2.01146073012159	1.03973385593168	0.0182656271388252	0.586441985481751	0.488458457151662	90	89	65	1.757855	2.69319606276596
PYHIN1	-	-	PYHIN1	PYHIN1	TSS13031	chr1:158931546-158977059	-	-	1.59221616986301	0.609741533333333	2.611296890272	1.029487618392	0.000386336367552783	0.358391370299799	0.298510850394352	92	90	45	0.9011355	1.37272715531915
SLAMF1	-	-	SLAMF1	SLAMF1	TSS19229	chr1:160609818-160647311	-	-	2.44497864383562	1.14448904761905	2.13630584663266	0.987496382501443	0.0321710413615541	0.677754775212303	0.564514581191553	91	91	56	1.440185	2.15444373404255
LOC101928372	-	-	LOC101928372	LOC101928372	TSS7989	chr1:160932464-160949922	-	-	0.00440288082191781	0.0204495761904762	-4.644589989508	2.59253181988981	-0.000673590546927654	0.408232729027121	0.340024646795357	24	1	0	0	0.00798778085106383
SLAMF7	-	-	SLAMF7	SLAMF7	TSS33865	chr1:160739056-160754818	-	-	8.06232836986301	3.1229410952381	2.58164599459035	1.0290952182821	0.000581058872569557	0.408232729027121	0.340024646795357	93	93	84	4.438745	6.95884823404255
FASLG	-	-	FASLG	FASLG	TSS4455	chr1:172659007-172666872	-	-	1.37316232876712	0.459829276190476	2.98624380801347	1.12726337922577	0.0053148961021178	0.511536142425049	0.426067984714624	87	79	38	0.6917255	1.16911983829787
TNN	-	-	TNN	TNN	TSS7362	chr1:175067857-175148066	-	-	0.00481503739726027	0.0192462971428571	-3.99712308648073	2.3913345789676	-0.00517618058485845	0.511536142425049	0.426067984714624	29	0	0	0	0.00803904223404255
GPR52	-	-	GPR52	GPR52	TSS19516	chr1:174448073-174449545	-	-	0.0185770821917808	0.0013357619047619	13.9074801621118	2.6545697150149	0.0171987613294708	0.577829404700093	0.481284878136431	23	4	0	0	0.0147252978723404
LINC01351	-	-	LINC01351	LINC01351	TSS19107,TSS3134	chr1:190478259-190481394	-	-	0.0193762630136986	0.00328218095238095	5.90347189713679	1.83707046225511	0.0170608762396475	0.577829404700093	0.481284878136431	28	3	0	0	0.0157807765957447
RGS13	-	-	RGS13	RGS13	TSS6143	chr1:192636137-192660310	-	-	0.120909816438356	0.0567646285714286	2.13002039265018	2.27023405890037	0.0203652346144604	0.595345712094859	0.495874536954964	51	22	2	0.0247825	0.106579508510638
B3GALT2	-	-	B3GALT2	B3GALT2	TSS25289	chr1:193178729-193186613	-	-	0.569159523287671	0.10753005047619	5.29302758407703	1.79428764743047	0.000301112248124101	0.348926832028813	0.290627660111343	85	66	11	0.1771005	0.466029534680851
NR5A2	-	-	NR5A2	NR5A2	TSS34731,TSS5566	chr1:200027601-200177422	-	-	0.0571898130136986	0.0149141904761905	3.83459049319495	1.50746439137304	0.0383811641651506	0.685468874332229	0.570939798088905	63	16	0	0.01923525	0.0477452590425532
GPR25	-	-	GPR25	GPR25	TSS19648	chr1:200872954-200874178	-	-	0.566008293150685	0.203751680952381	2.77793189486848	1.50079078261777	0.0411767798201326	0.685468874332229	0.570939798088905	75	62	15	0.204746	0.485078624468085
PTPN7	-	-	PTPN7	PTPN7	TSS11819,TSS26362	chr1:202147012-202161588	-	-	5.12192501369863	2.25286181904762	2.27351938338761	0.910320997345202	0.00139725568176455	0.416631703109009	0.347020308810118	94	93	81	3.029045	4.48096408723404
PPFIA4	-	-	PPFIA4	PPFIA4	TSS1615	chr1:203026520-203078736	-	-	0.0305295923287671	0.0127834328571429	2.38821548718101	1.12874006007022	0.00978621330952524	0.514179898725585	0.42827001859967	73	3	0	0.0157927	0.026565024787234
CHI3L1	-	-	CHI3L1	CHI3L1	TSS33552	chr1:203178930-203186794	-	-	8.56535128356164	3.15813225714286	2.71215724553305	1.86281827485457	0.00547450231342564	0.511536142425049	0.426067984714624	91	89	83	2.68014	7.35735554361702
CHIT1	-	-	CHIT1	CHIT1	TSS23928	chr1:203216078-203229732	-	-	23.2139616164384	2.2230610952381	10.4423408183265	3.15216382954267	0.004124555197217	0.492006049554653	0.409801006449646	91	91	63	1.58705	18.5245051170213
LAX1	-	-	LAX1	LAX1	TSS16296,TSS32641	chr1:203765155-203776352	-	-	1.45307909589041	0.642063071428571	2.26314074201052	1.04556078922254	0.00400812623651821	0.492006049554653	0.409801006449646	92	91	41	0.784475	1.27189466489362
C1orf186	-	-	C1orf186	C1orf186	TSS12167	chr1:206052722-206102459	-	-	0.414198797260274	0.0929040666666667	4.45834947943011	3.82204860485953	0.0177493252577922	0.584458111246541	0.486806051334713	70	47	3	0.0999218	0.342420187234043
CAMK1G	-	-	CAMK1G	CAMK1G	TSS34778	chr1:209583699-209613939	-	-	0.0529019204109589	0.0127053042857143	4.16376650423408	1.84437403251262	0.0493014246806444	0.685468874332229	0.570939798088905	48	13	0	0.00928819	0.0439218253191489
TRAF3IP3	-	-	TRAF3IP3	TRAF3IP3	TSS9082,TSS9474	chr1:209756031-209782323	-	-	6.78221969863014	3.32887395238095	2.03739156112511	0.939442934750454	0.000983812312444132	0.413562083703139	0.344463565609335	91	91	82	3.868505	6.01072756382979
TGFB2	-	-	TGFB2	TGFB2	TSS14194	chr1:218345333-218444619	-	-	0.0500241383561644	0.0224099938077619	2.23222455058591	1.5652720535179	0.0192335509707875	0.591095400202839	0.492334372982079	71	9	0	0.02321915	0.0438550209570532
HIST3H2BB	-	-	HIST3H2BB	HIST3H2BB	TSS14406	chr1:228458106-228458558	-	-	0.191165082191781	0.0138065714285714	13.8459488788203	2.26806224627411	0.0266537599744775	0.640164849620881	0.533205231736042	26	26	5	0	0.151542436170213
RNA5S9	-	-	RNA5S9	RNA5S9	TSS5490	chr1:228628145-228628266	-	-	4.35118383561644	15.1905404761905	-3.49112817340626	3.18991481509702	-0.0342058699351187	0.681685900298524	0.567788888526333	30	30	30	0	6.77274223404255
DUSP5P1	-	-	DUSP5P1	DUSP5P1	TSS12090	chr1:228644909-228652412	-	-	0.129652294520548	0.0530171280952381	2.4454793984247	1.09471918656938	0.00347292187016548	0.474543439314352	0.395256072991631	77	43	0	0.084906	0.112531672234043
RYR2	-	-	RYR2	RYR2	TSS4250	chr1:237042401-237833988	-	-	0.031676285890411	0.0142163014285714	2.2281664502941	1.32993113096867	0.0160663728117207	0.577829404700093	0.481284878136431	83	5	0	0.0184367	0.0277756510638298
LINC01341	-	-	LINC01341	LINC01341	TSS18720	chr1:246789616-246791486	-	-	0.128479538356164	0.0480675333333333	2.67289643230076	1.77691862463105	0.00936804509193779	0.511536142425049	0.426067984714624	54	31	1	0.04100755	0.110515154255319
FAM150B	-	-	FAM150B	FAM150B	TSS9895	chr2:279560-288308	-	-	0.0192458684931507	0.00153510952380952	12.5371305399697	1.8395546050322	0.00537105577385146	0.511536142425049	0.426067984714624	28	2	0	0	0.0152892095744681
OTOF	-	-	OTOF	OTOF	TSS1158,TSS21340	chr2:26457202-26558698	-	-	0.51891827890411	0.0877199938095238	5.91562147200893	2.19974240461651	0.0182005981650811	0.586441985481751	0.488458457151662	84	40	12	0.0722283	0.42258674712766
LINC00211	-	-	LINC00211	LINC00211	TSS20552,TSS4487	chr2:37826246-37875863	-	-	0.262876260273973	0.610098642857143	-2.32085865121975	1.33607433913773	-0.0195576379609978	0.592413598284909	0.493432324727228	83	67	2	0.29855	0.340447218085106
CYP1B1-AS1	-	-	CYP1B1-AS1	CYP1B1-AS1	TSS8640	chr2:38131104-38181851	-	-	0.0318134136986301	0.00832835238095238	3.81989284836098	1.99617825618537	0.0451944196333346	0.685468874332229	0.570939798088905	36	7	0	0	0.0265667510638298
SLC3A1	-	-	SLC3A1	SLC3A1	TSS34108	chr2:44275457-44320823	-	-	0.0442884452054795	0.00270599047619048	16.3668148854054	2.68901789438008	0.0028576578436608	0.463833512986447	0.386335575790123	74	13	0	5.26086201835e-158	0.0349987478723405
LHCGR	-	-	LHCGR	LHCGR	TSS18179	chr2:48686773-48755741	-	-	0.00403612191780822	0	Inf	3.10240284622973	0.039686418196126	0.685468874332229	0.570939798088905	13	0	0	0	0.00313443510638298
ATP6V1B1	-	-	ATP6V1B1	ATP6V1B1	TSS6057	chr2:70935867-70965431	-	-	0.0580110739726027	0.0214849142857143	2.700084031109	2.17014883947468	0.0492561782900331	0.685468874332229	0.570939798088905	51	12	0	0.0178437	0.0498509744680851
ANKRD53	-	-	ANKRD53	ANKRD53	TSS514	chr2:70978444-70985499	-	-	0.0546380643835616	0.0138167761904762	3.9544727098658	2.30455287822271	0.00593473478189247	0.511536142425049	0.426067984714624	49	11	0	0.0171035	0.045518414893617
RTKN	-	-	RTKN	RTKN	TSS22285,TSS9773	chr2:74425860-74441933	-	-	0.152006960273973	0.0713263	2.13114882271999	1.05550126028482	0.0198850621602736	0.595291788568212	0.495829623044837	79	41	0	0.0861121	0.133982557446809
ITPRIPL1	-	-	ITPRIPL1	ITPRIPL1	TSS14358,TSS21566,TSS28029,TSS28469	chr2:96325323-96328353	-	-	0.760011793150685	0.279294614285714	2.72118313163463	1.09900412040291	0.00336170964475829	0.474543439314352	0.395256072991631	87	79	21	0.3870935	0.652617529787234
LOC100506123	-	-	LOC100506123	LOC100506123	TSS16442	chr2:97283934-97291779	-	-	0.0803237538489016	0.014379241252869	5.58609125727513	2.08442589871098	0.0223937018471666	0.60376216379546	0.502884756404019	59	23	0	8.33943e-06	0.0655914691200007
ZAP70	-	-	ZAP70	ZAP70	TSS22131,TSS35458	chr2:97713567-97739860	-	-	4.91648308219178	2.209626	2.22502952182486	1.0964127164618	0.00424363287270383	0.492244874801213	0.409999928447647	90	90	74	2.762865	4.31175969148936
IL18RAP	-	-	IL18RAP	IL18RAP	TSS8155	chr2:102418789-102452564	-	-	1.99403200547945	0.761074514285714	2.62002204521445	1.22841050995679	0.0169630248155544	0.577829404700093	0.481284878136431	89	86	45	0.9090365	1.71858405531915
FHL2	-	-	FHL2	FHL2	TSS26640,TSS29141,TSS36177	chr2:105360825-105438773	-	-	0.0900612671232877	0.0429361380952381	2.09756329093967	1.26895242803814	0.0339750543972495	0.681685900298524	0.567788888526333	60	31	0	0.0387752	0.0795333127659574
SULT1C2P1	-	-	SULT1C2P1	SULT1C2P1	TSS14397	chr2:108322237-108353798	-	-	0.0104642273972603	0	Inf	3.04651708887973	0.0317822278031977	0.677754775212303	0.564514581191553	14	2	0	0	0.00812647446808511
SULT1C2	-	-	SULT1C2	SULT1C2	TSS16144	chr2:108288638-108309915	-	-	0.461540989041096	0.105021070952381	4.39474654805577	1.81570388466086	0.000233431172657574	0.348926832028813	0.290627660111343	70	48	10	0.10756	0.381892922234043
LINC01191	-	-	LINC01191	LINC01191	TSS34129	chr2:113979568-114007310	-	-	0.328212868493151	0.160078847619048	2.05032003525053	1.10956765467899	0.0217187436993949	0.598953507671869	0.498879537116774	71	56	3	0.2097895	0.290651012765957
ARHGEF4	-	-	ARHGEF4	ARHGEF4	TSS18878,TSS33376	chr2:130916650-131047253	-	-	0.0838574397260274	0.0239804223809524	3.49691253948201	1.55476387637111	0.00289914578796371	0.463833512986447	0.386335575790123	69	18	0	0.0329079	0.0704806592553191
LOC101928386	-	-	LOC101928386	LOC101928386	TSS3193	chr2:143937066-143964155	-	-	0.0866098794520548	0.0308904476190476	2.80377547519414	1.60553652846211	0.0415067743865018	0.685468874332229	0.570939798088905	48	28	0	0.02489585	0.0741619212765957
KIF5C	-	-	KIF5C	KIF5C	TSS20975,TSS21364	chr2:148875222-149026759	-	-	0.295051393150685	0.105046966190476	2.80875691941149	1.07039827960437	0.00351462663334752	0.474543439314352	0.395256072991631	88	60	4	0.167423	0.252603595638298
TNFAIP6	-	-	TNFAIP6	TNFAIP6	TSS11353	chr2:151357591-151380048	-	-	5.61622542465753	2.78725819047619	2.01496418374432	2.05858917250513	0.0135465750262635	0.556286712921985	0.463341568739536	91	91	80	3.3138	4.98422210638298
ITGB6	-	-	ITGB6	ITGB6	TSS16757	chr2:160099665-160200313	-	-	0.0241981847945205	0.0790303457142857	-3.26596173991453	2.41960000703251	-0.0428424466617909	0.685468874332229	0.570939798088905	55	7	0	0.009237085	0.0364479228723404
SLC4A10	-	-	SLC4A10	SLC4A10	TSS20548	chr2:161624334-161985276	-	-	0.248068515068493	0.0561298052380952	4.41955061159074	2.02193276698966	0.00538095925927954	0.511536142425049	0.426067984714624	79	37	4	0.07804735	0.205188590531915
DPP4	-	-	DPP4	DPP4	TSS16365	chr2:161992244-162074542	-	-	3.80909812739726	1.40743076190476	2.70641954865487	1.19818057667845	0.00847781405462649	0.511536142425049	0.426067984714624	94	93	62	2.02386	3.27255541808511
CHN1	-	-	CHN1	CHN1	TSS1464,TSS34078,TSS9194	chr2:174799313-175005379	-	-	0.587224446575342	0.157985738095238	3.71694593230528	1.49475697387462	0.00194943435740864	0.434940350863501	0.36226992267831	83	71	12	0.26694	0.491330692553192
LOC101927156	-	-	LOC101927156	LOC101927156	TSS28109	chr2:181123836-181399553	-	-	0.174518435616438	0.0447310523809524	3.90150524808025	1.39067771624715	0.0013243624978188	0.413562083703139	0.344463565609335	66	36	1	0.0731729	0.145523381914894
FSIP2	-	-	FSIP2	FSIP2	TSS11256	chr2:185738627-185833289	-	-	0.00374212342465753	0.001331243	2.81099951297962	1.48472923886561	0.025387022278148	0.632301740524213	0.526655901652489	56	0	0	0.001604915	0.0032035224787234
SLC40A1	-	-	SLC40A1	SLC40A1	TSS18329	chr2:189560589-189580811	-	-	5.25447634931507	2.06549213809524	2.5439343255795	1.60815961474808	0.00111900836367954	0.413562083703139	0.344463565609335	93	91	74	1.99617	4.54204370638298
STAT4	-	-	STAT4	STAT4	TSS18456,TSS5227	chr2:191029575-191151596	-	-	2.51238578082192	1.12176547619048	2.23967115600134	0.962068280880895	0.00235835480518637	0.447546805306339	0.372770073485628	91	90	60	1.42726	2.20171528723404
LOC101927482	-	-	LOC101927482	LOC101927482	TSS13635	chr2:196260023-196264204	-	-	0.277492710958904	0.0814048952380952	3.40879636473072	1.64537771739198	0.00570912798068641	0.511536142425049	0.426067984714624	65	48	4	0.116418	0.233685858510638
CFLAR-AS1	-	-	CFLAR-AS1	CFLAR-AS1	TSS7725	chr2:201140288-201157792	-	-	0.242811089041096	0.0843390666666667	2.87898714839658	1.82205081601365	0.00585118475583503	0.511536142425049	0.426067984714624	67	52	2	0.1238615	0.207407764893617
CTLA4	-	-	CTLA4	CTLA4	TSS31155	chr2:203867787-203873960	-	-	1.50200654520548	0.638688019047619	2.35170615450905	1.34115397725764	0.0376305014377519	0.685468874332229	0.570939798088905	89	86	38	0.7940705	1.30913751276596
CD28	-	-	CD28	CD28	TSS30429	chr2:203706474-203738912	-	-	1.23097949041096	0.561430428571429	2.19257708126582	1.15313196734291	0.0238035158849787	0.618524275453354	0.515180394273112	91	90	27	0.6461375	1.08139938085106
SPEG	-	-	SPEG	SPEG	TSS24531,TSS33180	chr2:219434977-219493632	-	-	0.0706399734246575	0.02035806	3.46987745515327	4.7632917236553	0.0462530108895869	0.685468874332229	0.570939798088905	86	6	1	0.0173364	0.05940678
CHRND	-	-	CHRND	CHRND	TSS18457	chr2:232526159-232536665	-	-	0.0168266290410959	0.00500448571428571	3.36230933641451	1.67055987488342	0.0334805234987938	0.680928151542192	0.567157745467702	42	2	0	0	0.0141855119148936
KCNJ13	-	-	KCNJ13	KCNJ13	TSS16728	chr2:232765801-232776565	-	-	0.0387742653424658	0.0161996238095238	2.39352875093743	1.29751364866337	0.0380218071299719	0.685468874332229	0.570939798088905	62	9	0	0.01782005	0.0337309943617021
LINC01237	-	-	LINC01237	LINC01237	TSS24474	chr2:241881362-242078722	-	-	0.151942805479452	0.0236618714285714	6.42141962177949	2.56571894692028	0.0183029360754932	0.586441985481751	0.488458457151662	40	28	3	0	0.12328429893617
SRGAP3	-	-	SRGAP3	SRGAP3	TSS19094	chr3:8980590-9249685	-	-	0.360545825616438	0.153733523809524	2.34526482371636	1.00078141221119	0.000366671969927178	0.35323203195254	0.29421354134859	90	72	5	0.207606	0.314343077340426
EOMES	-	-	EOMES	EOMES	TSS31682	chr3:27715948-27722715	-	-	1.29761206438356	0.404021776190476	3.21173793308557	1.22943107912683	0.00502780034718274	0.511536142425049	0.426067984714624	88	79	30	0.5765865	1.09798019148936
DCLK3	-	-	DCLK3	DCLK3	TSS20227	chr3:36712421-36739861	-	-	0.00446164917808219	0.0108438176190476	-2.43045053213008	2.40255584463922	-0.0167595055083599	0.577829404700093	0.481284878136431	30	0	0	0	0.00588745276595745
C3orf35	-	-	C3orf35	C3orf35	TSS13784,TSS15231,TSS20713	chr3:37386268-37435497	-	-	0.178485005479452	0.0679096428571429	2.62827189144433	1.16877928347541	0.00578299696028936	0.511536142425049	0.426067984714624	70	45	0	0.09323295	0.15378199893617
SLC22A13	-	-	SLC22A13	SLC22A13	TSS25341	chr3:38265806-38278315	-	-	0.0654640767123288	0.0150536571428571	4.34871580314894	2.43710610766592	0.011158222194041	0.525193101420833	0.437443120338626	62	10	1	0.02149005	0.0542021744680851
CCR8	-	-	CCR8	CCR8	TSS25220	chr3:39329705-39333680	-	-	0.760998447945205	0.285938014285714	2.66141055027682	1.65467427380687	0.0166474003196187	0.577829404700093	0.481284878136431	77	71	16	0.340221	0.654867925531915
SLC6A20	-	-	SLC6A20	SLC6A20	TSS6807	chr3:45755448-45796543	-	-	0.0163128204109589	0.00446197619047619	3.65596312364409	1.81627280788955	0.00580421278961496	0.511536142425049	0.426067984714624	51	3	0	0.00626176	0.0136652913829787
CXCR6	-	-	CXCR6	CXCR6	TSS25765	chr3:45943480-45948353	-	-	12.8405495479452	5.93612461904762	2.16311994305896	1.1640072551051	0.00327099260709879	0.474543439314352	0.395256072991631	94	94	88	6.29436	11.2980716382979
PROK2	-	-	PROK2	PROK2	TSS9995	chr3:71771654-71785206	-	-	0.754297602739726	0.195623061904762	3.85587259188772	2.02269058600179	0.00795272963234645	0.511536142425049	0.426067984714624	81	67	16	0.2828815	0.629487332978723
GPR15	-	-	GPR15	GPR15	TSS23456	chr3:98531898-98533150	-	-	0.0675408287671233	0.0223960380952381	3.01574896773747	1.99451917059029	0.0356036024064444	0.685468874332229	0.570939798088905	36	19	0	0	0.0574552904255319
ADGRG7	-	-	ADGRG7	ADGRG7	TSS27819,TSS3083	chr3:100609588-100695481	-	-	0.135249410958904	0.00649020952380952	20.8389899374955	9.39026777617942	0.00904051780497798	0.511536142425049	0.426067984714624	17	1	1	0	0.106484057446809
TRAT1	-	-	TRAT1	TRAT1	TSS17010	chr3:108822783-108854867	-	-	3.04537622328767	1.41623895238095	2.15032655200441	1.11883087455746	0.0410974975510991	0.685468874332229	0.570939798088905	89	87	58	1.637535	2.68142002446809
MORC1	-	-	MORC1	MORC1	TSS23261	chr3:108958239-109118146	-	-	0.00286077410958904	0	Inf	2.53045183928551	0.0253866564159963	0.632301740524213	0.526655901652489	15	0	0	0	0.002221665
CD96	-	-	CD96	CD96	TSS35644	chr3:111542078-111652359	-	-	4.56352261506849	1.88809528571429	2.41699804538311	1.03543193685552	0.00436808781200253	0.495017000390406	0.412308883505179	94	93	72	2.400215	3.96582076489362
ZBED2	-	-	ZBED2	ZBED2	TSS18019	chr3:111592899-111595335	-	-	0.352477042465753	0.134803814285714	2.61474086867219	1.50198659989664	0.00946745167350702	0.511536142425049	0.426067984714624	77	59	5	0.162054	0.303847917021277
CD200	-	-	CD200	CD200	TSS10627	chr3:112333068-112362811	-	-	0.0985705150684932	0.0465627547619048	2.11693907657582	1.71242801051967	0.0291765453713776	0.659979346122842	0.549709095085175	59	30	1	0.04048535	0.086951760106383
BTLA	-	-	BTLA	BTLA	TSS34228	chr3:112463965-112499561	-	-	0.633899802739726	0.279753533333333	2.26592241816091	1.04901039712563	0.0232462421297526	0.614238958798865	0.511611074181307	91	82	16	0.3446055	0.554782019148936
