tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	mean other	mean SCADDING 0	Fold Change (other vs. SCADDING_0)	CV	Wilcoxon P value	FDR	q values	fpkm>0_num	fpkm>0.1_num	fpkm>1_num	fpkm_median	fpkm_mean
ZSWIM5	-	-	ZSWIM5	ZSWIM5	TSS10582	chr1:45016403-45206578	-	-	0.0805251393939394	0.0366098157142857	2.1995505255307	1.21053818435057	0.00275789414081382	0.186868221177566	0.166142933004725	43	13	0	0.038091	0.063446957962963
TAL1	-	-	TAL1	TAL1	TSS24679,TSS34963,TSS6581	chr1:47216289-47232335	-	-	0.0526090084848485	0.0204555171428571	2.57187379411813	2.73861009030409	0.0100980582708815	0.292546338316373	0.260100440735131	32	5	0	0.00758226	0.040104872962963
LOC105378732	-	-	LOC105378732	LOC105378732	TSS34917	chr1:53328232-53336509	-	-	0.134394103030303	0.0215132	6.24705311298659	2.19020670273721	0.0412541681173842	0.47619009769816	0.423376532407838	18	13	1	0	0.0904959740740741
FAM151A	-	-	FAM151A	FAM151A	TSS35569	chr1:54609176-54623527	-	-	0.051953141543494	0.0247785596101656	2.09669740133643	1.49941074603007	0.00593569418540422	0.235432640017919	0.209321141342992	49	8	0	2.51432e-06	0.0413852485694219
AK4	-	-	AK4	AK4	TSS19216,TSS26102,TSS34022	chr1:65147548-65232145	-	-	0.0871898972727273	0.0349494076190476	2.49474606903518	1.04206615210452	0.00270953202522882	0.184098479813613	0.163680379709297	51	11	0	0.05181765	0.0668741512962963
IL23R	-	-	IL23R	IL23R	TSS32594	chr1:67166485-67259967	-	-	0.201003454545455	0.0615737476190476	3.26443431361444	1.18832870792223	0.00106092421498744	0.13069452069151	0.116199377606859	42	28	0	0.10654	0.146780790740741
IL12RB2	-	-	IL12RB2	IL12RB2	TSS14387	chr1:67307363-67396900	-	-	0.730466757575758	0.344335001428571	2.12138398520397	0.944842645850541	0.00740345721944854	0.257196940352481	0.228671594135838	53	49	10	0.400641	0.580304407962963
LOC101927560	-	-	LOC101927560	LOC101927560	TSS34231	chr1:83801515-83860546	-	-	0.0435664121212121	0.0190840857142857	2.28286608923579	2.30601381796275	0.0318780282374158	0.43346268107122	0.385387952683684	28	3	0	0.0121733	0.0340455074074074
C1orf146	-	-	C1orf146	C1orf146	TSS5715	chr1:92218015-92245810	-	-	0.0159978909090909	0	Inf	3.26080036184039	0.0421128432169768	0.476477631485713	0.423632176232673	6	1	0	0	0.00977648888888889
GFI1	-	-	GFI1	GFI1	TSS13114,TSS14018,TSS17395	chr1:92474760-92486876	-	-	1.52992684848485	0.652351380952381	2.3452496509646	0.987962989086868	0.0100857189888195	0.292533424821938	0.260088959457965	52	52	19	0.836373	1.1886475
LOC729970	-	-	LOC729970	LOC729970	TSS28718	chr1:94928027-94963270	-	-	0.0245510212121212	0.00244411904761905	10.0449367374465	2.37307504772514	0.0361771023223073	0.455777975601529	0.40522828969105	10	5	0	0	0.0159538925925926
NBPF6	-	-	NBPF6	NBPF6	TSS467	chr1:108450281-108470638	-	-	0.0095318696969697	0	Inf	3.72108797991627	0.0165130544836035	0.346253272019362	0.307850814939346	8	1	0	0	0.00582503148148148
CHIAP2	-	-	CHIAP2	CHIAP2	TSS21368	chr1:111280523-111286108	-	-	0.0512685484848485	0.0230076380952381	2.22832731776408	1.44884884290227	0.00891597983710057	0.276860477668128	0.246154276543165	33	7	0	0.013932	0.0402781944444444
TMIGD3	-	-	TMIGD3	TMIGD3	TSS2326,TSS29272	chr1:111483347-111564003	-	-	0.884630521212121	0.371383952380952	2.38198370053615	0.971511065724753	0.000194197107100117	0.0796751594159307	0.0708385010012122	51	46	9	0.499949	0.685034633333333
ADORA3	-	-	ADORA3	ADORA3	TSS29272	chr1:111499428-111504121	-	-	1.39608693939394	0.578986076190476	2.41126168107478	0.821195690969636	0.000223411005084514	0.0800542889218285	0.0711755817937705	51	50	28	1.07605	1.07832549259259
LOC101928718	-	-	LOC101928718	LOC101928718	TSS33656	chr1:111745316-111755509	-	-	0.019564154585337	0.00713914761907537	2.74040482550924	3.88781927728673	0.0293522602368977	0.422623814655766	0.375751209499841	36	1	0	1.79239e-17	0.0147322074317908
EMBP1	-	-	EMBP1	EMBP1	TSS21165	chr1:121519111-121571888	-	-	0.139967197878788	0.0675014638095238	2.07354314972707	0.884959547047362	0.00628120778528122	0.239868731387544	0.213265232139072	51	27	0	0.0998065	0.111786079074074
CD160	-	-	CD160	CD160	TSS8737	chr1:145719445-145739288	-	-	0.304563318181818	0.125941071428571	2.41830019966563	0.965829009202557	0.00101591429337658	0.128801175050981	0.114516020233803	47	38	1	0.202137	0.235099111111111
CIART	-	-	CIART	CIART	TSS14648,TSS20270	chr1:150282532-150287092	-	-	0.140269366666667	0.0516285047619048	2.71689771597196	1.44307741121773	0.034939029351168	0.448774602768907	0.399001650961334	37	17	0	0.04661795	0.10579792037037
CTSK	-	-	CTSK	CTSK	TSS32163	chr1:150796207-150808441	-	-	10.0573145454545	4.83586047619048	2.07973629408294	0.723586396237882	0.00324398182336867	0.194133763814053	0.172602664658882	53	53	53	5.25935	8.02674907407407
BNIPL	-	-	BNIPL	BNIPL	TSS19371	chr1:151036552-151047600	-	-	0.103423833333333	0.0514919714285714	2.00854289443551	1.39208510286244	0.0428703728934034	0.480202534547486	0.426943955602871	42	17	0	0.06577075	0.0832281092592593
RORC	-	-	RORC	RORC	TSS17590,TSS30208	chr1:151806070-151831872	-	-	1.1805188	0.5185599	2.27653314496551	1.20486318227218	0.0231331241233731	0.39789482245781	0.353764874594264	52	47	18	0.578899	0.923090338888889
LOC100132111	-	-	LOC100132111	LOC100132111	TSS3381	chr1:151838468-151844165	-	-	0.384656345363848	0.1305742494	2.94588211022753	1.50021722946995	0.0449900077645452	0.48855061925098	0.43436616612572	40	30	5	0.1316705	0.285846641377907
SPRR2D	-	-	SPRR2D	SPRR2D	TSS2424	chr1:153039724-153041118	-	-	0.090137496969697	0.0155267142857143	5.80531690807437	3.67855047795575	0.0495303158393719	0.502021844152322	0.446343316666199	10	6	1	0	0.0611221925925926
PMF1	-	-	PMF1	PMF1	TSS22809	chr1:156212987-156240077	-	-	18.217296969697	44.8542285714286	-2.4621780413439	1.97331076387218	-0.00524778923421555	0.228047038877678	0.202754666702679	54	54	54	18.199	28.5761037037037
FCRL4	-	-	FCRL4	FCRL4	TSS13330	chr1:157573748-157598080	-	-	0.0496584024242424	0.0165508342857143	3.00035645134244	1.33565344859455	0.0109619416911672	0.297265620546801	0.264296314097115	38	7	0	0.0122713	0.036783237037037
CD1B	-	-	CD1B	CD1B	TSS32332	chr1:158327949-158331531	-	-	0.926434742424242	0.233602133333333	3.96586593283498	2.16837957448552	0.00166666168933287	0.157666195810889	0.140179662666277	47	41	7	0.292234	0.656999838888889
PYHIN1	-	-	PYHIN1	PYHIN1	TSS13031	chr1:158931546-158977059	-	-	1.25526581818182	0.609741533333333	2.05868511419836	0.8041428059304	0.000127852920155093	0.0742575264602953	0.0660217299979872	53	52	20	0.780437	1.0042285962963
FCRL6	-	-	FCRL6	FCRL6	TSS1525,TSS35367	chr1:159800510-159816257	-	-	2.09499145454545	0.999115071428571	2.09684701437839	1.08742772887558	0.00556299946433417	0.232304812945269	0.206540217114639	53	51	38	1.360895	1.66881730555556
LOC101928372	-	-	LOC101928372	LOC101928372	TSS7989	chr1:160932464-160949922	-	-	0.00502946060606061	0.0204495761904762	-4.06595812000874	2.30481996760568	-0.00755796671823485	0.262062839982188	0.232997823770239	17	1	0	0	0.0110261722222222
SLAMF7	-	-	SLAMF7	SLAMF7	TSS33865	chr1:160739056-160754818	-	-	8.23325221212121	3.1229410952381	2.63637768406051	0.923356878247369	0.000359567933588688	0.0976935588267088	0.086858505404811	53	53	47	3.914615	6.245909
FASLG	-	-	FASLG	FASLG	TSS4455	chr1:172659007-172666872	-	-	1.27369046969697	0.459829276190476	2.76992035011134	0.944862974374295	0.000823599012726589	0.117774658819902	0.104712439208034	52	48	18	0.5836215	0.957188894444444
LOC101928673	-	-	LOC101928673	LOC101928673	TSS4986	chr1:173417788-173461362	-	-	0.2962834	0.14728310952381	2.01165904873908	0.805243589553146	0.00224934384969847	0.171816339525415	0.15276043410165	47	42	0	0.2140815	0.238338842592593
GPR52	-	-	GPR52	GPR52	TSS19516	chr1:174448073-174449545	-	-	0.0251675090909091	0.0013357619047619	18.8413137110652	2.1547363247648	0.00496185572244122	0.224341550274199	0.199460148560867	14	1	0	0	0.0158996074074074
SMG7-AS1	-	-	SMG7-AS1	SMG7-AS1	TSS26980	chr1:183460875-183471982	-	-	0.149927290909091	0.354531885714286	-2.3646921355316	1.920607696501	-0.0497646804301758	0.502021844152322	0.446343316666199	48	40	1	0.164547	0.229495744444444
RGL1	-	-	RGL1	RGL1	TSS21741,TSS9460	chr1:183636046-183928551	-	-	2.46300187878788	0.957008428571429	2.57364700796263	1.05676475415788	0.000225566658021248	0.0800542889218285	0.0711755817937705	54	54	33	1.179055	1.87733775925926
OCLM	-	-	OCLM	OCLM	TSS11641	chr1:186400571-186401455	-	-	0.294221784848485	0.116004647619048	2.53629307865916	1.25535892293009	0.011031705085408	0.298499250033769	0.26539312349528	37	29	1	0.118495	0.22491512037037
LINC01351	-	-	LINC01351	LINC01351	TSS19107,TSS3134	chr1:190478259-190481394	-	-	0.0114351090909091	0.00328218095238095	3.48399715214174	1.87724286393934	0.0495562147594144	0.502021844152322	0.446343316666199	13	0	0	0	0.00826452592592593
RGS13	-	-	RGS13	RGS13	TSS6143	chr1:192636137-192660310	-	-	0.118088512121212	0.0567646285714286	2.08031859087421	1.83885273707544	0.00817457650140004	0.268249454368741	0.238498289569475	28	16	0	0.0208031	0.0942403351851852
B3GALT2	-	-	B3GALT2	B3GALT2	TSS25289	chr1:193178729-193186613	-	-	0.40284313030303	0.10753005047619	3.74633070959293	1.26830433136656	0.000795985951085931	0.11611189013832	0.103234085831919	50	34	3	0.1578185	0.287999154814815
NR5A2	-	-	NR5A2	NR5A2	TSS34731,TSS5566	chr1:200027601-200177422	-	-	0.0357908857575758	0.0149141904761905	2.39978735786656	1.14304707004098	0.0246789365441735	0.40820653883019	0.362932933195261	40	3	0	0.01472565	0.0276721709259259
GPR25	-	-	GPR25	GPR25	TSS19648	chr1:200872954-200874178	-	-	0.463449624242424	0.203751680952381	2.27458061732869	1.10108230580545	0.0169551085793568	0.352815440455042	0.313685182623185	43	40	5	0.2396825	0.36245597962963
PPFIA4	-	-	PPFIA4	PPFIA4	TSS1615	chr1:203026520-203078736	-	-	0.0409647287878788	0.0127834328571429	3.20451706874569	1.45101840644625	0.0154619927605807	0.343740905319331	0.305617091250555	39	5	0	0.0145237	0.0300053359259259
CHI3L1	-	-	CHI3L1	CHI3L1	TSS33552	chr1:203178930-203186794	-	-	10.0737726666667	3.15813225714286	3.18978809195925	1.25305110102653	0.00201880507431036	0.168627347877938	0.149925128974322	52	51	45	2.729895	7.38435695185185
CHIT1	-	-	CHIT1	CHIT1	TSS23928	chr1:203216078-203229732	-	-	35.8438782121212	2.2230610952381	16.1236586294909	3.6836840135916	0.000146205241722681	0.0765120026683206	0.0680261654618149	51	51	38	2.42048	22.769116
FAM72A	-	-	FAM72A	FAM72A	TSS5391	chr1:206186255-206202419	-	-	0.282259354545455	0.140524542857143	2.00861250858079	0.769414782237532	0.00188862219717617	0.16544483328398	0.147095582539735	48	39	0	0.212033	0.227140261111111
FCMR	-	-	FCMR	FCMR	TSS21508,TSS30504	chr1:206903285-206922033	-	-	1.5380283030303	0.752013380952381	2.04521401079656	1.27399819439794	0.00182972461108141	0.16544483328398	0.147095582539735	53	52	23	0.9330315	1.23235583333333
CAMK1G	-	-	CAMK1G	CAMK1G	TSS34778	chr1:209583699-209613939	-	-	0.126174157575758	0.0127053042857143	9.93082532605114	1.74757659606441	0.00046460593260022	0.102949977641757	0.0915319422980935	32	10	0	0.02240325	0.0820473812962963
TGFB2	-	-	TGFB2	TGFB2	TSS14194	chr1:218345333-218444619	-	-	0.0643140361960858	0.0224099938077619	2.86988192624176	1.23673671751417	0.00260108177647298	0.181235714940877	0.16113512000991	43	10	0	0.0251392	0.0480180197117376
C1orf95	-	-	C1orf95	C1orf95	TSS30922	chr1:226548799-226609214	-	-	0.0103706563636364	0.00275497095238095	3.76434326999841	1.78717924136432	0.0379819874230871	0.463304436316706	0.41192000137153	29	0	0	0.003947745	0.00740900092592593
RNA5S10	-	-	RNA5S10	RNA5S10	TSS10045	chr1:228614747-228614868	-	-	42.5406306060606	128.56298952381	-3.02212232616725	2.59644940175143	-0.0294743202408959	0.422623814655766	0.375751209499841	46	46	46	18.93045	75.9937701851852
PGBD5	-	-	PGBD5	PGBD5	TSS27609	chr1:230321645-230425928	-	-	0.193815375757576	0.0846082904761905	2.29073740488962	1.02861543189873	0.0105332056932887	0.29440309912742	0.261751270850019	47	26	0	0.09842955	0.151345953703704
SLC35F3	-	-	SLC35F3	SLC35F3	TSS21416,TSS9074	chr1:233904711-234324518	-	-	0.0404518393939394	0.0186250647619048	2.17190328791117	1.47050427828984	0.0167181027925941	0.348768834848724	0.310087380279317	29	4	0	0.01175985	0.0319636492592593
LOC101927765	-	-	LOC101927765	LOC101927765	TSS21244,TSS34216	chr1:234372806-234373593	-	-	1.23316424848485	0.615587571428571	2.00323123097351	0.964447172185691	0.0129806885087109	0.318762882467439	0.283409345326067	51	46	20	0.586342	0.992995540740741
LINC01341	-	-	LINC01341	LINC01341	TSS18720	chr1:246789616-246791486	-	-	0.126075115151515	0.0480675333333333	2.62287466005846	1.58243731505811	0.0122939424139128	0.31205552901197	0.277445894886133	28	19	0	0.03513565	0.0957388333333333
OR2W3	-	-	OR2W3	OR2W3	TSS19461	chr1:247895586-247896531	-	-	0.0552257	0.025021	2.20717397386196	2.29442567798191	0.0445115261966058	0.485716725080619	0.431846575120242	18	8	0	0	0.0434794277777778
FAM150B	-	-	FAM150B	FAM150B	TSS9895	chr2:279560-288308	-	-	0.0546299090909091	0.00153510952380952	35.5869781560208	2.21756450576915	0.00133132195982614	0.145131825216726	0.129035461256538	16	6	0	0	0.0339819314814815
LINC00299	-	-	LINC00299	LINC00299	TSS181	chr2:8007770-8328419	-	-	0.0694563818181818	0.0208275428571429	3.33483322034608	1.54637825352432	0.0301191638807758	0.426129900360401	0.378868440234223	29	9	0	0.0273892	0.0505451666666667
GAREML	-	-	GAREML	GAREML	TSS15481,TSS18211	chr2:26173090-26189663	-	-	0.0809990078787879	0.0301353633333333	2.68783910062213	1.22809131541898	0.023462023730175	0.399911251328749	0.355557664212006	42	10	0	0.02802815	0.0612187016666667
OTOF	-	-	OTOF	OTOF	TSS1158,TSS21340	chr2:26457202-26558698	-	-	0.274146465151515	0.0877199938095238	3.1252449213209	1.76516696858336	0.0253156993292637	0.409949234969141	0.364482349388324	49	22	2	0.07280055	0.201647281851852
FLJ31356	-	-	FLJ31356	FLJ31356	TSS11158	chr2:28384408-28394672	-	-	0.00577587696969697	0.0165454519047619	-2.86457831279428	2.01673035811026	-0.0492734850072778	0.501834632397104	0.446176868300025	20	1	0	0	0.009964045
CAPN14	-	-	CAPN14	CAPN14	TSS2543	chr2:31173055-31217545	-	-	0.0214740515151515	0.00842476380952381	2.54892030217821	1.70523148427693	0.00561883612064264	0.233108206557989	0.207254507486397	27	3	0	0.00280125	0.0163993285185185
CYP1B1-AS1	-	-	CYP1B1-AS1	CYP1B1-AS1	TSS8640	chr2:38131104-38181851	-	-	0.0515127090909091	0.00832835238095238	6.18522208651051	1.96915002323872	0.0120006231871005	0.308815095424747	0.274564853171305	22	6	0	0	0.0347187925925926
LOC102723854	-	-	LOC102723854	LOC102723854	TSS31746	chr2:43027852-43039543	-	-	0.00987873333333333	0	Inf	3.22199637826001	0.0101874867074764	0.293266261745365	0.260740518482314	9	1	0	0	0.0060370037037037
SLC3A1	-	-	SLC3A1	SLC3A1	TSS34108	chr2:44275457-44320823	-	-	0.0226671815515152	0.00270599047619048	8.37666715790747	2.17574830053421	0.00132086588026014	0.145035791030707	0.128950078085267	42	1	0	1.4571904479085e-148	0.0149044961333333
VAX2	-	-	VAX2	VAX2	TSS1323	chr2:70900589-70933445	-	-	0.014276103030303	0.00194432380952381	7.34245137583304	2.29578607122682	0.0282555590033174	0.41861902445036	0.372190584870345	11	1	0	0	0.00948041111111111
CD207	-	-	CD207	CD207	TSS16671	chr2:70830211-70835823	-	-	0.756039712121212	0.338194523809524	2.23551730999354	0.973928836021732	0.0277324696323617	0.41861902445036	0.372190584870345	49	47	12	0.405052	0.593544361111111
ANKRD53	-	-	ANKRD53	ANKRD53	TSS514	chr2:70978444-70985499	-	-	0.0304275424242424	0.0138167761904762	2.2022172180234	1.86598365734838	0.0265172228402567	0.416486342898438	0.370294435990838	26	4	0	0	0.0239678
EGR4	-	-	EGR4	EGR4	TSS13920	chr2:73290928-73293701	-	-	0.0230487424242424	0.00535936095238095	4.30065125843087	1.97405009608782	0.0224039514591439	0.39416851937704	0.350451850479183	17	1	0	0	0.0161695385185185
DYSF	-	-	DYSF	DYSF	TSS10947,TSS28868	chr2:71453622-71686763	-	-	3.65801490909091	1.63017642857143	2.24393804558721	1.04136728573101	0.00195323579157142	0.16544483328398	0.147095582539735	54	54	41	1.84618	2.86941105555556
RTKN	-	-	RTKN	RTKN	TSS22285,TSS9773	chr2:74425860-74441933	-	-	0.156530381818182	0.0713263	2.19456752724005	0.909215091740161	0.00261630897663883	0.181781738953132	0.161620585276906	48	27	0	0.0938995	0.123395461111111
TEKT4	-	-	TEKT4	TEKT4	TSS26860	chr2:94871432-94876829	-	-	0.128725618181818	0.258042242857143	-2.00459121115015	1.74525432309786	-0.0481636823310001	0.494089937297829	0.439291126300061	34	18	3	0.0265964	0.179015416666667
ITPRIPL1	-	-	ITPRIPL1	ITPRIPL1	TSS14358,TSS21566,TSS28029,TSS28469	chr2:96325323-96328353	-	-	0.72604686969697	0.279294614285714	2.59957347030772	0.953184538710549	0.0015832799456485	0.154066617192408	0.13697930818392	50	48	8	0.3747795	0.552309881481482
LOC100506123	-	-	LOC100506123	LOC100506123	TSS16442	chr2:97283934-97291779	-	-	0.0778637298887699	0.014379241252869	5.4150096322526	2.15428907340013	0.0192761759548938	0.370596770262705	0.329494410475589	34	10	0	7.37243e-06	0.0531753176414751
ZAP70	-	-	ZAP70	ZAP70	TSS22131,TSS35458	chr2:97713567-97739860	-	-	4.47863115151515	2.209626	2.02687294207941	1.13172857526077	0.0166005784569	0.346611059190078	0.30816892044471	52	52	40	2.201555	3.59624025925926
IL18RAP	-	-	IL18RAP	IL18RAP	TSS8155	chr2:102418789-102452564	-	-	1.75836505151515	0.761074514285714	2.31037174220111	0.948225442677573	0.00122516527655148	0.140383612168408	0.124813865752457	53	49	26	0.978502	1.37052984259259
SULT1C2P1	-	-	SULT1C2P1	SULT1C2P1	TSS14397	chr2:108322237-108353798	-	-	0.0510790151515152	0	Inf	2.74905557156226	0.000231665795782399	0.0800542889218285	0.0711755817937705	16	4	0	0	0.0312149537037037
SULT1C2	-	-	SULT1C2	SULT1C2	TSS16144	chr2:108288638-108309915	-	-	0.805001760606061	0.105021070952381	7.66514522567635	1.54603040995614	4.84326879461748e-05	0.0530352488507734	0.0471531849619854	38	29	10	0.111864	0.532787047962963
SH3RF3	-	-	SH3RF3	SH3RF3	TSS34210	chr2:109129540-109504636	-	-	0.11668787969697	0.037455879047619	3.11534217495256	1.43522650315623	0.01958398298485	0.374420178875065	0.332893770286101	43	15	0	0.0414584	0.085875435
LIMS3	-	-	LIMS3	LIMS3	TSS25782	chr2:110445882-110473075	-	-	0.203752454545455	0.0982260714285714	2.07432152769767	0.715590629663506	2.61506941280458e-05	0.0455678268103791	0.0405139640609829	54	35	0	0.1211405	0.162714416666667
MERTK	-	-	MERTK	MERTK	TSS7593	chr2:111898613-112029368	-	-	1.92915233333333	0.794956	2.42674101879014	1.18998393525974	0.00190038991667304	0.16544483328398	0.147095582539735	51	50	24	0.658515	1.48807598148148
FBLN7	-	-	FBLN7	FBLN7	TSS29630	chr2:112138384-112188214	-	-	0.205066272727273	0.0838733476190476	2.44495156743573	1.19659310426628	0.0382010392937502	0.463304436316706	0.41192000137153	41	24	0	0.0932822	0.157935690740741
LINC01191	-	-	LINC01191	LINC01191	TSS34129	chr2:113979568-114007310	-	-	0.471692563636364	0.160078847619048	2.94662643223724	1.27689204959299	0.00735773113151492	0.257196940352481	0.228671594135838	41	35	4	0.214679	0.350509451851852
ARHGEF4	-	-	ARHGEF4	ARHGEF4	TSS18878,TSS33376	chr2:130916650-131047253	-	-	0.0695335324242424	0.0239804223809524	2.89959581693911	1.35881937719696	0.00326605668575989	0.194980413211045	0.173355413377506	39	9	0	0.02874985	0.0518184340740741
TEX41	-	-	TEX41	TEX41	TSS12798	chr2:144667966-145076724	-	-	0.0131294742424242	0.00555713714285714	2.36263275584267	1.28714416148312	0.0304060144173688	0.426129900360401	0.378868440234223	28	0	0	0.006637895	0.0101846764814815
KIF5C	-	-	KIF5C	KIF5C	TSS20975,TSS21364	chr2:148875222-149026759	-	-	0.221036648484848	0.105046966190476	2.10416974902497	0.780467864788311	0.00214142384824702	0.171398840800081	0.152389239565117	51	36	0	0.1555605	0.175929549814815
RPRM	-	-	RPRM	RPRM	TSS25259	chr2:153477337-153478808	-	-	0.0120910151515152	0.0270460380952381	-2.23687074710587	1.67238868274016	-0.043427503820867	0.483760364120491	0.430107191366903	21	1	0	0	0.0179068574074074
ITGB6	-	-	ITGB6	ITGB6	TSS16757	chr2:160099665-160200313	-	-	0.0191819609090909	0.0790303457142857	-4.12003476020175	2.61481173236562	-0.0473807242299997	0.494089937297829	0.439291126300061	37	4	0	0.01708005	0.0424563327777778
XIRP2	-	-	XIRP2	XIRP2	TSS13517,TSS14308	chr2:166888486-167259751	-	-	0.0447021360606061	0.0209879928571429	2.12989095073913	1.85697170325038	0.0168672886099687	0.351285208002363	0.312324666071655	40	6	0	0.0112279	0.0354799692592593
CYBRD1	-	-	CYBRD1	CYBRD1	TSS22715,TSS9625	chr2:171522246-171558133	-	-	2.06090154545455	0.995560195238095	2.07009235133358	0.976554351142509	0.0166005784569	0.346611059190078	0.30816892044471	52	51	27	1.0199765	1.64660213148148
CHN1	-	-	CHN1	CHN1	TSS1464,TSS34078,TSS9194	chr2:174799313-175005379	-	-	0.495716203030303	0.157985738095238	3.1377275506443	1.15123024685565	0.00108188198988122	0.131083593217332	0.116545298653169	47	40	4	0.218625	0.364376577777778
LOC101927156	-	-	LOC101927156	LOC101927156	TSS28109	chr2:181123836-181399553	-	-	0.135284560606061	0.0447310523809524	3.02439923509755	1.11895493862034	0.00165419251057036	0.157090806911153	0.139668089329632	38	19	0	0.06362355	0.100069307407407
FSIP2	-	-	FSIP2	FSIP2	TSS11256	chr2:185738627-185833289	-	-	0.00445406848484848	0.001331243	3.34579673646996	2.39958829055438	0.0281906524071454	0.41861902445036	0.372190584870345	33	0	0	0.00162112	0.00323963635185185
SLC40A1	-	-	SLC40A1	SLC40A1	TSS18329	chr2:189560589-189580811	-	-	4.88709836363636	2.06549213809524	2.3660697000489	1.29718938554248	0.000450909682661105	0.101444207047833	0.090193174575415	53	52	40	2.463475	3.7898070537037
LOC101927482	-	-	LOC101927482	LOC101927482	TSS13635	chr2:196260023-196264204	-	-	0.25400066969697	0.0814048952380952	3.12021370402924	1.3792966322566	0.00685250061889706	0.250736632805616	0.222927790094761	37	27	1	0.09245995	0.186880090740741
CFLAR-AS1	-	-	CFLAR-AS1	CFLAR-AS1	TSS7725	chr2:201140288-201157792	-	-	0.174889148484848	0.0843390666666667	2.07364339441961	1.15847269077651	0.0305301902886666	0.426129900360401	0.378868440234223	37	28	0	0.107559	0.139675227777778
IGFBP2	-	-	IGFBP2	IGFBP2	TSS7632	chr2:216633403-216664435	-	-	36.8908684848485	74.5533380952381	-2.02091577556267	0.951194667711258	-0.00494848869734893	0.224149222836085	0.199289151884899	54	54	54	39.78255	51.5373844444444
