gene_names	pvalue	corr_coef	fdr	pval_dir	fpkm>0_num	fpkm>0.1_num	fpkm>1_num	fpkm_median	fpkm_mean
ACAT2_TSS28311,TSS31949	3.12335620725509e-05	NA	0.0069384679153692	-3.12335620725509e-05	209	208	208	9.64148	10.3028635885167
CCZ1B_TSS1006	2.31959473567094e-05	NA	0.00548691543631346	2.31959473567094e-05	209	209	206	5.07688	5.38906881339713
HOXA1_TSS26632	0.000438246747794762	NA	0.0407555200298462	0.000438246747794762	198	191	27	0.579734	0.588115941626794
SEPT7P2_TSS34805	8.54701225014244e-07	NA	0.000411982116895073	-8.54701225014244e-07	208	206	166	1.38051	1.41479169808612
VOPP1_TSS18654,TSS23208,TSS27633,TSS8127	0.000382119810433039	NA	0.0382824109691484	0.000382119810433039	209	209	209	22.1095	22.4060577990431
CCT6P3_TSS3821	4.50278752070607e-05	NA	0.00905769392058881	-4.50278752070607e-05	209	203	105	1.04473	1.15539906507177
ABHD11-AS1_TSS11559	7.15345466372092e-07	NA	0.000358331973125644	7.15345466372092e-07	169	168	83	0.644801	1.10945423636364
FGL2_TSS16624	9.4954435145516e-05	NA	0.0151612559666406	-9.4954435145516e-05	209	209	209	15.8643	19.8403617703349
CYP51A1_TSS1520,TSS30319	0.000320097509820227	NA	0.0336475295591368	-0.000320097509820227	209	208	208	12.7848	13.8729860100478
CYP3A7_TSS13096	0.000243445322404145	NA	0.0278415005398574	0.000243445322404145	179	131	4	0.154962	0.236663024826364
POLR2J3_TSS7182	0.000477329619427132	NA	0.0430881275526762	-0.000477329619427132	209	208	205	3.09737	3.4779821708134
LAMB1_TSS34079	3.31827718668103e-06	NA	0.00124664746011971	3.31827718668103e-06	209	209	196	5.93234	6.69000637320574
ARHGEF34P_TSS20442	0.000132533058018558	NA	0.0187061990784536	0.000132533058018558	209	197	27	0.56608	0.629267650717703
GIMAP2_TSS16567	0.000135584531647882	NA	0.0190317474176288	0.000135584531647882	209	209	209	22.1284	22.267876076555
GIMAP1_TSS29643	9.17019743565706e-05	NA	0.0147340272885994	9.17019743565706e-05	208	208	206	3.06555	3.28441815789474
KBTBD11_TSS26724	0.000131028738980783	NA	0.0187005094678328	0.000131028738980783	206	205	105	1.00482	1.16559097363636
LOC100287015_TSS30180	4.33225251337969e-05	NA	0.0087838138856596	-4.33225251337969e-05	196	184	8	0.283406	0.360084809090909
ANGPT2_TSS28146	0.000462481764213564	NA	0.0418980414278633	-0.000462481764213564	206	200	103	0.981813	1.22658732727273
CLDN23_TSS6505	6.22213630915531e-05	NA	0.0113283410282146	6.22213630915531e-05	209	209	209	9.55125	9.47411368421053
ERI1_TSS34638	0.000190080947328964	NA	0.0236877949337221	0.000190080947328964	209	209	209	7.58537	7.70817861244019
ZDHHC2_TSS31415	5.45762078896888e-05	NA	0.0103278398737621	5.45762078896888e-05	209	209	209	11.4961	11.930891722488
TNFRSF10A_TSS3617	0.000354542142166945	NA	0.0365221294594313	-0.000354542142166945	206	206	203	3.22059	3.38782546411483
FUT10_TSS4114	0.000508339594511222	NA	0.0446273251580006	-0.000508339594511222	206	205	179	1.61436	1.64640469904306
OPRK1_TSS24543,TSS29930	2.33967189273925e-07	NA	0.000142313328199547	2.33967189273925e-07	180	126	9	0.162087	0.298750574019139
CHCHD7_TSS2338	0.000210081130658532	NA	0.025597789974162	0.000210081130658532	209	209	209	8.14769	8.28141751196172
ATP6V0D2_TSS10384	0.000183821933986079	NA	0.0232480145917938	-0.000183821933986079	208	207	178	3.11176	4.31598389808612
SQLE_TSS26036	0.000105377774383293	NA	0.0162173855552408	-0.000105377774383293	209	209	209	5.73908	6.56221411483254
FAM83H-AS1_TSS14126	0.000113384748217136	NA	0.0172419057303761	0.000113384748217136	182	124	3	0.129851	0.200025118181818
LOC389705_TSS5890	0.00017088534824961	NA	0.0223877332909374	0.00017088534824961	122	72	1	0.0469689	0.0983410277511962
KGFLP2_TSS15195	0.000345612367080514	NA	0.0357463932866635	0.000345612367080514	192	65	0	0.071383	0.0788344512802722
AQP7P3_TSS1055	0.000239098653705085	NA	0.0277240771936937	0.000239098653705085	21	14	0	0	0.0183162688995215
LOC101927069_TSS21994	0.000212419218209487	NA	0.025597789974162	-0.000212419218209487	207	207	206	3.54409	3.62201141626794
MAMDC2_TSS21743	7.24036559493549e-05	NA	0.0124414804853111	-7.24036559493549e-05	196	170	35	0.348557	0.660061038277512
LOC392364_TSS1802	0.000422512133407812	NA	0.0404266571991362	0.000422512133407812	158	148	116	1.21148	2.07844178373206
OMD_TSS843	9.86142423468909e-05	NA	0.0152684730256729	9.86142423468909e-05	117	30	1	0.0146724	0.0456049048325359
PTGR1_TSS13544,TSS30951	0.00015887201699061	NA	0.021474621259572	-0.00015887201699061	208	208	208	8.20339	8.83090540669856
SLC46A2_TSS11079	5.65676173020001e-05	NA	0.0106259773471632	-5.65676173020001e-05	207	207	195	2.18481	2.29068088516746
STRBP_TSS18801,TSS5126	4.66880292536112e-05	NA	0.00920826371569093	-4.66880292536112e-05	208	205	75	0.848521	0.931855003827751
MVB12B_TSS21335	5.32854780210039e-05	NA	0.0101588366194223	5.32854780210039e-05	209	209	205	5.08482	5.34623243062201
DNM1_TSS22558	0.000364173143393222	NA	0.0372141251770666	-0.000364173143393222	207	204	92	0.892755	1.05671267703349
VAV2_TSS14127	1.73705980383332e-05	NA	0.00448249159682121	1.73705980383332e-05	209	209	209	4.1938	4.18930564593301
TUBBP5_TSS14225	8.646510903357e-05	NA	0.0140775197391408	-8.646510903357e-05	173	85	1	0.0575369	0.142877330143541
NET1_TSS15237,TSS34004	0.000438711708153901	NA	0.0407555200298462	0.000438711708153901	209	209	209	5.69725	6.23965622009569
ITIH5_TSS21794,TSS23392	0.000222029913718164	NA	0.0263928485523188	0.000222029913718164	209	208	203	26.5752	30.9198530036842
DNAJC1_TSS13801	2.29080135025388e-05	NA	0.00546944879391925	-2.29080135025388e-05	209	209	209	7.29274	7.51035105263158
RASGEF1A_TSS15807,TSS17570	7.25591377277377e-05	NA	0.0124414804853111	7.25591377277377e-05	205	202	98	0.914597	1.0507867538756
ARHGAP22_TSS10843,TSS27442,TSS3495,TSS6502	0.000519099841251935	NA	0.0449540462524176	-0.000519099841251935	209	209	208	3.69801	3.97850662200957
MYOZ1_TSS27330	3.18760512471917e-07	NA	0.000180963884713779	-3.18760512471917e-07	205	205	151	1.56337	1.86814367464115
ZCCHC24_TSS13030	0.000126623212351169	NA	0.0182759503160187	0.000126623212351169	209	209	209	4.63874	4.83941153110048
FAM213A_TSS17196,TSS36051,TSS443	6.49800555467579e-07	NA	0.000338784791643474	-6.49800555467579e-07	209	209	208	10.2684	11.8696567559809
CWF19L1_TSS32758	0.000187972686913039	NA	0.023655853362401	0.000187972686913039	209	209	209	9.16875	9.30613325358852
PDZD7_TSS4423	5.1102411396361e-06	NA	0.00171778066308268	-5.1102411396361e-06	208	206	121	1.11356	1.39850476028708
SH3PXD2A_TSS24458	9.83156142230766e-05	NA	0.0152684730256729	9.83156142230766e-05	209	209	209	3.98889	4.08569540669856
ACADSB_TSS36522	8.90131690692446e-06	NA	0.00264814995294615	8.90131690692446e-06	209	209	201	2.31885	2.49345712440191
IFITM2_TSS33706	2.4688026178864e-05	NA	0.00578628444762787	2.4688026178864e-05	208	208	208	24.5281	28.0604061244019
PEX16_TSS10465	0.000196539850911019	NA	0.0242560558996319	-0.000196539850911019	209	208	207	4.91226	5.52568903157895
OR4X2_TSS25749	6.73302309330894e-05	NA	0.0119450375669975	6.73302309330894e-05	5	0	0	0	0.00109472583732057
MS4A6A_TSS27647,TSS35939	0.000382119810433039	NA	0.0382824109691484	0.000382119810433039	209	209	209	81.5504	84.1581325358852
VPS37C_TSS23469	2.1379940229168e-06	NA	0.000895398906614024	2.1379940229168e-06	209	209	209	26.296	26.0154442583732
FADS1_TSS12651	3.28074899903721e-05	NA	0.00716352945969262	-3.28074899903721e-05	209	209	209	11.9013	13.7663655980861
FADS2_TSS14538,TSS20044,TSS23063	5.72470534266768e-05	NA	0.0106477421522261	-5.72470534266768e-05	209	209	203	7.81713	9.5535348277512
ASRGL1_TSS17375	1.01415093578957e-08	NA	1.8506081397583e-05	-1.01415093578957e-08	207	207	207	5.69394	6.00738291866029
HRASLS5_TSS18879	7.58094722169364e-08	NA	6.91680209545026e-05	7.58094722169364e-08	195	168	8	0.348477	0.402119548803828
MACROD1_TSS23159	9.06392678621413e-05	NA	0.0146554517473046	9.06392678621413e-05	206	205	170	1.52406	1.70593045933014
POLA2_TSS27300	9.71829342459146e-05	NA	0.0152684730256729	9.71829342459146e-05	209	209	208	4.54375	4.50448680861244
DHCR7_TSS18754	5.83913798729558e-06	NA	0.00188825896406886	-5.83913798729558e-06	207	207	203	6.41674	7.10819976076555
SLCO2B1_TSS18305,TSS33668	0.000594310344129152	NA	0.0492949557190501	0.000594310344129152	209	209	209	271.973	269.190641148325
DLG2_TSS12418,TSS24140,TSS28176,TSS34665,TSS8081	3.53414745531157e-05	NA	0.00752390542007039	3.53414745531157e-05	176	51	0	0.0378342	0.0664479127272727
PDGFD_TSS34467	0.000130286308573258	NA	0.0186990130624777	0.000130286308573258	208	207	189	5.75421	7.77908326315789
FDX1_TSS7045	7.25635335777727e-05	NA	0.0124414804853111	-7.25635335777727e-05	209	209	209	11.1081	12.0300007177033
NCAM1_TSS13125	7.339817742295e-05	NA	0.012500688257494	7.339817742295e-05	201	97	3	0.0883126	0.155288873193436
SORL1_TSS1495	1.16891950317845e-05	NA	0.00317684963273403	1.16891950317845e-05	209	209	209	8.0179	8.29720100478469
VWA5A_TSS29308	0.00015186043644667	NA	0.0206360562228886	-0.00015186043644667	209	209	209	15.3167	16.4481264593301
ROBO3_TSS24244	6.98241993091138e-06	NA	0.00220222076512337	6.98241993091138e-06	207	203	85	0.870469	0.936077536363636
ST14_TSS4670	1.32103940497721e-10	NA	6.74971873579053e-07	1.32103940497721e-10	209	209	209	24.9517	25.1053819617225
POU5F1P3_TSS20399	7.55386484464972e-05	NA	0.0126959595517281	-7.55386484464972e-05	190	178	65	0.690285	0.776213674641148
A2M-AS1_TSS13862	0.000285628803530136	NA	0.0309193179821372	0.000285628803530136	203	202	110	1.05058	1.09122569138756
KLRC2_TSS18739	0.00021174563552936	NA	0.025597789974162	0.00021174563552936	145	103	5	0.0996213	0.189917897607656
LOC100506314_TSS20596	0.000567551276817608	NA	0.0475384671110145	0.000567551276817608	176	156	2	0.232896	0.278408651196172
EPS8_TSS24221	0.000309872689656728	NA	0.0328477908824084	-0.000309872689656728	205	203	86	0.919932	0.997146420574163
BHLHE41_TSS25491	0.000462490612700413	NA	0.0418980414278633	-0.000462490612700413	209	209	209	34.9358	36.5046593301435
LOC400043_TSS10187	6.78435702748923e-07	NA	0.000346639937962535	6.78435702748923e-07	203	200	154	1.67903	2.04495412392344
RPS26_TSS15999	1.1539385833436e-05	NA	0.00316985688050312	-1.1539385833436e-05	209	209	209	103.631	109.256477990431
RBMS2_TSS33255	4.71559865549609e-06	NA	0.00160625865135945	4.71559865549609e-06	209	209	209	10.115	10.1812158373206
ACSS3_TSS20435	3.65761659945667e-05	NA	0.00772240754267104	3.65761659945667e-05	198	179	54	0.492257	0.733054774545455
TMTC2_TSS29257	0.000570151943659996	NA	0.0476002343290259	0.000570151943659996	208	207	205	3.23051	3.30729576904306
KITLG_TSS9086	0.000179211282371195	NA	0.0232195427406575	0.000179211282371195	194	111	0	0.10929	0.137892079760766
PLBD2_TSS9731	0.000535623762054566	NA	0.0457644824388227	-0.000535623762054566	209	209	209	23.0812	23.8021416267943
SCARB1_TSS16976	1.27762380145144e-08	NA	2.17596368371199e-05	-1.27762380145144e-08	209	208	208	9.86277	11.2797183492823
GLT1D1_TSS436	0.00041828928070893	NA	0.0404266571991362	0.00041828928070893	207	205	195	2.59483	2.64424409473684
DDX51_TSS22992	5.01840219975692e-05	NA	0.0096394827817436	-5.01840219975692e-05	208	207	203	2.30086	2.39076711253589
LINC00417_TSS36472	2.44690117458094e-08	NA	3.0303039559409e-05	2.44690117458094e-08	18	14	3	0	0.102181478947368
CRYL1_TSS29090	4.71559865549609e-06	NA	0.00160625865135945	4.71559865549609e-06	209	209	209	15.2135	14.841163062201
FLT1_TSS20113	0.000343278175208762	NA	0.0356492989514562	-0.000343278175208762	204	185	47	0.46145	0.80010121569378
TSC22D1_TSS10251,TSS33790,TSS6680,TSS8023	3.40370763172178e-05	NA	0.00730710242584842	-3.40370763172178e-05	209	209	209	8.37307	8.56763842105263
TDRD3_TSS13712,TSS21015	0.00056425689842205	NA	0.0474179966578556	0.00056425689842205	209	209	207	4.08956	6.98260265550239
GGACT_TSS29682,TSS36191	0.000298361432877558	NA	0.0320262164946344	-0.000298361432877558	209	207	172	1.43383	1.51608230956938
NALCN_TSS18891	0.000288796186792005	NA	0.03113027925728	0.000288796186792005	206	187	47	0.525404	0.649336227621427
UPF3A_TSS17688	0.000311568702519985	NA	0.0328910976994961	-0.000311568702519985	208	208	206	4.23518	4.38643145933014
RNASE6_TSS17329	0.000462490612700413	NA	0.0418980414278633	0.000462490612700413	209	209	209	30.8743	33.1961053110048
HAUS4_TSS8980	7.21646361858454e-06	NA	0.00224828043980463	-7.21646361858454e-06	209	209	209	19.1883	19.9513806698565
DHRS4-AS1_TSS14223,TSS211	3.70560607814304e-09	NA	9.46671184783203e-06	3.70560607814304e-09	207	207	205	3.65822	3.56804800478469
NYNRIN_TSS5567	1.11008759232767e-05	NA	0.00308254431752121	1.11008759232767e-05	209	208	127	1.12978	1.35334755023923
CTSG_TSS5695	3.15456177637161e-05	NA	0.00694737842249703	-3.15456177637161e-05	179	170	89	0.717461	1.54694062822967
PCNX_TSS25208	0.000416078007171	NA	0.0404165203391541	0.000416078007171	209	209	209	8.75964	8.85159090909091
ACOT1_TSS997	1.80144201681221e-08	NA	2.42218101071061e-05	-1.80144201681221e-08	209	209	209	13.8343	16.1475120574163
ACOT2_TSS33857,TSS34834	0.000224494986090463	NA	0.0265517287483937	-0.000224494986090463	209	209	209	28.5972	29.1841894258373
BEGAIN_TSS25978,TSS33592	8.68731074704889e-09	NA	1.70719021272968e-05	8.68731074704889e-09	173	134	5	0.20431	0.291868578277512
TDRD9_TSS758	0.00048236466626007	NA	0.0430881275526762	-0.00048236466626007	206	199	81	0.784688	0.951154266889952
LINC00638_TSS34769	6.25238221700496e-05	NA	0.0113283410282146	6.25238221700496e-05	190	172	5	0.310549	0.361555666028708
ZBTB42_TSS15038	0.000457640701557489	NA	0.0418980414278633	0.000457640701557489	208	208	204	2.23234	2.25819641148325
SRP14-AS1_TSS942	0.000137131892376543	NA	0.019143762046686	0.000137131892376543	206	206	189	2.08263	2.3506650430622
EHD4_TSS25626	0.000429523700681202	NA	0.0407555200298462	0.000429523700681202	209	209	209	64.5972	65.225638277512
ADAL_TSS9939	1.9265049772464e-06	NA	0.00083417665514769	1.9265049772464e-06	207	207	187	1.65481	1.69619358373206
TP53BP1_TSS30410,TSS31614	0.000162490992334733	NA	0.0218481967430285	0.000162490992334733	209	209	209	6.5644	6.57248674641148
SORD_TSS2321	1.02711156839655e-05	NA	0.00291551324864741	1.02711156839655e-05	209	208	206	2.89842	3.00441963827751
GATM_TSS21952	0.000420507449511243	NA	0.0404266571991362	-0.000420507449511243	206	204	160	1.71601	2.04519791196172
SQRDL_TSS11216,TSS34109	3.95173019253386e-07	NA	0.000211877999146628	-3.95173019253386e-07	209	209	209	94.2479	97.3251224880383
FBN1_TSS33038	2.65991238435546e-05	NA	0.00617752560755719	2.65991238435546e-05	209	204	125	1.40106	2.37150409904306
