tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	mean other	mean SCADDING 0	Fold Change (other vs. SCADDING_0)	CV	Wilcoxon P value	FDR	q values	fpkm>0_num	fpkm>0.1_num	fpkm>1_num	fpkm_median	fpkm_mean
GBP1P1	-	-	GBP1P1	GBP1P1	TSS9429	chr1:89407678-89424934	-	-	1.57493614814815	0.728788866666667	2.16103211805579	0.809292517845278	0.00151771346643221	0.525336979923097	0.423373634855455	48	46	25	1.02628	1.2047467125
BTBD8	-	-	BTBD8	BTBD8	TSS25932	chr1:92080304-92147841	-	-	0.195919177777778	0.422834619047619	-2.15820944046234	0.921405696399885	-0.0243303400473814	0.525336979923097	0.423373634855455	39	35	1	0.2206045	0.295194683333333
GFI1	-	-	GFI1	GFI1	TSS13114,TSS14018,TSS17395	chr1:92474760-92486876	-	-	1.85455733333333	0.652351380952381	2.84288098022545	1.2868618551306	0.0178131166043754	0.525336979923097	0.423373634855455	45	45	19	0.836373	1.32859222916667
TMEM56	-	-	TMEM56	TMEM56	TSS28841,TSS30872	chr1:95092516-95197605	-	-	0.610969194444444	1.24981845714286	-2.04563252698742	1.26436359885399	-0.0224947057985052	0.525336979923097	0.423373634855455	48	43	14	0.7042085	0.890465746875
TMEM56-RWDD3	-	-	TMEM56-RWDD3	TMEM56-RWDD3	TSS17608	chr1:95117922-95244953	-	-	0.280258222222222	0.894098657142857	-3.19026735434691	2.52311294377982	-0.0386465669412055	0.525336979923097	0.423373634855455	46	35	1	0.3544295	0.5488134125
NBPF4	-	-	NBPF4	NBPF4	TSS4142	chr1:108223340-108244081	-	-	0.0197572888888889	0.00357940476190476	5.51971352867485	2.62905648340493	0.013444943032559	0.525336979923097	0.423373634855455	14	1	0	0	0.0126794645833333
NBPF6	-	-	NBPF6	NBPF6	TSS467	chr1:108450281-108470638	-	-	0.0160276333333333	0	Inf	4.83049110318405	0.0415371221753647	0.525336979923097	0.423373634855455	5	1	0	0	0.00901554375
TMIGD3	-	-	TMIGD3	TMIGD3	TSS2326,TSS29272	chr1:111483347-111564003	-	-	2.5414063962963	0.371383952380952	6.84307003574945	4.78571828964049	0.039618330491109	0.525336979923097	0.423373634855455	45	37	7	0.3823285	1.59202157708333
ADORA3	-	-	ADORA3	ADORA3	TSS29272	chr1:111499428-111504121	-	-	1.47512186407037	0.578986076190476	2.54776742435008	1.2600567400645	0.00326580175226722	0.525336979923097	0.423373634855455	44	42	23	0.941702	1.08306245687292
CD160	-	-	CD160	CD160	TSS8737	chr1:145719445-145739288	-	-	0.409476403703704	0.125941071428571	3.25133333438363	1.72457038478762	0.0195290578771129	0.525336979923097	0.423373634855455	39	27	2	0.1395755	0.285429695833333
THEM5	-	-	THEM5	THEM5	TSS27751	chr1:151847100-151853697	-	-	0.586546288888889	0.19631960952381	2.9877111629939	1.56746012344059	0.0447331988109099	0.525336979923097	0.423373634855455	37	30	4	0.2085385	0.415822116666667
LOC100132111	-	-	LOC100132111	LOC100132111	TSS3381	chr1:151838468-151844165	-	-	0.615750944444444	0.1305742494	4.71571498418619	1.57650977841266	0.0209820139165378	0.525336979923097	0.423373634855455	32	28	7	0.1405625	0.4034861403625
MSTO2P	-	-	MSTO2P	MSTO2P	TSS14777	chr1:155610187-155614825	-	-	0.112065010448875	0.0241641318270971	4.63765928984082	1.96248783949496	0.0349360516152294	0.525336979923097	0.423373634855455	47	14	0	5.37514e-22	0.0736083760518471
SH2D2A	-	-	SH2D2A	SH2D2A	TSS15501,TSS20285	chr1:156806242-156816848	-	-	4.25593281481482	1.5083740952381	2.82153666537413	1.2621481458894	0.00689613684259017	0.525336979923097	0.423373634855455	46	46	34	1.70052	3.053875875
CD1B	-	-	CD1B	CD1B	TSS32332	chr1:158327949-158331531	-	-	0.484752518518519	0.233602133333333	2.0751202551169	1.05779478881981	0.020644456073582	0.525336979923097	0.423373634855455	39	33	4	0.2662625	0.374874225
PYHIN1	-	-	PYHIN1	PYHIN1	TSS13031	chr1:158931546-158977059	-	-	1.95480022222222	0.609741533333333	3.20594893960352	1.45426244476562	0.00570680974185774	0.525336979923097	0.423373634855455	46	45	17	0.7410135	1.36633704583333
FCRL6	-	-	FCRL6	FCRL6	TSS1525,TSS35367	chr1:159800510-159816257	-	-	2.37804959259259	0.999115071428571	2.38015586051802	1.35674566942566	0.0453103305486478	0.525336979923097	0.423373634855455	47	45	30	1.155565	1.77476573958333
SLAMF1	-	-	SLAMF1	SLAMF1	TSS19229	chr1:160609818-160647311	-	-	3.00058477777778	1.14448904761905	2.62176801431179	1.23794115168807	0.0168189320472584	0.525336979923097	0.423373634855455	47	47	26	1.409715	2.18854289583333
SLAMF7	-	-	SLAMF7	SLAMF7	TSS33865	chr1:160739056-160754818	-	-	8.96799703703704	3.1229410952381	2.87165103777063	1.17189657118476	0.000935291363004522	0.525336979923097	0.423373634855455	47	47	41	4.101415	6.4107850625
CD247	-	-	CD247	CD247	TSS14049	chr1:167430639-167518610	-	-	6.86804585185185	3.01768557142857	2.27593156718462	1.19065596332071	0.0212445902092257	0.525336979923097	0.423373634855455	47	47	42	3.26104	5.18351322916667
FASLG	-	-	FASLG	FASLG	TSS4455	chr1:172659007-172666872	-	-	1.64354714814815	0.459829276190476	3.57425512739067	1.64396801307373	0.00908254278681417	0.525336979923097	0.423373634855455	44	41	11	0.592812	1.12567057916667
LOC101928673	-	-	LOC101928673	LOC101928673	TSS4986	chr1:173417788-173461362	-	-	0.425335207407407	0.14728310952381	2.88787498296706	0.904607829734926	8.49261784623523e-05	0.525336979923097	0.423373634855455	43	38	1	0.236379	0.303687414583333
TNN	-	-	TNN	TNN	TSS7362	chr1:175067857-175148066	-	-	0.00384521888888889	0.0192462971428571	-5.00525397877116	2.11429843328361	-0.0341453915725192	0.525336979923097	0.423373634855455	19	0	0	0	0.010583190625
SMG7-AS1	-	-	SMG7-AS1	SMG7-AS1	TSS26980	chr1:183460875-183471982	-	-	0.121831022222222	0.354531885714286	-2.91002963980399	2.09629853416121	-0.0136979860160282	0.525336979923097	0.423373634855455	42	32	1	0.1430765	0.22363765
RGL1	-	-	RGL1	RGL1	TSS21741,TSS9460	chr1:183636046-183928551	-	-	1.94976814814815	0.957008428571429	2.03735734183518	1.37324211933372	0.0408905575226438	0.525336979923097	0.423373634855455	48	48	20	0.8823345	1.51543577083333
OCLM	-	-	OCLM	OCLM	TSS11641	chr1:186400571-186401455	-	-	0.244427922222222	0.116004647619048	2.10705284002852	1.10840293425202	0.0286293866949207	0.525336979923097	0.423373634855455	30	26	0	0.149824	0.188242739583333
RGS1	-	-	RGS1	RGS1	TSS4153	chr1:192575726-192580029	-	-	23.4251459259259	10.2003999047619	2.29649289681184	1.3108087316278	0.031383667966063	0.525336979923097	0.423373634855455	48	48	47	7.686625	17.6393195416667
CFHR1	-	-	CFHR1	CFHR1	TSS7130	chr1:196819730-196832189	-	-	0.00805013703703704	0	Inf	2.8369342416009	0.0237871344255069	0.525336979923097	0.423373634855455	6	0	0	0	0.00452820208333333
B3GALT2	-	-	B3GALT2	B3GALT2	TSS25289	chr1:193178729-193186613	-	-	0.521576624814815	0.10753005047619	4.85051966873487	1.96558548702567	0.0175659633153734	0.525336979923097	0.423373634855455	40	28	3	0.14374	0.340431248541667
LGR6	-	-	LGR6	LGR6	TSS194,TSS24391,TSS27557	chr1:202193989-202319761	-	-	0.0709263174074074	0.0168289466666667	4.21454288329834	2.43439370824888	0.0223508399279479	0.525336979923097	0.423373634855455	26	5	0	0.009051135	0.0472587177083333
PTPN7	-	-	PTPN7	PTPN7	TSS11819,TSS26362	chr1:202147012-202161588	-	-	5.85865781481481	2.25286181904762	2.60054023965461	1.16314033753871	0.00259536316700126	0.525336979923097	0.423373634855455	48	47	40	2.991665	4.28112206666667
PPFIA4	-	-	PPFIA4	PPFIA4	TSS1615	chr1:203026520-203078736	-	-	0.0525666785185185	0.0127834328571429	4.11209407566501	1.28649548115394	0.00217893420392957	0.525336979923097	0.423373634855455	35	4	0	0.01524545	0.0351615085416667
CHI3L1	-	-	CHI3L1	CHI3L1	TSS33552	chr1:203178930-203186794	-	-	6.99014672962963	3.15813225714286	2.2133799855341	1.07640016744001	0.00338488829649811	0.525336979923097	0.423373634855455	46	44	41	2.866095	5.31364039791667
CHIT1	-	-	CHIT1	CHIT1	TSS23928	chr1:203216078-203229732	-	-	16.1116751592593	2.2230610952381	7.24751793541403	2.86393687350613	0.00102339041638621	0.525336979923097	0.423373634855455	45	44	33	2.111315	10.03540650625
LAX1	-	-	LAX1	LAX1	TSS16296,TSS32641	chr1:203765155-203776352	-	-	1.63871928888889	0.642063071428571	2.55227151632127	1.32064183474973	0.0323005234167602	0.525336979923097	0.423373634855455	46	44	17	0.7246185	1.20268219375
TRAF3IP3	-	-	TRAF3IP3	TRAF3IP3	TSS9082,TSS9474	chr1:209756031-209782323	-	-	9.09521477777778	3.32887395238095	2.73221963579381	1.41074867918027	0.00316277973737691	0.525336979923097	0.423373634855455	45	45	40	3.51654	6.57244066666667
LINC01352	-	-	LINC01352	LINC01352	TSS30257	chr1:220829254-220832428	-	-	0.0360188888888889	0	Inf	3.36180851897061	0.0415371221753647	0.525336979923097	0.423373634855455	5	4	0	0	0.020260625
WNT9A	-	-	WNT9A	WNT9A	TSS27331	chr1:227921463-227947975	-	-	0.22816617037037	0.071659719047619	3.18402267553896	1.68852356279283	0.0188395638179719	0.525336979923097	0.423373634855455	30	16	1	0.040292	0.159694597916667
IBA57-AS1	-	-	IBA57-AS1	IBA57-AS1	TSS14614,TSS17004	chr1:228164085-228165512	-	-	0.226650551851852	0.0678096666666667	3.34245193927884	1.88744955664991	0.000965176204375348	0.525336979923097	0.423373634855455	21	19	2	0	0.157157664583333
RNA5S13	-	-	RNA5S13	RNA5S13	TSS28616	chr1:228612506-228612627	-	-	17.605882962963	119.342850952381	-6.77857800165089	3.12805133251926	-0.0353424001962539	0.525336979923097	0.423373634855455	34	34	34	11.84755	62.1158064583333
RNA5S10	-	-	RNA5S10	RNA5S10	TSS10045	chr1:228614747-228614868	-	-	18.4439066666667	128.56298952381	-6.97048580039494	3.04359567715438	-0.00356825543270513	0.525336979923097	0.423373634855455	41	41	41	16.32305	66.6210054166667
RNA5S15	-	-	RNA5S15	RNA5S15	TSS36186	chr1:228616988-228617109	-	-	19.9099411111111	121.996992857143	-6.1274411700324	3.14240815245113	-0.0450562029236736	0.525336979923097	0.423373634855455	38	38	38	14.31605	64.57302625
RNA5S12	-	-	RNA5S12	RNA5S12	TSS32115	chr1:228621444-228621565	-	-	19.4183911111111	123.40294	-6.35495182344893	3.03479287095976	-0.0273617995900943	0.525336979923097	0.423373634855455	41	41	41	15.5597	64.91163125
RNA5S5	-	-	RNA5S5	RNA5S5	TSS4879	chr1:228623664-228623785	-	-	21.4102840740741	134.958143809524	-6.3034261172156	3.01843249291174	-0.0158993348967383	0.525336979923097	0.423373634855455	38	38	38	16.88155	71.0874727083333
RNA5S9	-	-	RNA5S9	RNA5S9	TSS5490	chr1:228628145-228628266	-	-	2.07357444444444	15.1905404761905	-7.32577531368079	3.03812369157482	-0.0462049274582652	0.525336979923097	0.423373634855455	17	17	17	0	7.81224708333333
RNA5S3	-	-	RNA5S3	RNA5S3	TSS31959	chr1:228630387-228630508	-	-	18.4648862962963	116.923040952381	-6.33218310019236	2.9497959548582	-0.0215238026756199	0.525336979923097	0.423373634855455	42	42	42	16.27755	61.5403289583333
DUSP5P1	-	-	DUSP5P1	DUSP5P1	TSS12090	chr1:228644909-228652412	-	-	0.137797022222222	0.0530171280952381	2.59910385893948	1.05165406558182	0.00452291689055488	0.525336979923097	0.423373634855455	38	20	0	0.06267215	0.100705818541667
RNA5S10	-	-	RNA5S10	RNA5S10	TSS6053	chr1:228646037-228646158	-	-	19.0230962962963	118.476382380952	-6.22802831545458	3.19738010107437	-0.00867496271826557	0.525336979923097	0.423373634855455	40	40	40	10.7185	62.5339089583333
FAM150B	-	-	FAM150B	FAM150B	TSS9895	chr2:279560-288308	-	-	0.0395314407407407	0.00153510952380952	25.7515441912181	3.86439185422264	0.0177254852535479	0.525336979923097	0.423373634855455	10	3	0	0	0.0229080458333333
CYS1	-	-	CYS1	CYS1	TSS33196	chr2:10056798-10080411	-	-	0.0174637081481481	0.00198505714285714	8.79758459900665	2.6236151340325	0.00408474705581944	0.525336979923097	0.423373634855455	19	1	0	0	0.0106917983333333
GAREML	-	-	GAREML	GAREML	TSS15481,TSS18211	chr2:26173090-26189663	-	-	0.129317545185185	0.0301353633333333	4.29122236738206	2.19208163126355	0.032957404354505	0.525336979923097	0.423373634855455	37	8	1	0.0353213	0.085925340625
OTOF	-	-	OTOF	OTOF	TSS1158,TSS21340	chr2:26457202-26558698	-	-	0.273342963333333	0.0877199938095238	3.11608507322599	2.20251784820739	0.0247202738363949	0.525336979923097	0.423373634855455	43	20	1	0.08096605	0.192132914166667
AGBL5-AS1	-	-	AGBL5-AS1	AGBL5-AS1	TSS30367	chr2:27049682-27050264	-	-	0.084419037037037	0	Inf	3.16428431083018	0.0237871344255069	0.525336979923097	0.423373634855455	6	6	0	0	0.0474857083333333
LBH	-	-	LBH	LBH	TSS19908	chr2:30231530-30260033	-	-	5.69511002185185	2.40484285714286	2.36818385240277	1.19459238790723	0.0408905575226438	0.525336979923097	0.423373634855455	48	47	40	2.38019	4.25561813729167
LINC00211	-	-	LINC00211	LINC00211	TSS20552,TSS4487	chr2:37826246-37875863	-	-	0.229301244444444	0.610098642857143	-2.66068613947256	1.51190017586523	-0.00992448749206063	0.525336979923097	0.423373634855455	43	37	2	0.2687955	0.39590010625
TMEM178A	-	-	TMEM178A	TMEM178A	TSS14671,TSS29761	chr2:39665497-39717963	-	-	0.3657279	0.128987814285714	2.83536783707254	1.82715928078622	0.0125860088029923	0.525336979923097	0.423373634855455	43	32	1	0.1478835	0.2621541125
SLC3A1	-	-	SLC3A1	SLC3A1	TSS34108	chr2:44275457-44320823	-	-	0.0296710777777778	0.00270599047619048	10.9649601648078	2.92258036898238	0.0198058106209542	0.525336979923097	0.423373634855455	35	3	0	4.8472425e-189	0.0178738520833333
TSPYL6	-	-	TSPYL6	TSPYL6	TSS15595	chr2:54253177-54256272	-	-	0.0495801666666667	0.00951727619047619	5.20949121097073	2.52298864630187	0.0360857739107616	0.525336979923097	0.423373634855455	22	3	0	0	0.0320526520833333
DYSF	-	-	DYSF	DYSF	TSS10947,TSS28868	chr2:71453622-71686763	-	-	3.35979007407407	1.63017642857143	2.06099782525892	1.0655104042906	0.0476639226177612	0.525336979923097	0.423373634855455	48	48	32	1.75466	2.60308410416667
FUNDC2P2	-	-	FUNDC2P2	FUNDC2P2	TSS35049	chr2:84290681-84292200	-	-	0.137327985185185	0.0595898428571429	2.30455357156096	1.31262758302336	0.0412151387560253	0.525336979923097	0.423373634855455	40	15	0	0.07464915	0.103317547916667
DUSP2	-	-	DUSP2	DUSP2	TSS12235	chr2:96143168-96145440	-	-	12.2865966666667	5.35479014285714	2.29450573017432	1.62462934992177	0.00412965361459118	0.525336979923097	0.423373634855455	46	46	43	3.173225	9.2539313125
ITPRIPL1	-	-	ITPRIPL1	ITPRIPL1	TSS14358,TSS21566,TSS28029,TSS28469	chr2:96325323-96328353	-	-	0.81698027037037	0.279294614285714	2.92515583395608	1.20108182836148	0.0118672479487548	0.525336979923097	0.423373634855455	43	39	9	0.346817	0.581742795833333
LOC100506123	-	-	LOC100506123	LOC100506123	TSS16442	chr2:97283934-97291779	-	-	0.0800714944101481	0.014379241252869	5.56854795062095	2.21091227096161	0.0114003983610666	0.525336979923097	0.423373634855455	30	7	0	8.333735e-06	0.0513311336538385
ZAP70	-	-	ZAP70	ZAP70	TSS22131,TSS35458	chr2:97713567-97739860	-	-	7.11894411111111	2.209626	3.22178690471198	1.48751016427907	0.008826922022149	0.525336979923097	0.423373634855455	46	46	37	2.134915	4.9711174375
C2orf15	-	-	C2orf15	C2orf15	TSS25719	chr2:99141721-99151465	-	-	0.114200792592593	0.415458842857143	-3.63796812110821	2.61773079888025	-0.0322670227424446	0.525336979923097	0.423373634855455	35	26	1	0.1236265	0.246001189583333
IL18RAP	-	-	IL18RAP	IL18RAP	TSS8155	chr2:102418789-102452564	-	-	2.84349151851852	0.761074514285714	3.7361539049658	1.58472715675869	0.0017745407218698	0.525336979923097	0.423373634855455	47	45	22	0.942743	1.93243407916667
POU3F3	-	-	POU3F3	POU3F3	TSS29001	chr2:104854067-104858573	-	-	0.00250470259259259	0.00577453428571429	-2.30547702661062	1.41254300773446	-0.0134581813647664	0.525336979923097	0.423373634855455	19	0	0	0	0.00393525395833333
SULT1C2P1	-	-	SULT1C2P1	SULT1C2P1	TSS14397	chr2:108322237-108353798	-	-	0.00824381111111111	0	Inf	3.29867281170794	0.0237871344255069	0.525336979923097	0.423373634855455	6	0	0	0	0.00463714375
SULT1C4	-	-	SULT1C4	SULT1C4	TSS34726	chr2:108377964-108387814	-	-	0.0114645703703704	0	Inf	3.41536441185229	0.0415371221753647	0.525336979923097	0.423373634855455	5	1	0	0	0.00644882083333333
SULT1C2	-	-	SULT1C2	SULT1C2	TSS16144	chr2:108288638-108309915	-	-	0.366481718518519	0.105021070952381	3.48960180271529	1.73477363773652	0.00165352000032701	0.525336979923097	0.423373634855455	31	19	3	0.06162675	0.252092685208333
LINC01123	-	-	LINC01123	LINC01123	TSS16463	chr2:109986979-109995281	-	-	0.0166129485185185	0.0509026142857143	-3.06403250626901	1.69650652926944	-0.0348174562294458	0.525336979923097	0.423373634855455	24	5	0	0.004968705	0.0316146772916667
GLI2	-	-	GLI2	GLI2	TSS22681	chr2:120797290-120992653	-	-	0.00284397703703704	0.01459632	-5.13236211471208	2.42739503231776	-0.0142876744679593	0.525336979923097	0.423373634855455	18	1	0	0	0.00798562708333333
ARHGEF4	-	-	ARHGEF4	ARHGEF4	TSS18878,TSS33376	chr2:130916650-131047253	-	-	0.0812065248148148	0.0239804223809524	3.38636757621572	1.30215730209711	0.00438162202976586	0.525336979923097	0.423373634855455	33	12	0	0.0228656	0.056170105
LINC01412	-	-	LINC01412	LINC01412	TSS11836	chr2:144521867-144579434	-	-	0.177570518518519	0.022906	7.75213998596518	2.60604206322762	0.0278033480699127	0.525336979923097	0.423373634855455	12	12	1	0	0.109904791666667
KIF5C	-	-	KIF5C	KIF5C	TSS20975,TSS21364	chr2:148875222-149026759	-	-	0.329921222222222	0.105046966190476	3.14070205153753	1.60046603789754	0.0459101142655776	0.525336979923097	0.423373634855455	43	29	2	0.119996	0.231538735208333
NEB	-	-	NEB	NEB	TSS22669	chr2:151485338-151734487	-	-	0.0340064322222222	0.0159361621904762	2.13391604677224	1.12772599150784	0.0154674419515855	0.525336979923097	0.423373634855455	46	1	0	0.018096	0.0261006890833333
RPRM	-	-	RPRM	RPRM	TSS25259	chr2:153477337-153478808	-	-	0.00981237037037037	0.0270460380952381	-2.75632054991594	2.02124619863002	-0.00517737947794921	0.525336979923097	0.423373634855455	17	2	0	0	0.0173521
ERMN	-	-	ERMN	ERMN	TSS14301,TSS36304,TSS6556	chr2:157318612-157327713	-	-	0.330559648148148	0.160456280952381	2.06012283337322	1.07138954501137	0.0305742412706558	0.525336979923097	0.423373634855455	43	36	1	0.176966	0.256139425
ITGB6	-	-	ITGB6	ITGB6	TSS16757	chr2:160099665-160200313	-	-	0.0176995503703704	0.0790303457142857	-4.46510470947246	2.65305279663784	-0.0351067321318676	0.525336979923097	0.423373634855455	32	5	0	0.0111048	0.0445317733333333
SCN3A	-	-	SCN3A	SCN3A	TSS8428	chr2:165087519-165204067	-	-	0.00743670925925926	0.00348694238095238	2.13273075571386	2.00252417307671	0.0484487520732419	0.528038876682232	0.425551116920561	23	0	0	0	0.00570868625
CHN1	-	-	CHN1	CHN1	TSS1464,TSS34078,TSS9194	chr2:174799313-175005379	-	-	0.642220974074074	0.157985738095238	4.06505664256179	1.99054150526699	0.00927388574707353	0.525336979923097	0.423373634855455	41	35	5	0.2026925	0.430368058333333
FSIP2	-	-	FSIP2	FSIP2	TSS11256	chr2:185738627-185833289	-	-	0.00377496666666667	0.001331243	2.83567062261861	1.46084676782728	0.0352175334087465	0.525336979923097	0.423373634855455	27	0	0	0.0015731	0.0027058375625
ZSWIM2	-	-	ZSWIM2	ZSWIM2	TSS17867	chr2:186827479-186849170	-	-	0.00789835851851852	0	Inf	5.17708135484505	0.0415371221753647	0.525336979923097	0.423373634855455	5	1	0	0	0.00444282666666667
COL5A2	-	-	COL5A2	COL5A2	TSS35718	chr2:189031914-189179879	-	-	0.0166876707407407	0.0408367904761905	-2.44712345483261	1.07384087152736	-0.00428283641493922	0.525336979923097	0.423373634855455	39	1	0	0.0203677	0.027252910625
SLC40A1	-	-	SLC40A1	SLC40A1	TSS18329	chr2:189560589-189580811	-	-	4.67274066666667	2.06549213809524	2.26228925324102	1.44795872807486	0.0074442558917603	0.525336979923097	0.423373634855455	47	46	32	1.82213	3.53206943541667
STAT4	-	-	STAT4	STAT4	TSS18456,TSS5227	chr2:191029575-191151596	-	-	2.88774951851852	1.12176547619048	2.5742898848388	1.2258239902978	0.0210478358491355	0.525336979923097	0.423373634855455	45	44	27	1.280875	2.1151315
LOC101927482	-	-	LOC101927482	LOC101927482	TSS13635	chr2:196260023-196264204	-	-	0.288705540740741	0.0814048952380952	3.54653783284564	1.43839825929882	0.00949854354632156	0.525336979923097	0.423373634855455	31	24	2	0.09806635	0.198011508333333
CTLA4	-	-	CTLA4	CTLA4	TSS31155	chr2:203867787-203873960	-	-	2.46737242962963	0.638688019047619	3.86318884344951	2.26523001340501	0.0396344262605846	0.525336979923097	0.423373634855455	46	43	18	0.8000975	1.667323
CXCR2P1	-	-	CXCR2P1	CXCR2P1	TSS9900	chr2:218059154-218061290	-	-	0.448271837037037	0.206614352380952	2.16960647637159	1.41647529001648	0.0290307217757892	0.525336979923097	0.423373634855455	35	26	5	0.15459	0.3425466875
WNT10A	-	-	WNT10A	WNT10A	TSS13756	chr2:218880532-218893929	-	-	0.237893633333333	0.111961380952381	2.12478295024347	1.68516850382753	0.0202991220595934	0.525336979923097	0.423373634855455	37	17	1	0.06987375	0.182798272916667
KCNJ13	-	-	KCNJ13	KCNJ13	TSS16728	chr2:232765801-232776565	-	-	0.052140862962963	0.0161996238095238	3.21864653006999	1.44465000541444	0.027099569156704	0.525336979923097	0.423373634855455	29	7	0	0.0213546	0.0364165708333333
ARL4C	-	-	ARL4C	ARL4C	TSS25821,TSS2669	chr2:234493040-234497053	-	-	7.49412407407407	3.39578375714286	2.20689084171233	1.07339386491347	0.0238068744718922	0.525336979923097	0.423373634855455	48	47	45	3.43333	5.70110018541667
SRGAP3	-	-	SRGAP3	SRGAP3	TSS19094	chr3:8980590-9249685	-	-	0.451426774074074	0.153733523809524	2.93642377334297	1.39116513131282	0.000818767867124021	0.525336979923097	0.423373634855455	45	35	2	0.1808775	0.321185977083333
