gene_names	pvalue	corr_coef	fdr	pval_dir	fpkm>0_num	fpkm>0.1_num	fpkm>1_num	fpkm_median	fpkm_mean
RORC_TSS17590,TSS30208	8.90901627387267e-05	NA	0.0188559572873759	-8.90901627387267e-05	197	185	76	0.691258	1.29109206551724
ATP8B2_TSS17424,TSS2604	0.000144023098888567	NA	0.0257719679398522	-0.000144023098888567	202	201	143	1.75591	2.98778657241379
GPATCH4_TSS35258	0.00026192794712048	NA	0.035237580296561	0.00026192794712048	203	203	203	5.22386	5.51949118226601
SH2D2A_TSS15501,TSS20285	0.000234090000834361	NA	0.0331902138646421	-0.000234090000834361	198	196	150	1.74019	2.95327428374384
SLAMF6_TSS3563	5.72575625621479e-05	NA	0.0157372102865706	-5.72575625621479e-05	202	202	191	2.78424	3.58289521182266
SLAMF1_TSS19229	1.44103811545934e-05	NA	0.0113954492392685	-1.44103811545934e-05	200	199	128	1.44828	2.22318589408867
ITLN1_TSS17387	0.000364288675618139	NA	0.0419440668354741	-0.000364288675618139	189	182	73	0.712799	0.921745999507389
LY9_TSS34264	0.000507604045686289	NA	0.0491472235294971	-0.000507604045686289	201	196	126	1.4132	2.22976234827586
SLAMF7_TSS33865	7.1523660597099e-05	NA	0.0179236891031612	-7.1523660597099e-05	202	202	187	4.59414	7.1301602955665
CD84_TSS10719	8.82274583916206e-05	NA	0.0188559572873759	-8.82274583916206e-05	203	203	203	10.9141	11.9698117241379
FASLG_TSS4455	6.58718170926128e-05	NA	0.0173582424402503	-6.58718170926128e-05	191	180	77	0.680145	1.18337840394089
TNFSF4_TSS1981,TSS29487	7.35518543967432e-05	NA	0.0179519129959173	-7.35518543967432e-05	190	169	11	0.264915	0.379128633004926
RGS16_TSS258	0.000264353544977278	NA	0.0353777013778231	-0.000264353544977278	198	193	119	1.31034	1.79354703054187
B3GALT2_TSS25289	9.31922934574387e-07	NA	0.00587255904482368	-9.31922934574387e-07	185	136	18	0.170077	0.421950105073892
KIF21B_TSS22875	0.000500849413285668	NA	0.0486776116083459	-0.000500849413285668	203	202	194	2.23147	2.79489567763547
PTPN7_TSS11819,TSS26362	8.99975270552739e-05	NA	0.0188559572873759	-8.99975270552739e-05	203	202	179	3.06809	4.48017197142857
LAX1_TSS16296,TSS32641	6.83525218376199e-05	NA	0.0175587719939974	-6.83525218376199e-05	199	196	83	0.776706	1.25532114384236
TRAF5_TSS34889,TSS35580,TSS8938	8.06609326153298e-05	NA	0.0187434008961859	-8.06609326153298e-05	201	201	189	2.10242	2.61991399507389
TRIB2_TSS27688	0.000107503006090172	NA	0.0211387769790818	-0.000107503006090172	199	198	156	1.75512	2.52593899310345
LINC00954_TSS24573	0.000308154935340532	NA	0.0386115112854869	-0.000308154935340532	175	89	1	0.0808295	0.129792189655172
RASGRP3_TSS12780,TSS24643,TSS6969	7.90654666773556e-05	NA	0.0185412146214669	-7.90654666773556e-05	203	201	163	1.57884	1.77677130285714
MXD1_TSS471	0.000375223478933969	NA	0.0424510766729085	-0.000375223478933969	202	202	202	4.35486	5.3595118226601
ITPRIPL1_TSS14358,TSS21566,TSS28029,TSS28469	0.000163035071505175	NA	0.0274494076091555	-0.000163035071505175	192	177	47	0.395225	0.709947175862069
SNRNP200_TSS16147	1.44107889833281e-05	NA	0.0113954492392685	-1.44107889833281e-05	203	203	203	25.8416	25.5593517241379
ZAP70_TSS22131,TSS35458	0.000169598941198738	NA	0.0277907196634165	-0.000169598941198738	199	199	165	2.76389	4.8788358226601
IL18R1_TSS34462	6.0908307276987e-06	NA	0.00915810142533568	-6.0908307276987e-06	195	182	44	0.465426	0.723019426502463
IL18RAP_TSS8155	2.83026262543527e-05	NA	0.0123729780967011	-2.83026262543527e-05	197	192	107	1.08891	1.85527316502463
TMEM177_TSS29447	0.000445701919999528	NA	0.0463113283622274	0.000445701919999528	201	200	197	2.60001	2.85137420147783
ARHGEF4_TSS18878,TSS33376	0.000179272772772608	NA	0.0278253938635781	-0.000179272772772608	151	47	0	0.0332764	0.0698316977832512
KIF5C_TSS20975,TSS21364	3.99413356164035e-05	NA	0.0142598238778773	-3.99413356164035e-05	194	137	8	0.156507	0.258904121133005
SLC4A10_TSS20548	0.000145668482081172	NA	0.0258571671560892	-0.000145668482081172	172	80	7	0.0643919	0.195953318128079
DPP4_TSS16365	2.80371366267188e-06	NA	0.00618514500620379	-2.80371366267188e-06	203	200	132	1.80209	3.08701455024631
GPR155_TSS19499	0.000390903979161697	NA	0.0434430287450093	-0.000390903979161697	201	201	123	1.0985	1.23702282758621
SLC40A1_TSS18329	0.000287442494585743	NA	0.0371076646672028	-0.000287442494585743	202	198	153	2.06438	3.79549850039409
STAT1_TSS30827	2.6570963687885e-05	NA	0.0123729780967011	-2.6570963687885e-05	203	203	203	87.7531	97.7697280788177
ANKRD44_TSS3947	0.000259496775991166	NA	0.0350992150288605	-0.000259496775991166	203	203	203	8.98823	9.30831300492611
CD28_TSS30429	3.27906849906393e-05	NA	0.0133041698261227	-3.27906849906393e-05	198	193	62	0.673417	1.06539966600985
MREG_TSS21609	0.000236320477075979	NA	0.0331902138646421	-0.000236320477075979	201	201	189	2.51997	3.41061443349754
TUBA4A_TSS2759,TSS28369	0.000122105279672457	NA	0.0231195041015383	-0.000122105279672457	203	200	168	2.44902	3.76418400492611
C2orf82_TSS25650	0.000512632238523156	NA	0.0494467647127939	0.000512632238523156	66	64	3	0	0.109058962561576
ARL4C_TSS25821,TSS2669	2.3237934771351e-06	NA	0.00618514500620379	-2.3237934771351e-06	203	202	195	4.43754	5.97398915714286
OXNAD1_TSS23692	0.000197542234619977	NA	0.0291871506307586	-0.000197542234619977	203	202	201	2.48754	2.92408872906404
CCR4_TSS16110	0.000188344236757326	NA	0.0284920922394849	-0.000188344236757326	197	194	121	1.24569	2.180489008867
CCR8_TSS25220	4.01669464890718e-05	NA	0.0142598238778773	-4.01669464890718e-05	169	143	33	0.297955	0.534674123152709
CXCR6_TSS25765	0.000342455029130478	NA	0.0403386774175306	-0.000342455029130478	202	202	187	5.77837	10.8095756699507
CCR5_TSS491	0.000487586279933246	NA	0.0482119234111547	-0.000487586279933246	203	203	194	5.05365	6.73545979310345
EIF4E3_TSS21924,TSS28591,TSS33154,TSS7334,TSS9072	1.52162143863663e-05	NA	0.0113954492392685	-1.52162143863663e-05	203	202	95	0.979907	1.2547565617734
FAM172BP_TSS19390	0.000405520241961959	NA	0.0442970209606394	-0.000405520241961959	85	15	0	0	0.0300008730541872
TRAT1_TSS17010	1.72304994091721e-05	NA	0.0115902314578381	-1.72304994091721e-05	197	194	132	1.86533	2.72713453349754
CD96_TSS35644	1.88879756307333e-05	NA	0.0120698886274294	-1.88879756307333e-05	203	202	161	2.36207	3.90045696502463
PHLDB2_TSS13045,TSS20062,TSS7568	0.00025952629554613	NA	0.0350992150288605	-0.00025952629554613	171	46	0	0.0437161	0.0711401921182266
SLC9A9_TSS35734	8.60606030732241e-05	NA	0.0188559572873759	-8.60606030732241e-05	201	188	44	0.527186	0.697704803054187
GPR171_TSS11719	0.000331616604325121	NA	0.0399832642601623	-0.000331616604325121	199	198	149	1.86961	3.03943904236453
USP13_TSS26891	0.000410904897788513	NA	0.0446942131590305	-0.000410904897788513	203	203	109	1.03293	1.01380831527094
ST6GAL1_TSS18437,TSS23896	2.6570963687885e-05	NA	0.0123729780967011	-2.6570963687885e-05	203	202	200	3.67524	4.72293987778325
EVC2_TSS12345,TSS34868	0.000144180251766318	NA	0.0257719679398522	-0.000144180251766318	187	102	3	0.103531	0.191796326453202
JAKMIP1_TSS10651,TSS12014	0.00044926798460435	NA	0.0464928702610194	-0.00044926798460435	192	178	68	0.604834	1.09739893743842
RHOH_TSS32015,TSS32437,TSS35929,TSS6305	0.000414642220273974	NA	0.0447201257064264	-0.000414642220273974	203	203	203	4.87487	5.62197226600985
CXCL10_TSS26257	6.33712155310985e-05	NA	0.0168732462519834	-6.33712155310985e-05	203	203	202	25.3256	35.0406111330049
CXCL11_TSS8000	0.00011401551154933	NA	0.0219124097046046	-0.00011401551154933	198	196	149	1.99082	3.00135657832512
CXCL9_TSS34713	5.85785978272996e-06	NA	0.00915810142533568	-5.85785978272996e-06	202	202	196	13.0181	19.878035729064
SLC39A8_TSS23619,TSS4194,TSS6504,TSS8299	0.000177911156823479	NA	0.0278253938635781	-0.000177911156823479	203	202	193	3.68546	4.88483012019704
ELOVL6_TSS32069,TSS794	0.000182043063594275	NA	0.0280313418586342	-0.000182043063594275	193	169	27	0.290127	0.505295809852217
INPP4B_TSS1248	4.71317693463633e-05	NA	0.014697046329175	-4.71317693463633e-05	196	170	32	0.340146	0.534531553399015
ANKRD33B_TSS26098	1.64150583480427e-05	NA	0.0115902314578381	-1.64150583480427e-05	199	95	0	0.0902313	0.115003069359606
FBXL7_TSS19431,TSS22039	0.000155729139049117	NA	0.0267153860619764	-0.000155729139049117	103	7	0	0.00580317	0.0177783842364532
OXCT1_TSS11306	0.000327037012490156	NA	0.0396248364932871	-0.000327037012490156	197	188	35	0.473595	0.634527352364532
EMB_TSS17303	6.27331077702861e-05	NA	0.0168732462519834	-6.27331077702861e-05	202	202	178	2.89544	4.11863304926108
GZMK_TSS29633	0.000103289055898856	NA	0.0207887524238635	-0.000103289055898856	194	190	135	1.81423	3.75780096945813
GZMA_TSS29553	5.44141113026649e-05	NA	0.0156278550450272	-5.44141113026649e-05	201	200	188	6.76401	13.5644478995074
PDE4D_TSS16039,TSS22359,TSS25408,TSS25617,TSS29920,TSS3013,TSS3508,TSS3690	1.52157860361951e-05	NA	0.0113954492392685	-1.52157860361951e-05	200	172	26	0.292927	0.529098618719212
F2R_TSS19258	0.000494171743426413	NA	0.0482119234111547	-0.000494171743426413	201	197	89	0.820898	1.5201539408867
ACSL6_TSS12829,TSS22056,TSS33015	1.70171938043439e-05	NA	0.0115902314578381	-1.70171938043439e-05	178	50	1	0.0456306	0.0975042102955665
DCANP1_TSS21320	2.08365754408729e-05	NA	0.0123729780967011	-2.08365754408729e-05	183	164	16	0.3116	0.409699283251232
ECSCR_TSS31786	0.000491970491856623	NA	0.0482119234111547	0.000491970491856623	203	203	203	31.6525	32.1177643842365
ANXA6_TSS11300,TSS22637	2.44107231705189e-05	NA	0.0123729780967011	-2.44107231705189e-05	203	202	200	7.96973	11.545315053202
ITK_TSS1054	8.31125216365174e-05	NA	0.0188003465977967	-8.31125216365174e-05	203	202	183	3.50155	5.25191878906404
ADAM19_TSS1594	8.97636575681889e-06	NA	0.0105648333277311	-8.97636575681889e-06	203	202	168	2.43976	3.60953788985222
SFXN1_TSS35167	2.93705677347588e-05	NA	0.0123729780967011	-2.93705677347588e-05	199	197	187	2.42325	2.77027782807882
NOL7_TSS25397	0.000462036947981958	NA	0.0468655810609795	0.000462036947981958	203	203	203	23.887	25.2048349753695
BTN3A1_TSS10674	0.000107509135295201	NA	0.0211387769790818	-0.000107509135295201	203	203	203	20.7061	21.5719244334975
BTN3A3_TSS30613	4.16617017359344e-05	NA	0.0143356084598937	-4.16617017359344e-05	203	203	203	12.952	13.486074137931
HCP5_TSS25393	8.21033563957435e-06	NA	0.010493219464158	-8.21033563957435e-06	203	203	203	15.9076	17.3666895073892
NCR3_TSS35424	0.00010839397142852	NA	0.0211500633869038	-0.00010839397142852	191	181	94	0.840465	1.78672871182266
C4B_TSS5662	5.61024531843524e-05	NA	0.0157372102865706	-5.61024531843524e-05	200	106	1	0.109423	0.155598661527094
TAP1_TSS30082,TSS4674	9.00739445983573e-07	NA	0.00587255904482368	-9.00739445983573e-07	203	203	203	43.4943	47.6720812807882
ITPR3_TSS34335	0.000455845587227287	NA	0.0468177485602994	-0.000455845587227287	203	203	191	2.16893	2.60834301970443
KCNK5_TSS33854	0.000483563706662269	NA	0.0482119234111547	-0.000483563706662269	169	76	1	0.0761521	0.127116949605911
TRERF1_TSS31764	9.18011040031732e-05	NA	0.0190617296995188	-9.18011040031732e-05	203	198	81	0.7395	1.21031212162562
RCAN2_TSS18088,TSS31718,TSS8426	4.89166289452294e-05	NA	0.0148852137198691	-4.89166289452294e-05	187	158	22	0.270941	0.495314214926108
HMGN3_TSS14462	0.000203239299934694	NA	0.0296857128321755	0.000203239299934694	203	203	203	32.3346	33.4767656650246
BACH2_TSS20549	1.13156151366765e-05	NA	0.0113954492392685	-1.13156151366765e-05	194	88	1	0.0805101	0.137143043103448
DCBLD1_TSS6002	2.87582395523085e-05	NA	0.0123729780967011	-2.87582395523085e-05	199	198	148	1.24517	1.26083666305419
CEP85L_TSS30898,TSS32729	7.15219501027954e-05	NA	0.0179236891031612	-7.15219501027954e-05	200	198	76	0.816485	1.03132553842365
THEMIS_TSS11521,TSS3012	2.83089899524138e-05	NA	0.0123729780967011	-2.83089899524138e-05	201	195	108	1.06368	2.01610032167488
TMEM200A_TSS11390,TSS19912,TSS27245	2.60109970413973e-05	NA	0.0123729780967011	-2.60109970413973e-05	198	186	72	0.691159	1.0159695179803
ENPP1_TSS1461	7.86848386312151e-05	NA	0.0185412146214669	-7.86848386312151e-05	186	85	0	0.0789698	0.116519852315271
ZC3H12D_TSS11859	0.000177910203405217	NA	0.0278253938635781	-0.000177910203405217	202	202	58	0.761279	0.932022064039409
SYNE1_TSS17246,TSS33718	7.37115885510358e-05	NA	0.0179519129959173	-7.37115885510358e-05	203	203	70	0.728234	0.997153039408867
TIAM2_TSS16201,TSS8920	0.000251045168190416	NA	0.0346863002384606	-0.000251045168190416	195	122	7	0.135787	0.265049613468172
SOD2_TSS5048	0.000169608085266342	NA	0.0277907196634165	-0.000169608085266342	203	203	203	54.5611	62.2430078817734
MPP6_TSS15740	0.000150181568985087	NA	0.0261142250668558	-0.000150181568985087	191	47	0	0.0555412	0.0771376449261084
KIAA1324L_TSS17421,TSS28701,TSS9351	2.39682553192669e-05	NA	0.0123729780967011	-2.39682553192669e-05	184	69	0	0.0726026	0.0988880879802956
CDK6_TSS10640,TSS17533	0.000188379311782518	NA	0.0284920922394849	-0.000188379311782518	203	199	56	0.660712	0.814447790344828
ASNS_TSS17952,TSS20232	0.000279525273600552	NA	0.0364538036658352	-0.000279525273600552	198	196	156	1.61702	1.66785040738916
ZC3HAV1L_TSS13263	0.000272610776752752	NA	0.0359185776524593	-0.000272610776752752	172	136	7	0.180998	0.282524919704433
TCAF2_TSS17748,TSS27449,TSS2942	4.70639063019795e-05	NA	0.014697046329175	-4.70639063019795e-05	191	135	2	0.151543	0.222873299901478
EPHA1_TSS30610	0.000315240054647303	NA	0.0389306873116388	-0.000315240054647303	198	171	28	0.323228	0.533828354137931
GIMAP8_TSS8362	0.000378656761528232	NA	0.0424510766729085	-0.000378656761528232	202	202	202	4.36555	4.5828236453202
LZTS1_TSS2986	7.42936980270444e-05	NA	0.0179519129959173	-7.42936980270444e-05	190	134	12	0.16523	0.329341262807882
DUSP4_TSS11832,TSS35696	5.84337404736636e-05	NA	0.0158896259600778	-5.84337404736636e-05	202	192	75	0.675219	1.10193670004926
PDE7A_TSS27686,TSS8654	0.000274407423272138	NA	0.035969887929534	-0.000274407423272138	202	202	197	2.4405	2.88280245812808
SLCO5A1_TSS14757,TSS23754,TSS25267	0.000136743858627785	NA	0.0249664983598915	-0.000136743858627785	138	23	0	0.0240596	0.0410585250738916
MSC-AS1_TSS17897,TSS21334	5.62379017397751e-05	NA	0.0157372102865706	-5.62379017397751e-05	177	87	0	0.0738872	0.119332633582404
TMEM2_TSS30800	0.000422212297504084	NA	0.0449673689020912	-0.000422212297504084	203	203	202	3.42489	3.6103235320197
FRMD3_TSS22216,TSS26857,TSS31026,TSS6702	0.000179616032753983	NA	0.0278253938635781	-0.000179616032753983	201	193	33	0.564956	0.686288505123153
NTRK2_TSS11428,TSS554,TSS8900	1.4944003677465e-06	NA	0.00618514500620379	-1.4944003677465e-06	179	89	11	0.0839092	0.255326614778325
SEMA4D_TSS7454	0.000345607198440443	NA	0.0405232366942026	-0.000345607198440443	203	203	203	12.2164	13.2714454187192
ABCA1_TSS19198	5.33150887653222e-05	NA	0.0154862157264818	-5.33150887653222e-05	203	203	199	5.7916	6.3298106502463
TRAF1_TSS10088,TSS10913,TSS12784	0.000422212297504084	NA	0.0449673689020912	-0.000422212297504084	203	202	202	3.44242	4.21243683546798
FAM102A_TSS27745,TSS28229	5.22367986234826e-05	NA	0.0154862157264818	-5.22367986234826e-05	202	202	201	4.33509	6.01787077339901
DBH-AS1_TSS15307	0.000228328372602018	NA	0.0326050364920681	-0.000228328372602018	166	117	20	0.165523	0.364034429064039
IL15RA_TSS18224,TSS18694	8.82269435161969e-05	NA	0.0188559572873759	-8.82269435161969e-05	201	201	199	4.67136	5.4816037044335
PRKCQ_TSS12645	3.71697665104166e-05	NA	0.0139720059084229	-3.71697665104166e-05	203	201	118	1.24271	1.71418337463054
ZEB1_TSS23011,TSS4728	8.55236394444117e-05	NA	0.0188559572873759	-8.55236394444117e-05	192	160	16	0.252127	0.391821967438424
SPOCK2_TSS25443,TSS27340	4.71483040175405e-05	NA	0.014697046329175	-4.71483040175405e-05	203	202	191	5.23378	8.43481472167488
ANKRD22_TSS21907	5.59272586689178e-06	NA	0.00915810142533568	-5.59272586689178e-06	194	180	71	0.571633	0.963141130541872
ENTPD7_TSS21964	0.000306668534889632	NA	0.0386115112854869	-0.000306668534889632	202	202	166	1.40033	1.39939399014778
ANO9_TSS22755	2.33810564618259e-05	NA	0.0123729780967011	-2.33810564618259e-05	195	187	66	0.653561	1.05649706896552
CD5_TSS26111	1.41000425780527e-05	NA	0.0113954492392685	-1.41000425780527e-05	201	201	200	4.51058	6.46168666009852
CD6_TSS4778	0.000361779244785449	NA	0.041843616633307	-0.000361779244785449	202	202	202	6.55119	9.59990866995074
CCND1_TSS13895	0.000418403270503229	NA	0.0449361596526598	-0.000418403270503229	200	190	33	0.491512	0.639306299162562
MYO7A_TSS21748,TSS8185	0.000342455029130478	NA	0.0403386774175306	-0.000342455029130478	202	199	100	0.972075	1.55207434758621
BIRC3_TSS31006	0.000161670529329493	NA	0.0274494076091555	-0.000161670529329493	203	202	187	2.44378	3.13517267931034
C11orf1_TSS8244	4.43244109577746e-05	NA	0.0146369455338077	4.43244109577746e-05	201	200	198	5.65234	5.68495017586207
SIK3_TSS28635	0.000470411237738036	NA	0.0475264096751856	-0.000470411237738036	203	202	202	4.52567	4.62891029704434
IL10RA_TSS32240	0.000457902161107737	NA	0.0468177485602994	-0.000457902161107737	203	203	203	46.7639	47.2379694581281
SORL1_TSS1495	0.000462036947981958	NA	0.0468655810609795	-0.000462036947981958	203	203	203	7.97493	8.23325625615764
ETS1_TSS21595,TSS35401	2.36445651753722e-05	NA	0.0123729780967011	-2.36445651753722e-05	203	203	202	5.38401	8.11115871428571
CRACR2A_TSS16641	9.45700480663283e-05	NA	0.0191849603065351	-9.45700480663283e-05	201	199	113	1.06414	1.34700938472906
CCND2_TSS27869	9.91964320118725e-06	NA	0.0105648333277311	-9.91964320118725e-06	202	202	160	1.59332	2.13379168965517
VAMP1_TSS28587	2.95274701263161e-05	NA	0.0123729780967011	-2.95274701263161e-05	202	202	189	2.20045	2.73616159605911
C1S_TSS7208	2.10184754158886e-05	NA	0.0123729780967011	-2.10184754158886e-05	196	191	100	0.953364	1.42321520837438
CLSTN3_TSS25679	4.34196753708255e-05	NA	0.0146032937125483	-4.34196753708255e-05	203	202	189	2.75558	3.49478782561576
CLEC2D_TSS13210	2.54690670322112e-05	NA	0.0123729780967011	-2.54690670322112e-05	203	203	147	1.65249	2.36116892610837
KLRK1_TSS7227	0.000190159104519733	NA	0.0285920992389935	-0.000190159104519733	198	198	149	1.96266	3.32505233497537
DUSP16_TSS14260	2.19074320615728e-06	NA	0.00618514500620379	-2.19074320615728e-06	203	203	197	2.11792	2.22505035960591
ST8SIA1_TSS20281	0.000309991002522708	NA	0.0386520976365021	-0.000309991002522708	182	76	0	0.070968	0.114933876453202
ABCD2_TSS16216	7.23369096254018e-06	NA	0.0102722430385272	-7.23369096254018e-06	189	132	16	0.166133	0.31579791408867
NELL2_TSS16845,TSS21479,TSS24540,TSS5660	1.36379698194611e-05	NA	0.0113954492392685	-1.36379698194611e-05	195	183	65	0.558738	1.1246289453202
SLC38A1_TSS10899,TSS19178,TSS5709	0.000166390054054019	NA	0.0277907196634165	-0.000166390054054019	203	201	127	1.3791	2.09357263448276
WNT1_TSS298	0.000191650322151176	NA	0.0286478004941883	-0.000191650322151176	119	40	1	0.0184103	0.0638175469458128
NFE2_TSS25490,TSS3434	0.000236321698030783	NA	0.0331902138646421	0.000236321698030783	202	201	199	7.9059	8.52174003152709
IL26_TSS30365	0.000222062400858661	NA	0.0318884102716193	-0.000222062400858661	141	117	27	0.157509	0.545775771921182
IFNG_TSS15869	0.000491924532453086	NA	0.0482119234111547	-0.000491924532453086	198	194	139	2.25253	4.72898948719212
RAB3IP_TSS34250,TSS35162,TSS6267	0.000414602528627915	NA	0.0447201257064264	-0.000414602528627915	198	182	0	0.216755	0.233678860394089
PLXNC1_TSS1135,TSS5112	5.22367986234826e-05	NA	0.0154862157264818	-5.22367986234826e-05	203	203	172	2.1798	2.96388399507389
BTBD11_TSS16782,TSS545	2.02121335613172e-06	NA	0.00618514500620379	-2.02121335613172e-06	184	126	8	0.159388	0.282890877487685
CMKLR1_TSS22814,TSS7058	9.93030972893724e-07	NA	0.00587255904482368	-9.93030972893724e-07	203	202	166	2.10195	3.39936411576355
ATP2A2_TSS20409	0.000327093638749798	NA	0.0396248364932871	-0.000327093638749798	203	203	203	29.983	30.1469704433498
FAM124A_TSS5661	2.75712608826101e-05	NA	0.0123729780967011	-2.75712608826101e-05	200	190	51	0.561715	0.796127647783251
KLF12_TSS9262	8.2285830479315e-05	NA	0.0187799786686843	-8.2285830479315e-05	200	195	28	0.501464	0.608559339408867
SLAIN1_TSS11653,TSS1730,TSS20020	0.000388279226538479	NA	0.0433397611770746	-0.000388279226538479	189	175	18	0.3239	0.455370275862069
DOCK9_TSS26804,TSS28758	5.53467335452971e-06	NA	0.00915810142533568	-5.53467335452971e-06	202	191	50	0.462307	0.706380591625616
GPR18_TSS2231	6.8232129046619e-05	NA	0.0175587719939974	-6.8232129046619e-05	175	158	37	0.367481	0.643802356157635
GNG2_TSS18014	2.24182380091477e-05	NA	0.0123729780967011	-2.24182380091477e-05	203	202	166	2.20995	3.27860573694581
GCH1_TSS30510	0.00017961699415087	NA	0.0278253938635781	-0.00017961699415087	203	203	198	4.7202	5.43678380295566
SYNE2_TSS16945,TSS1711,TSS22406	2.62913152131331e-05	NA	0.0123729780967011	-2.62913152131331e-05	203	203	163	2.37108	3.83729851724138
FUT8_TSS22326,TSS34721	0.000375216193883301	NA	0.0424510766729085	-0.000375216193883301	200	200	182	1.68441	1.7374390591133
DPF3_TSS24213,TSS35469	0.000443627122332549	NA	0.0462838892813971	-0.000443627122332549	197	189	20	0.380537	0.509874272413793
AREL1_TSS4517	3.71697665104166e-05	NA	0.0139720059084229	-3.71697665104166e-05	203	203	203	8.66757	8.57233088669951
TMEM63C_TSS15614	0.000198925907677583	NA	0.0292226731387742	-0.000198925907677583	174	82	4	0.0685373	0.158361378275862
TC2N_TSS15706,TSS15930	0.000175379998732181	NA	0.0278253938635781	-0.000175379998732181	201	199	105	1.01698	1.83060304630542
ASB2_TSS10290,TSS25101	0.000106117511006748	NA	0.0211387769790818	-0.000106117511006748	188	165	37	0.339292	0.619281058965517
BCL11B_TSS27034	9.59488164197256e-06	NA	0.0105648333277311	-9.59488164197256e-06	200	193	69	0.619519	1.13331925128079
GPR132_TSS30533	0.0001399006364387	NA	0.0253617033192172	-0.0001399006364387	200	197	123	1.1442	1.51722195374384
HERC2_TSS35361	0.000441705853683701	NA	0.0462838892813971	-0.000441705853683701	203	203	202	3.69846	3.70524880788177
RASGRP1_TSS8855	1.19656724940342e-05	NA	0.0113954492392685	-1.19656724940342e-05	203	203	159	2.03208	3.16445229064039
DAPK2_TSS33783	0.000148158980337636	NA	0.0261142250668558	-0.000148158980337636	194	177	73	0.588366	1.1594908270936
SYNM_TSS34567	1.56034866935721e-05	NA	0.0113954492392685	-1.56034866935721e-05	191	116	1	0.125822	0.169971161280788
NLRC3_TSS14670	4.58488797938796e-06	NA	0.00901494781854889	-4.58488797938796e-06	201	200	126	1.42143	2.36399406571429
RSL1D1_TSS704	0.000248814762801177	NA	0.0345649682171787	0.000248814762801177	203	203	203	14.4411	14.4532902463054
LOC100288162_TSS20255	0.000377862061698683	NA	0.0424510766729085	-0.000377862061698683	137	62	0	0.0456622	0.0968077679802956
ACSM5_TSS28237	0.000271702373592059	NA	0.0359185776524593	-0.000271702373592059	194	183	35	0.514037	0.713983604433498
DCUN1D3_TSS34120	0.000271867795008393	NA	0.0359185776524593	-0.000271867795008393	203	203	200	3.33834	3.42646507389163
PRKCB_TSS17400	6.38430516388627e-07	NA	0.00587255904482368	-6.38430516388627e-07	202	202	152	1.68677	2.21978186206897
IL21R_TSS14281,TSS4541	8.95466745575085e-05	NA	0.0188559572873759	-8.95466745575085e-05	199	193	96	0.937375	1.4503610817842
SEPT1_TSS3220	1.41001425492121e-05	NA	0.0113954492392685	-1.41001425492121e-05	202	202	190	4.80409	7.89808799507389
NKD1_TSS3837	0.000377410011726067	NA	0.0424510766729085	-0.000377410011726067	187	67	1	0.0593947	0.0947709553694581
GNAO1_TSS29948	0.000519057218887557	NA	0.0498782765864092	-0.000519057218887557	202	188	38	0.630119	0.75537039044335
