gene_names	pvalue	corr_coef	fdr	pval_dir	fpkm>0_num	fpkm>0.1_num	fpkm>1_num	fpkm_median	fpkm_mean
ARSD_TSS17031	1.42948515594157e-17	NA	1.74077256632828e-14	1.42948515594157e-17	209	209	209	7.77064	8.02955306220096
CD99_TSS23764	1.11760445419369e-05	NA	0.0071451246767738	-1.11760445419369e-05	209	209	209	74.0366	74.6962282296651
STS_TSS28245	1.12359932464983e-11	NA	9.90820880319655e-09	1.12359932464983e-11	209	209	209	3.40175	3.49937306220096
PNPLA4_TSS14006,TSS32314	8.27625705041144e-21	NA	1.17582623083429e-17	8.27625705041144e-21	207	207	205	2.72757	2.81114381818182
HDHD1_TSS10009	1.01641994337468e-13	NA	1.0830378004967e-10	1.01641994337468e-13	208	208	207	4.59986	4.7550485645933
CA5BP1_TSS17028	3.2264966048917e-05	NA	0.0179372168862816	3.2264966048917e-05	205	205	205	4.6452	4.89303827751196
ZRSR2_TSS12277	6.24889025998563e-15	NA	6.94795089646141e-12	6.24889025998563e-15	209	209	209	6.74367	7.15188526315789
SYAP1_TSS1915	1.31684902534945e-11	NA	1.12252600417539e-08	1.31684902534945e-11	209	209	209	10.2642	10.0367499043062
TXLNG_TSS2517	3.81399045092501e-06	NA	0.00270931049448626	3.81399045092501e-06	207	207	206	2.9802	2.99708512440191
EIF1AX_TSS30470	1.61734616961186e-11	NA	1.33420624501562e-08	1.61734616961186e-11	209	209	208	7.08966	7.40206279425837
ZFX_TSS30363,TSS30369,TSS7312,TSS9608	1.70695086371096e-13	NA	1.67891747837232e-10	1.70695086371096e-13	209	209	204	2.93473	3.12349796650718
KDM6A_TSS30194	1.96317923420648e-20	NA	2.64233592401907e-17	1.96317923420648e-20	209	209	209	4.38939	4.79630124401914
DDX3X_TSS19025,TSS23823	6.95814793027413e-12	NA	6.3550256078893e-09	6.95814793027413e-12	209	209	209	53.3757	55.8813286602871
UBA1_TSS29568,TSS30009	8.12962804188526e-13	NA	7.69996214500488e-10	8.12962804188526e-13	209	209	209	72.2889	73.539795215311
KDM5C_TSS25329	4.41156079897431e-22	NA	6.63628495953941e-19	4.41156079897431e-22	209	209	209	13.4051	13.2426683253589
SMC1A_TSS2103	2.18066674551625e-11	NA	1.74269345884647e-08	2.18066674551625e-11	209	209	209	8.94447	9.13164301435407
RPS4X_TSS23601	2.07956028107839e-18	NA	2.65902975340089e-15	2.07956028107839e-18	209	209	209	498.094	502.179277511962
TSIX_TSS16481	2.4062018673486e-17	NA	2.79699092516844e-14	2.4062018673486e-17	187	0	0	0.00257387	0.00722574003572445
XIST_TSS26269	7.11386306041315e-29	NA	1.39940630803035e-25	7.11386306041315e-29	188	122	117	11.0616	10.4128018795971
NGFRAP1_TSS23216,TSS36482	7.65935767852667e-07	NA	0.000559636439751321	7.65935767852667e-07	198	195	136	1.86582	3.19460552535885
RPS4Y1_TSS13858	1.63017370224143e-29	NA	3.47403600728502e-26	-1.63017370224143e-29	128	109	100	0.2296	27.7543122277512
ZFY_TSS12744,TSS35370	5.99230830717642e-31	NA	3.56660984524344e-27	-5.99230830717642e-31	145	95	93	0.0169038	1.21688394866029
LINC00278_TSS31338	1.20799838307964e-30	NA	4.41316323578508e-27	-1.20799838307964e-30	95	94	63	0	0.817187094258373
PRKY_TSS9055	7.47697737516784e-31	NA	3.56660984524344e-27	-7.47697737516784e-31	201	100	90	0.0637497	1.0116384445933
TTTY15_TSS8327	5.33761687995739e-33	NA	1.3649887647115e-28	-5.33761687995739e-33	128	95	23	0.00961993	0.377564908181818
USP9Y_TSS21505	1.62444562537836e-30	NA	5.19274349722509e-27	-1.62444562537836e-30	156	98	93	0.0121863	1.29791239784689
DDX3Y_TSS13388,TSS29787,TSS31084	1.33013188754035e-29	NA	3.09231479636995e-26	-1.33013188754035e-29	202	137	96	0.162097	6.01407567933014
TMSB4Y_TSS24428	1.51600732227299e-23	NA	2.5845903501658e-20	-1.51600732227299e-23	207	183	35	0.400779	0.530061436842105
NLGN4Y_TSS10714,TSS21586,TSS22064,TSS27039,TSS36193	5.13468268027901e-27	NA	9.3792314416268e-24	-5.13468268027901e-27	99	58	1	0	0.102293099330144
TXLNGY_TSS26995	8.36806752100287e-31	NA	3.56660984524344e-27	-8.36806752100287e-31	123	102	95	0.0609882	2.8640899538756
TTTY14_TSS33631,TSS6044	7.72403063116641e-31	NA	3.56660984524344e-27	-7.72403063116641e-31	99	90	39	0	0.541839060287081
BCORP1_TSS15103	6.64932401282749e-23	NA	1.06276976862523e-19	-6.64932401282749e-23	90	47	3	0	0.0860588280382775
TTTY10_TSS23657	1.51542697159764e-13	NA	1.55016055778666e-10	1.51542697159764e-13	51	20	1	0	0.0296848822966507
EIF1AY_TSS28363	2.36060201972672e-32	NA	3.01838377252358e-28	-2.36060201972672e-32	105	98	95	0.0242544	3.14247865023923
KDM5D_TSS276	2.94454867463115e-30	NA	7.88976380899189e-27	-2.94454867463115e-30	139	102	97	0.0341604	4.32308692172249
UTY_TSS10258	3.08519290227658e-30	NA	7.88976380899189e-27	-3.08519290227658e-30	142	97	96	0.0182842	1.94158542181818
