tracking_ID	pvalue (Lymphocyte)	corr_coef (Lymphocyte)	fdr (Lymphocyte)	fpkm>0_num (Lymphocyte)	fpkm>0.1_num (Lymphocyte)	fpkm>1_num (Lymphocyte)	fpkm_median (Lymphocyte)	fpkm_mean (Lymphocyte)	pvalue (Macrophage)	corr_coef (Macrophage)	fdr (Macrophage)	fpkm>0_num (Macrophage)	fpkm>0.1_num (Macrophage)	fpkm>1_num (Macrophage)	fpkm_median (Macrophage)	fpkm_mean (Macrophage)
ANXA1_TSS21958	0.000401607029715446	-0.244899078726082	0.00946999749682336	209	209	209	355.732	367.29911291866	0.00053649264475651	0.23971630156379	0.0166020441799288	209	209	209	355.732	367.29911291866
CORO2A_TSS20932,TSS22985	2.63285231575746e-05	-0.289034496435469	0.00125322789651911	209	209	209	22.4344	22.3545371291866	0.000913527440895034	0.22988767094667	0.0247432033266017	209	209	209	22.4344	22.3545371291866
PPP1R26_TSS7157	0.000163489174534473	-0.260320407286456	0.00492219881068982	209	209	208	3.52279	3.64978607655502	0.000257233782584132	0.252663295676799	0.00926077847413099	209	209	208	3.52279	3.64978607655502
ASB13_TSS7638	0.00374563262163768	-0.201612369893737	0.0427993363619494	209	209	209	14.0488	14.3027149282297	0.000514840421398727	0.240460424678614	0.0160681758380621	209	209	209	14.0488	14.3027149282297
SVIL_TSS1758,TSS23581	3.00723523068897e-05	-0.287047328413922	0.00138003482462551	209	209	209	43.0753	42.5259277511962	9.27518379855323e-06	0.304136096010534	0.000736282525077078	209	209	209	43.0753	42.5259277511962
TCF7L2_TSS30698	6.81711023363193e-05	-0.274472869910747	0.00252905884879341	209	209	209	25.6089	25.6510234449761	1.48594572561343e-05	0.297419008866406	0.00105214012998351	209	209	209	25.6089	25.6510234449761
CTBP2_TSS20035,TSS25262,TSS25836,TSS2650	0.000142111371248954	-0.262641330161938	0.0044191104142269	209	209	209	17.494	17.5636417703349	0.00163780673173356	0.218612112165808	0.0373119232351529	209	209	209	17.494	17.5636417703349
DENND5A_TSS12877	0.000498226302006085	-0.241051301211042	0.011056931650529	209	209	209	60.6601	60.1269454545455	0.000966118151401493	0.228829977237137	0.0257776054989286	209	209	209	60.6601	60.1269454545455
CAT_TSS23344	0.0020356005340176	-0.214267125066792	0.028826584626052	209	209	209	167.305	168.523739712919	0.000225603787348412	0.254904183997458	0.00838189904124994	209	209	209	167.305	168.523739712919
RTN3_TSS16366	7.22042922681929e-06	-0.30763888573066	0.000456835127392891	209	209	209	80.6137	80.7429966507177	3.44544119261919e-05	0.284998602972127	0.00200612579326969	209	209	209	80.6137	80.7429966507177
CLCF1_TSS12724,TSS28314	0.000627238180831357	-0.236872383217733	0.0130025576552834	209	209	209	5.31857	5.65669349282297	8.97112513032362e-05	0.270114196043247	0.00420753999002206	209	209	209	5.31857	5.65669349282297
KCNE3_TSS9120	3.23845979867008e-05	-0.285933648514285	0.00146571336591612	209	209	209	27.1982	27.1050443062201	0.00173355808391989	0.217484695733168	0.0389380300378527	209	209	209	27.1982	27.1050443062201
DGAT2_TSS13748	2.24792182831251e-05	-0.291377762732135	0.00111724285823557	208	207	203	4.8078	5.35869074832536	9.67773208203812e-05	0.26889753452503	0.00444914585879454	208	207	203	4.8078	5.35869074832536
DIXDC1_TSS13570,TSS18853,TSS26574	9.22765063663599e-07	-0.334851078036965	8.36411269230683e-05	208	208	207	4.23067	4.23451018181818	0.000388436306982663	0.24548882746909	0.0127784046882675	208	208	207	4.23067	4.23451018181818
SIK2_TSS1560	0.000206875869227633	-0.25637330228793	0.00592819965619678	209	209	209	13.3077	13.7672951196172	0.00127648334834931	0.223493400010528	0.0314034560800354	209	209	209	13.3077	13.7672951196172
AMIGO2_TSS4545	0.00193279622730448	-0.215310283543318	0.0278176826385866	209	209	209	59.589	61.1636153110048	0.000448185786837101	0.242948131439071	0.014284385158782	209	209	209	59.589	61.1636153110048
TRHDE_TSS16541	4.67100288455912e-06	-0.313626224376045	0.000319239317465818	209	209	203	6.32869	6.61782238755981	0.00106234173949517	0.227024855935897	0.0273494818001812	209	209	203	6.32869	6.61782238755981
USP30_TSS11429,TSS25854	0.000358750186804023	-0.246889218227259	0.0086591251415464	209	209	209	6.30172	6.27777937799043	0.00176276429909134	0.217152118343948	0.0393863795883512	209	209	209	6.30172	6.27777937799043
KCTD10_TSS13672	0.00221025611683768	-0.212600170411319	0.0305220727187941	209	209	209	15.3941	15.5472871291866	6.13892383479275e-05	0.276117070042254	0.00315131495144679	209	209	209	15.3941	15.5472871291866
IRS2_TSS5397	0.00131891426551759	-0.22285886874393	0.0216038897317157	209	209	209	14.0603	14.2529357894737	3.86327122678992e-08	0.372310974664547	1.89902068899956e-05	209	209	209	14.0603	14.2529357894737
ATL1_TSS18840,TSS8982	2.68709258249558e-07	-0.349995728208206	3.03914926996326e-05	209	209	209	7.90553	8.08017770334928	0.000194422822613632	0.257420477074389	0.00740632156308054	209	209	209	7.90553	8.08017770334928
CDC42BPB_TSS36222	0.0011894010851833	-0.224858604939893	0.0199752175679174	209	209	209	41.6882	41.7747555023923	0.00248986003493028	0.210165901488627	0.0498515588268434	209	209	209	41.6882	41.7747555023923
ATP10A_TSS15275	1.09531493327456e-06	-0.332681787337206	9.62108075925461e-05	209	209	209	24.3462	24.9744558851675	4.11462002852078e-06	0.315345528018203	0.000392439561750073	209	209	209	24.3462	24.9744558851675
ODF3L1_TSS109	0.00251594628085571	-0.209951646067357	0.0333849786373429	206	205	180	2.3205	2.74379872583732	0.000906979825150026	0.230023253436531	0.024610733875435	206	205	180	2.3205	2.74379872583732
ADCY9_TSS3133	0.000658594263286501	-0.235977681197753	0.0133499825248741	207	207	205	2.88791	2.93499788995215	0.000111968486666028	0.266541347916156	0.00496879598553878	207	207	205	2.88791	2.93499788995215
MLKL_TSS24166	0.000116764826361512	-0.265859481044338	0.00376846682654876	209	209	209	23.1843	23.1771033492823	0.00192377977621202	0.215404169675655	0.0418856344631647	209	209	209	23.1843	23.1771033492823
ADAT1_TSS34296	6.01529664771931e-06	-0.31016508878827	0.000396280921681323	209	209	209	7.10725	7.12852684210526	0.00195908335463336	0.215038822606575	0.0423248368287617	209	209	209	7.10725	7.12852684210526
CXCL16_TSS6101	0.000174408801718347	-0.259242337214331	0.00517176726301933	209	209	209	315.966	320.235449760766	0.000247146688780884	0.253348670044941	0.00893538403384466	209	209	209	315.966	320.235449760766
TANC2_TSS28700	1.29074951127316e-07	-0.358633555191535	1.67476387094687e-05	209	209	209	13.2463	13.2667429186603	3.53431386117937e-06	0.317392477354865	0.000351519831150217	209	209	209	13.2463	13.2667429186603
PECAM1_TSS5941	0.000977173065807494	-0.228614394394531	0.0174424027479786	209	209	209	146.888	146.438445933014	7.08666083776483e-08	0.365511614707154	2.4578479142825e-05	209	209	209	146.888	146.438445933014
CDC42EP4_TSS27099	0.00358922911080287	-0.202521467843159	0.0417019478641965	209	209	209	6.66922	7.1184123923445	0.00137855712775424	0.221997847599883	0.03318013064268	209	209	209	6.66922	7.1184123923445
CDH19_TSS13032	0.00300760276835084	-0.206249977076092	0.0372648251875016	67	1	0	0	0.00463138325358852	0.000788739138984409	0.232640775839589	0.0222527164807732	67	1	0	0	0.00463138325358852
INSR_TSS3464	0.000181643474534614	-0.258562259332045	0.00533064162179021	209	209	207	2.37449	2.38041806220096	0.000129652982304926	0.264149417081444	0.00552343313449371	209	209	207	2.37449	2.38041806220096
RASGRP4_TSS24505	0.00157619712338127	-0.219369803879675	0.0242998640957471	209	209	209	12.5943	12.9323371291866	8.43397238381547e-05	0.271100772575211	0.0040288706149209	209	209	209	12.5943	12.9323371291866
ANGPT4_TSS20384	0.00179351962459048	-0.216807292762642	0.0265784901857584	208	208	207	13.0669	14.0791536650718	0.000605054087267477	0.237530675853658	0.0180464265165041	208	208	207	13.0669	14.0791536650718
POFUT1_TSS45	0.000799370777935243	-0.232391130806529	0.0152369250222243	209	209	209	7.82982	7.86602669856459	0.00138656180110107	0.22188489678845	0.0332787851623893	209	209	209	7.82982	7.86602669856459
EPB41L1_TSS2096,TSS23183,TSS2810	0.000249468056418606	-0.253188666537307	0.00674860658909845	209	209	209	15.9119	15.9710020574163	2.67276839611881e-05	0.288810344244386	0.00165821924692216	209	209	209	15.9119	15.9710020574163
ITSN1_TSS21494	5.26574646271544e-05	-0.278505857434449	0.00212299282860362	209	209	206	4.40289	4.83282501913876	0.00103587169020777	0.227505942725335	0.0268266628909836	209	209	206	4.40289	4.83282501913876
ARHGAP6_TSS24817,TSS27266,TSS5786	5.96974537296889e-07	-0.340288908167607	5.82414738467396e-05	209	209	207	4.50347	4.48956171770335	7.42892545995391e-05	0.273116456500234	0.00370334658070191	209	209	207	4.50347	4.48956171770335
XK_TSS12436	4.51956143551578e-08	-0.370567552975355	7.40541729828327e-06	206	205	42	0.664426	0.733995011961722	0.00111056967891188	0.226175948216449	0.0283023644692589	206	205	42	0.664426	0.733995011961722
AR_TSS36493,TSS8745	0.000663217505121819	-0.235849103756798	0.01341610513322	206	171	27	0.345643	0.513945413732057	0.00173998343627417	0.21741109248581	0.0390307880980484	206	171	27	0.345643	0.513945413732057
LONRF3_TSS14204,TSS22248	5.59208501028728e-09	-0.392987263493758	1.37441620142263e-06	208	208	208	14.5538	14.7055190909091	0.000405947949432155	0.244708630197523	0.0131847973766649	208	208	208	14.5538	14.7055190909091
FHL1_TSS10004,TSS15569,TSS18174,TSS32008,TSS33805,TSS765,TSS7962	4.29419722738863e-05	-0.28164790103844	0.00181911444462565	209	209	209	82.498	85.7244406698565	1.27419234470971e-07	0.358783371927329	3.22471589337871e-05	209	209	209	82.498	85.7244406698565
