tracking_ID	pvalue (Reticular Abnormality)	corr_coef (Reticular Abnormality)	fdr (Reticular Abnormality)	fpkm>0_num (Reticular Abnormality)	fpkm>0.1_num (Reticular Abnormality)	fpkm>1_num (Reticular Abnormality)	fpkm_median (Reticular Abnormality)	fpkm_mean (Reticular Abnormality)	pvalue (Bronchial Wall Thickening)	corr_coef (Bronchial Wall Thickening)	fdr (Bronchial Wall Thickening)	fpkm>0_num (Bronchial Wall Thickening)	fpkm>0.1_num (Bronchial Wall Thickening)	fpkm>1_num (Bronchial Wall Thickening)	fpkm_median (Bronchial Wall Thickening)	fpkm_mean (Bronchial Wall Thickening)
CYBRD1_TSS22715,TSS9625	0.00111387474896029	0.227214486835154	0.0451216362253153	204	202	100	0.968177	1.41495529090909	0.000178590143308879	0.260089433900812	0.0197616565070055	204	202	100	0.968177	1.41495529090909
SLC40A1_TSS18329	0.000167777302101778	0.261137190505546	0.0216184067865948	208	204	159	2.12227	3.96547404583732	2.26056033472747e-07	0.353692502648258	0.000612638734948525	208	204	159	2.12227	3.96547404583732
MREG_TSS21609	0.000609101617590026	0.238555856072263	0.035627566240775	207	207	195	2.5546	3.47642358851675	8.60780942518723e-05	0.272071284149021	0.0130966795665006	207	207	195	2.5546	3.47642358851675
CPA3_TSS27930	0.0011456182247632	0.226672999068551	0.0459704041494068	200	188	84	0.72932	1.74252747320574	0.000221515471387196	0.256442031017499	0.0220317391600315	200	188	84	0.72932	1.74252747320574
ST6GAL1_TSS18437,TSS23896	0.00108390746219885	0.227738831049665	0.045050014050837	209	208	206	3.70036	4.80735480952153	2.25171529280758e-06	0.324896386464263	0.00250243889562846	209	208	206	3.70036	4.80735480952153
KLHL5_TSS14972,TSS9470	0.000167757560701207	0.261139160445351	0.0216184067865948	209	208	164	1.53181	1.61962410181818	0.000495960821152702	0.242297084571231	0.0350200401919453	209	208	164	1.53181	1.61962410181818
ANTXR2_TSS10288,TSS15192	0.000567512653208913	0.239850020971498	0.0345794186601499	209	207	175	2.20603	2.62645104961722	0.000514569231114236	0.241630729482725	0.0356937100382748	209	207	175	2.20603	2.62645104961722
SNCA_TSS20982,TSS25159,TSS36340	7.83874579867597e-06	0.30794485567257	0.00770639159076755	203	196	46	0.542637	0.719000706698565	0.000778235543152727	0.234016869097603	0.045005607960468	203	196	46	0.542637	0.719000706698565
TLR2_TSS21104	1.65373370857139e-05	0.297275736230339	0.00978471017506324	209	209	209	10.3345	11.5432055502392	8.60122551884006e-05	0.272083556042454	0.0130966795665006	209	209	209	10.3345	11.5432055502392
FAM198B_TSS21137,TSS8367	0.000184047531604124	0.259582907999312	0.0221907497893066	208	206	127	1.21759	1.72426393875598	0.000717322289726538	0.235536174020549	0.0427533421590226	208	206	127	1.21759	1.72426393875598
TLR3_TSS3408	8.81472272583534e-05	0.271690030918748	0.0170990740833504	200	190	43	0.553533	0.656646839712919	0.000107523642523289	0.268478438174646	0.0151571870013963	200	190	43	0.553533	0.656646839712919
OXCT1_TSS11306	0.000173540514356383	0.260571148602368	0.0216608810555132	203	194	38	0.502368	0.647026571913876	0.000331046043187258	0.249492861022208	0.0279269567983812	203	194	38	0.502368	0.647026571913876
SEPP1_TSS35282	0.000469344095052365	0.24329159306212	0.0324704042162297	207	206	187	3.58969	7.60575014032091	3.0458255823776e-05	0.288222221029481	0.00786407552637918	207	206	187	3.58969	7.60575014032091
MEF2C_TSS31559,TSS3336,TSS8197	0.00011571490352916	0.267281528612236	0.0184780621861317	207	207	110	1.03807	1.16547546411483	0.000593456744331233	0.239032828391379	0.0385008828473367	207	207	110	1.03807	1.16547546411483
RHOBTB3_TSS35763	3.61005276818804e-05	0.285647181560758	0.0121416524746914	209	206	77	0.744939	0.92817366076555	2.19422908198613e-06	0.325237145293954	0.00250243889562846	209	206	77	0.744939	0.92817366076555
ST8SIA4_TSS26762	0.000155154233819446	0.262443260596336	0.02098358397174	208	208	151	1.54974	1.97837151674641	9.6195327238838e-06	0.305060551638042	0.00431376975359989	208	208	151	1.54974	1.97837151674641
ABLIM3_TSS28820,TSS31562	0.000318826344219451	0.250151741574118	0.0270748178890145	183	81	1	0.0637607	0.125918878516746	0.000665499375351623	0.23692550995417	0.0412884211974826	183	81	1	0.0637607	0.125918878516746
SERPINB9_TSS19853	0.0006840011360694	0.236418385830992	0.0372390772976869	209	205	166	2.03821	2.4087370607177	9.84221927391915e-05	0.269912914317022	0.014294145844355	209	205	166	2.03821	2.4087370607177
TDRD6_TSS352	5.36048031262361e-07	0.34321274948687	0.00399810514292415	194	92	7	0.0783972	0.191294600526316	0.000116721568233213	0.267139947382975	0.0157027368716272	194	92	7	0.0783972	0.191294600526316
PLA2G7_TSS21440,TSS24190	4.78593553177478e-07	0.34461068573875	0.00399810514292415	205	200	155	2.32229	4.61703503732057	3.52604905102431e-05	0.286005417863009	0.00790608243800284	205	200	155	2.32229	4.61703503732057
ELOVL5_TSS14595,TSS26287	9.58974815837352e-05	0.270332869515812	0.0173846491259706	209	209	209	20.1933	21.0057111483254	6.4576121429669e-05	0.276640307605767	0.0110780553010991	209	209	209	20.1933	21.0057111483254
MARCKS_TSS16012	6.17448054136832e-05	0.277345855222013	0.0152369300033708	208	208	181	2.16985	3.04046989473684	0.000124540812534169	0.266077581915396	0.0161483033856943	208	208	181	2.16985	3.04046989473684
SMPDL3A_TSS14511	0.000151781513255696	0.26280902831094	0.0209598062302998	203	201	159	2.05051	2.43421643827751	3.95112387356127e-05	0.284269052854025	0.0083406103115997	203	201	159	2.05051	2.43421643827751
LOC100506178_TSS23162	9.06238602017711e-05	0.271244574637012	0.0170990740833504	148	63	1	0.0494152	0.104513786124402	1.95453160980638e-05	0.294828700179505	0.00638159431043302	148	63	1	0.0494152	0.104513786124402
DOCK5_TSS22178	3.6868859762549e-06	0.318318633228553	0.0052854726338186	209	208	196	2.16704	2.3276639562201	9.26801052339602e-05	0.270883318853097	0.0138565236251411	209	208	196	2.16704	2.3276639562201
MTSS1_TSS23673	6.18528610394598e-05	0.277318375518776	0.0152369300033708	207	203	45	0.566734	0.738489431578947	1.6829824823268e-06	0.328708693878575	0.00237797692362631	207	203	45	0.566734	0.738489431578947
SQLE_TSS26036	5.69017208396846e-07	0.342474035118845	0.00399810514292415	209	209	209	5.73908	6.56221411483254	4.45463332779618e-05	0.282426823470143	0.00875883711475371	209	209	209	5.73908	6.56221411483254
ARHGAP12_TSS6614,TSS8926	5.61789105764333e-06	0.312574400854664	0.00684628839396081	207	206	106	1.01833	1.10122146220096	0.000416078595974395	0.245449391278319	0.0318424700350345	207	206	106	1.01833	1.10122146220096
LIPA_TSS12113,TSS12555	1.35302929836e-05	0.30018533732249	0.00886789279368715	209	209	209	210.252	262.540378947368	9.26984679746149e-05	0.270880126732913	0.0138565236251411	209	209	209	210.252	262.540378947368
AMPD3_TSS14989,TSS22629,TSS25071,TSS25967,TSS36176	0.000377129323811779	0.247195926504763	0.0290992935307864	208	207	116	1.18702	1.63070045933014	5.14220448696598e-06	0.313791000342534	0.00345894444450888	208	207	116	1.18702	1.63070045933014
PLEKHA7_TSS5759	0.000171688767171815	0.260751082303744	0.0216184067865948	209	209	190	2.03717	2.31282423444976	2.28632248924005e-05	0.292512327192938	0.00679542897063547	209	209	190	2.03717	2.31282423444976
METTL7B_TSS34515	5.76089724426205e-05	0.278433146646698	0.0147921916067174	118	80	10	0.0405179	0.180919493779904	4.41702712493729e-05	0.282557459720614	0.00875883711475371	118	80	10	0.0405179	0.180919493779904
SLC16A7_TSS22722,TSS25486	0.00137252494845464	0.22316032163742	0.0487462062076261	204	168	3	0.19704	0.250628462440191	0.000150402549997336	0.262960766601587	0.0181341489645373	204	168	3	0.19704	0.250628462440191
PLXNC1_TSS1135,TSS5112	0.000242680156674435	0.254880661684508	0.0237276904813522	209	209	178	2.22571	2.99771364114833	6.71734853066482e-06	0.310100111379255	0.00385499135886099	209	209	178	2.22571	2.99771364114833
CMKLR1_TSS22814,TSS7058	8.06471643901231e-05	0.273114424520631	0.01662407034384	209	208	172	2.14495	3.48928969138756	2.34387404840614e-07	0.35326076839331	0.000612638734948525	209	208	172	2.14495	3.48928969138756
SDS_TSS12760	5.23770148103658e-06	0.31353841359323	0.00684628839396081	199	192	114	1.11377	2.37169808755981	2.85680825143238e-05	0.289186492027413	0.00768060300992515	199	192	114	1.11377	2.37169808755981
SLC7A1_TSS3015	3.94422397514774e-05	0.284295802854451	0.0123646550144613	209	209	203	2.52784	2.55805097129187	0.000127614619299333	0.265676970832247	0.0161483033856943	209	209	203	2.52784	2.55805097129187
LHFP_TSS1180	0.000828027687622043	0.232854272601662	0.0403117126777923	112	24	1	0.0148828	0.0502691993301435	2.64666052503771e-05	0.290331928704592	0.00743420765719657	112	24	1	0.0148828	0.0502691993301435
LPAR6_TSS25909,TSS5480,TSS7289	0.00056806422025147	0.239832291513252	0.0345794186601499	209	209	208	7.16187	7.51318003827751	2.39677138980683e-07	0.352994226357908	0.000612638734948525	209	209	208	7.16187	7.51318003827751
RCBTB2_TSS14470	0.000132508756782579	0.26505737071772	0.0197067192640462	209	209	209	6.91756	6.95203234449761	0.000124009165872303	0.266147808559454	0.0161483033856943	209	209	209	6.91756	6.95203234449761
SPRY2_TSS27001	0.000435110637819894	0.244650455833318	0.0311536779084435	198	190	71	0.662398	0.936608148325359	1.54524010010721e-05	0.298263030097491	0.0055643611685874	198	190	71	0.662398	0.936608148325359
LGMN_TSS835	0.000574411978005053	0.239629387713325	0.0347370976200726	209	209	209	43.2905	53.7584148325359	0.00052239866151729	0.241357005176908	0.0357723091188054	209	209	209	43.2905	53.7584148325359
FMN1_TSS31659,TSS32621	2.03342801786446e-05	0.294245968810075	0.00978471017506324	208	201	30	0.44737	0.619375437129187	0.000167140742614754	0.261200820303591	0.0194073045436149	208	201	30	0.44737	0.619375437129187
GATM_TSS21952	0.000647508129220465	0.237431275488675	0.0362085132289903	206	204	160	1.71601	2.04519791196172	3.91523565139598e-06	0.317506285673561	0.00324424953446904	206	204	160	1.71601	2.04519791196172
C15orf48_TSS10458	5.56675544965995e-05	0.278969085621426	0.0146692614483256	209	209	207	16.5195	21.2813681722488	0.000491466782209192	0.24246147876073	0.0348102436232082	209	209	207	16.5195	21.2813681722488
SPECC1_TSS11661,TSS21829,TSS9232	0.000380288325516366	0.24704818101938	0.0291034427800115	209	204	136	1.20581	1.33966531100478	6.2340435194972e-05	0.277194938487817	0.0107667828649911	209	204	136	1.20581	1.33966531100478
FAM20A_TSS19359,TSS6805	0.000859427103526691	0.232153799180178	0.041061338678964	206	201	57	0.611654	0.891293261244019	2.72848724962309e-05	0.289876051751056	0.00749923253630277	206	201	57	0.611654	0.891293261244019
TRIM47_TSS25847	0.000297862388486192	0.251338800051956	0.0263341483533305	207	205	191	2.10838	2.53512616526316	8.95956620453934e-06	0.306065381229605	0.00416391766825873	207	205	191	2.10838	2.53512616526316
TCF4_TSS1890,TSS19101,TSS27183,TSS28651,TSS32658,TSS33580,TSS34348,TSS36266,TSS3791	1.00133700854449e-05	0.304491625736467	0.00798564047022604	208	207	56	0.726567	0.796748794258373	6.72971353882187e-05	0.275989115088138	0.0112430201154134	208	207	56	0.726567	0.796748794258373
TNFRSF11A_TSS13281	0.00140061754880891	0.222763140569064	0.0490038178743568	199	136	4	0.154303	0.224221657464115	0.000645007077336579	0.237502608816682	0.0404104194978093	199	136	4	0.154303	0.224221657464115
S1PR2_TSS26080	0.000832690513519335	0.232748721854745	0.0403117126777923	206	205	107	1.03218	1.09198094449761	0.000831054288667004	0.232785698385314	0.0462801278270529	206	205	107	1.03218	1.09198094449761
RASSF2_TSS28636,TSS36094	0.000215020777249313	0.256949098479876	0.0230981113663085	209	209	197	3.1514	4.31977766985646	2.39082401840452e-05	0.291848366194571	0.00686650030724023	209	209	197	3.1514	4.31977766985646
SDC4_TSS35139	2.06711141760266e-05	0.294003666214046	0.00978471017506324	209	209	207	10.0712	10.6220354258373	0.000107922539581946	0.26841820404065	0.0151571870013963	209	209	207	10.0712	10.6220354258373
UPB1_TSS5346	2.04648134819132e-05	0.294151622301968	0.00978471017506324	93	19	0	0	0.0365739837320574	7.85697667698997e-06	0.307912295817232	0.00409861593552124	93	19	0	0	0.0365739837320574
