tracking_ID	pvalue (Macrophage)	corr_coef (Macrophage)	fdr (Macrophage)	fpkm>0_num (Macrophage)	fpkm>0.1_num (Macrophage)	fpkm>1_num (Macrophage)	fpkm_median (Macrophage)	fpkm_mean (Macrophage)	pvalue (SCADDING)	corr_coef (SCADDING)	fdr (SCADDING)	fpkm>0_num (SCADDING)	fpkm>0.1_num (SCADDING)	fpkm>1_num (SCADDING)	fpkm_median (SCADDING)	fpkm_mean (SCADDING)
CMKLR1_TSS22814,TSS7058	2.09168978234174e-06	-0.324341741166939	0.000232674867255877	209	208	172	2.14495	3.48928969138756	3.79856103395603e-06	0.314224345678992	0.00485646028191278	209	208	172	2.14495	3.48928969138756
SDS_TSS12760	3.44337813535787e-05	-0.285007658656657	0.00200612579326969	199	192	114	1.11377	2.37169808755981	6.24779793337745e-06	0.307485199257945	0.0062647284475585	199	192	114	1.11377	2.37169808755981
SLC7A1_TSS3015	0.00142651504840557	-0.221329903912518	0.0340075335408702	209	209	203	2.52784	2.55805097129187	4.80334905424754e-07	0.340604925119689	0.00136468483685677	209	209	203	2.52784	2.55805097129187
LPAR6_TSS25909,TSS5480,TSS7289	0.000166943000633879	-0.259972328740105	0.00665620282221628	209	209	208	7.16187	7.51318003827751	1.04507006845527e-07	0.358607505471557	0.000806501852126265	209	209	208	7.16187	7.51318003827751
SUSD6_TSS1391	0.00103163269980632	-0.227584032175215	0.0268266628909836	209	209	209	18.5856	18.6698319617225	3.47439823538574e-05	0.282871250086323	0.0175662100021312	209	209	209	18.5856	18.6698319617225
LGMN_TSS835	0.000230604195438419	-0.254531167428835	0.00853035287930743	209	209	209	43.2905	53.7584148325359	2.62936223008452e-05	0.287026754209436	0.0152801800507412	209	209	209	43.2905	53.7584148325359
WARS_TSS12929,TSS2584	3.6057775679493e-06	-0.317123806690302	0.000357237520985861	209	209	209	169.405	176.618449282297	0.00019010102393982	0.255973476177167	0.035439505537791	209	209	209	169.405	176.618449282297
GPR132_TSS30533	2.5078731915514e-08	-0.377059617327004	1.3935597097662e-05	206	203	128	1.18441	1.54090603162679	0.000191265223473413	0.255871519219747	0.035439505537791	206	203	128	1.18441	1.54090603162679
MMP2_TSS16458,TSS22782,TSS30137,TSS34067,TSS35451	0.000638779077193107	-0.236538374909478	0.0186390776165902	196	174	32	0.381412	0.568244186411483	6.18149247181705e-05	0.27406517204717	0.0228597319150134	196	174	32	0.381412	0.568244186411483
HS3ST3B1_TSS7808	3.15372208189209e-07	-0.348074658885327	5.59807570383637e-05	208	196	28	0.365773	0.529076080956938	3.25093419387243e-05	0.283868515825691	0.0169645688443506	208	196	28	0.365773	0.529076080956938
SPECC1_TSS11661,TSS21829,TSS9232	2.83385741010258e-05	-0.287936718523856	0.00173707983836048	209	204	136	1.20581	1.33966531100478	1.61809104018966e-05	0.294113970980483	0.0108880494467499	209	204	136	1.20581	1.33966531100478
CCL2_TSS18066	0.000941028190485313	-0.229327797480121	0.0252445528810157	209	209	206	16.0706	22.5119714736842	0.000232572341021635	0.252583792330111	0.0401815862156973	209	209	206	16.0706	22.5119714736842
MRC2_TSS16228	9.33880546927056e-05	-0.269470333435921	0.00436397087020155	206	188	41	0.393815	0.637445139665072	0.000270203467758591	0.250032258090589	0.0426608877564835	206	188	41	0.393815	0.637445139665072
FAM20A_TSS19359,TSS6805	0.00102615128927089	-0.227685447274346	0.0268266628909836	206	201	57	0.611654	0.891293261244019	0.000123781473386298	0.263036095796197	0.0293064099489597	206	201	57	0.611654	0.891293261244019
PSTPIP2_TSS28471	3.82386722016338e-07	-0.345745919933553	6.51612466763975e-05	209	209	204	4.53493	5.09686786602871	0.000146766928999435	0.260255970376258	0.0320754732864578	209	209	204	4.53493	5.09686786602871
BCL2_TSS20723	1.10900345148743e-07	-0.360389783467714	3.05315404447583e-05	208	206	170	1.81542	2.25534995598086	0.000168011701999942	0.258027316262034	0.0339186603912514	208	206	170	1.81542	2.25534995598086
CD209_TSS28230	4.83815699631192e-05	-0.279815108272886	0.00259620778893895	206	204	162	1.55623	1.93593523923445	0.000273616957061529	0.249817472731491	0.0426608877564835	206	204	162	1.55623	1.93593523923445
S1PR2_TSS26080	3.41616617331889e-06	-0.317848209478088	0.000346510410937318	206	205	107	1.03218	1.09198094449761	1.14814055900897e-05	0.299011607502759	0.00863469238054684	206	205	107	1.03218	1.09198094449761
ICAM1_TSS170	2.68969960490591e-05	-0.288716218568192	0.00166468308961259	209	209	209	17.0734	18.7117527751196	0.000366121616804084	0.244781085734976	0.0487590090712523	209	209	209	17.0734	18.7117527751196
RASSF2_TSS28636,TSS36094	4.10932676014728e-07	-0.344870899758561	6.82068190364445e-05	209	209	197	3.1514	4.31977766985646	0.000119550710044894	0.263599987488459	0.0291576925220798	209	209	197	3.1514	4.31977766985646
PLTP_TSS19891,TSS3611	0.000374877947389102	-0.246115634749822	0.0124444872898868	209	209	209	18.7074	30.0824481818182	7.69133016003973e-05	0.270645075997662	0.0242799150854588	209	209	209	18.7074	30.0824481818182
KCNJ15_TSS27495,TSS33563,TSS7531,TSS8809	0.00239793984806385	-0.210937482912353	0.0486458257590159	200	187	47	0.508943	0.795814530717703	6.21902364544322e-05	0.273971047405089	0.0228597319150134	200	187	47	0.508943	0.795814530717703
TRPM2_TSS9091	6.79203869806479e-07	-0.338688360443705	9.86427847507013e-05	206	201	115	1.13557	1.80009315526316	6.25678363511396e-05	0.273876886091217	0.0228597319150134	206	201	115	1.13557	1.80009315526316
ADORA2A_TSS17679,TSS2251,TSS24762	3.35831761773742e-06	-0.318076847926668	0.000341999827199148	203	173	79	0.59649	1.10821974332666	0.000103696327582055	0.265893900614957	0.0265831072268473	203	173	79	0.59649	1.10821974332666
