tracking_ID	pvalue (SCADDING)	corr_coef (SCADDING)	fdr (SCADDING)	fpkm>0_num (SCADDING)	fpkm>0.1_num (SCADDING)	fpkm>1_num (SCADDING)	fpkm_median (SCADDING)	fpkm_mean (SCADDING)	pvalue (Reticular Abnormality)	corr_coef (Reticular Abnormality)	fdr (Reticular Abnormality)	fpkm>0_num (Reticular Abnormality)	fpkm>0.1_num (Reticular Abnormality)	fpkm>1_num (Reticular Abnormality)	fpkm_median (Reticular Abnormality)	fpkm_mean (Reticular Abnormality)
CYTL1_TSS28397	0.000346316312639881	0.245750866673134	0.0478665303470365	121	83	7	0.0504465	0.201022463157895	3.41190620508076e-05	0.286505295511818	0.0121416524746914	121	83	7	0.0504465	0.201022463157895
TBC1D1_TSS2269,TSS6899,TSS8264,TSS8656	7.04488626182157e-06	0.305833915299783	0.00643349077552776	209	209	209	12.7862	12.795919569378	0.000456560850318672	0.243787930641918	0.032115232798105	209	209	209	12.7862	12.795919569378
FAM198B_TSS21137,TSS8367	5.22790744101969e-05	0.276656986150845	0.0221833541858378	208	206	127	1.21759	1.72426393875598	0.000184047531604124	0.259582907999312	0.0221907497893066	208	206	127	1.21759	1.72426393875598
FNIP2_TSS13625	4.64071233450024e-05	0.278484385836694	0.0211898239987806	209	209	208	3.96364	4.24222992344498	0.00069647807442846	0.236083496064123	0.0374212683900553	209	209	208	3.96364	4.24222992344498
SEPP1_TSS35282	9.11589517605677e-06	0.302255531004842	0.00728416998911787	207	206	187	3.58969	7.60575014032091	0.000469344095052365	0.24329159306212	0.0324704042162297	207	206	187	3.58969	7.60575014032091
MEF2C_TSS31559,TSS3336,TSS8197	6.70396824501966e-05	0.272800614570743	0.0231448369921359	207	207	110	1.03807	1.16547546411483	0.00011571490352916	0.267281528612236	0.0184780621861317	207	207	110	1.03807	1.16547546411483
ARRDC3_TSS18490	0.000120872718316013	0.26342180565968	0.0291576925220798	209	209	205	5.34687	5.43060565550239	0.000210853606324439	0.25728201830694	0.0229674276119071	209	209	205	5.34687	5.43060565550239
SLCO4C1_TSS17161	9.96902664741766e-05	0.266525486598589	0.0265491171553637	203	185	19	0.351171	0.454713567799043	1.58003853127016e-05	0.297939405813557	0.00978471017506324	203	185	19	0.351171	0.454713567799043
LMNB1_TSS24427,TSS29306	0.000377304148889588	0.244254827775559	0.0496268488356879	209	209	208	6.15506	6.49232171291866	0.000995766228714892	0.229362061449078	0.0437332999522016	209	209	208	6.15506	6.49232171291866
ABLIM3_TSS28820,TSS31562	2.97938842771461e-05	0.285171279099	0.0162091408716303	183	81	1	0.0637607	0.125918878516746	0.000318826344219451	0.250151741574118	0.0270748178890145	183	81	1	0.0637607	0.125918878516746
MEP1A_TSS6654	2.04591081078259e-05	0.29071291770924	0.0121660324259793	144	51	0	0.0362899	0.0777883667464115	0.000179407879525943	0.260012623583535	0.0219418411892949	144	51	0	0.0362899	0.0777883667464115
TDRD6_TSS352	2.38356167554614e-06	0.320390001468755	0.00380922950273217	194	92	7	0.0783972	0.191294600526316	5.36048031262361e-07	0.34321274948687	0.00399810514292415	194	92	7	0.0783972	0.191294600526316
PLA2G7_TSS21440,TSS24190	2.03072674851081e-07	0.350904037795508	0.000806501852126265	205	200	155	2.32229	4.61703503732057	4.78593553177478e-07	0.34461068573875	0.00399810514292415	205	200	155	2.32229	4.61703503732057
SMPDL3A_TSS14511	0.000127875295580251	0.262507370411851	0.0295310349864367	203	201	159	2.05051	2.43421643827751	0.000151781513255696	0.26280902831094	0.0209598062302998	203	201	159	2.05051	2.43421643827751
ACAT2_TSS28311,TSS31949	5.14340645586157e-05	0.276907683840173	0.0221833541858378	209	208	208	9.64148	10.3028635885167	0.00118156397347393	0.22607620185415	0.04645857937574	209	208	208	9.64148	10.3028635885167
RPS6KA2_TSS20929,TSS3075	6.69068176313732e-06	0.306544570733169	0.0063363234327193	209	209	208	3.37722	3.47830947368421	0.00136657495584587	0.223245398354203	0.0487462062076261	209	209	208	3.37722	3.47830947368421
INSIG1_TSS32732	1.88796910939823e-05	0.291882554357285	0.0115242012046832	209	209	209	16.1222	17.8022933014354	6.11555525343224e-06	0.311402174572802	0.00684628839396081	209	209	209	16.1222	17.8022933014354
DOCK5_TSS22178	7.96754003526054e-07	0.334373395503128	0.00165817684774615	209	208	196	2.16704	2.3276639562201	3.6868859762549e-06	0.318318633228553	0.0052854726338186	209	208	196	2.16704	2.3276639562201
SQLE_TSS26036	0.000169016528017446	0.257928556566238	0.0339186603912514	209	209	209	5.73908	6.56221411483254	5.69017208396846e-07	0.342474035118845	0.00399810514292415	209	209	209	5.73908	6.56221411483254
ABCA1_TSS19198	0.00018915272417766	0.256056956736815	0.035439505537791	209	209	205	5.8488	6.4192870430622	0.000116386996282117	0.267186875647047	0.0184780621861317	209	209	205	5.8488	6.4192870430622
IDI1_TSS33497	8.26656718520299e-05	0.269506231673412	0.0257625534417263	208	208	208	16.8288	17.8935214832536	7.9422775625594e-07	0.338311552310642	0.00399810514292415	208	208	208	16.8288	17.8935214832536
MCM10_TSS19644	7.53749247579284e-05	0.270963189962559	0.0240917103257529	204	196	1	0.362924	0.399852063349282	1.94819072680408e-05	0.294876494632337	0.00978471017506324	204	196	1	0.362924	0.399852063349282
PAPSS2_TSS4097	6.3700797667783e-06	0.307219313549902	0.0062647284475585	209	209	208	3.32666	3.86016883253589	6.38296679135868e-06	0.310809222691463	0.00684628839396081	209	209	208	3.32666	3.86016883253589
PDLIM1_TSS23538	0.000219355633952438	-0.253572079915316	0.0384172846586564	209	209	209	160.686	165.61306937799	0.00049000233698739	-0.242515349527816	0.0327878265333368	209	209	209	160.686	165.61306937799
SFXN4_TSS29083	5.29207901969538e-05	0.276469135540659	0.0221833541858378	208	208	208	5.66678	5.66419928229665	0.000816193054870782	0.233124646476843	0.0403117126777923	208	208	208	5.66678	5.66419928229665
HTRA1_TSS17304	0.000329372396049749	0.246622320191265	0.0473532167156015	174	135	9	0.177177	0.298502291866029	0.000416399101051536	0.245435658975492	0.0303255496681628	174	135	9	0.177177	0.298502291866029
PLEKHA7_TSS5759	7.22948153426675e-05	0.271618860410757	0.0240917103257529	209	209	190	2.03717	2.31282423444976	0.000171688767171815	0.260751082303744	0.0216184067865948	209	209	190	2.03717	2.31282423444976
FADS1_TSS12651	0.000310543742580519	0.247640973149603	0.0451170653283174	209	209	209	11.9013	13.7663655980861	3.7220182077671e-06	0.31819058714122	0.0052854726338186	209	209	209	11.9013	13.7663655980861
FADS2_TSS14538,TSS20044,TSS23063	0.000164521392081802	0.258374701765428	0.0339186603912514	209	209	203	7.81713	9.5535348277512	0.000189104747933333	0.259125881964526	0.0224823556368554	209	209	203	7.81713	9.5535348277512
PELI3_TSS14501,TSS28537	6.42027100324766e-05	-0.273475266440826	0.023096505742693	209	209	209	9.90599	10.3773895215311	1.92382579471376e-05	-0.295061523889392	0.00978471017506324	209	209	209	9.90599	10.3773895215311
PLEKHB1_TSS17097,TSS35974,TSS6067	0.000242698467947808	-0.251861396233589	0.0408276304304306	209	208	205	3.37839	3.68126026172249	0.00106406342908457	-0.228093420214585	0.045050014050837	209	208	205	3.37839	3.68126026172249
ZC3H12C_TSS6750	4.32820465801859e-05	0.279547743835936	0.0204948505750992	204	164	5	0.209882	0.291283082870813	0.000221583628942705	0.256436783503376	0.0231551844746109	204	164	5	0.209882	0.291283082870813
OR8G5_TSS23320	2.79453498140837e-05	0.286123865328097	0.0156330220210015	68	45	8	0	0.126264702392344	0.000152518444459753	0.262728465203722	0.0209598062302998	68	45	8	0	0.126264702392344
BCAT1_TSS20438,TSS30784,TSS32092	7.42012745619695e-05	0.271210009082706	0.0240917103257529	209	209	185	2.32184	2.75543137799043	3.63132987267075e-06	0.318523506968284	0.0052854726338186	209	209	185	2.32184	2.75543137799043
ARNTL2_TSS3808	0.000177000938587202	0.257162736686658	0.0348147230744213	208	206	49	0.639262	0.729017996076555	2.82202529394244e-05	0.289370471568671	0.0115373379800418	208	206	49	0.639262	0.729017996076555
PLXNC1_TSS1135,TSS5112	2.8123543721786e-05	0.286029488470068	0.0156330220210015	209	209	178	2.22571	2.99771364114833	0.000242680156674435	0.254880661684508	0.0237276904813522	209	209	178	2.22571	2.99771364114833
CHST11_TSS3539	5.06383266355191e-05	0.277147331493609	0.0221833541858378	209	209	209	11.7907	13.0120266507177	1.09882340617926e-05	0.303169796127236	0.00798564047022604	209	209	209	11.7907	13.0120266507177
CMKLR1_TSS22814,TSS7058	3.79856103395603e-06	0.314224345678992	0.00485646028191278	209	208	172	2.14495	3.48928969138756	8.06471643901231e-05	0.273114424520631	0.01662407034384	209	208	172	2.14495	3.48928969138756
SDS_TSS12760	6.24779793337745e-06	0.307485199257945	0.0062647284475585	199	192	114	1.11377	2.37169808755981	5.23770148103658e-06	0.31353841359323	0.00684628839396081	199	192	114	1.11377	2.37169808755981
SLC7A1_TSS3015	4.80334905424754e-07	0.340604925119689	0.00136468483685677	209	209	203	2.52784	2.55805097129187	3.94422397514774e-05	0.284295802854451	0.0123646550144613	209	209	203	2.52784	2.55805097129187
LPAR6_TSS25909,TSS5480,TSS7289	1.04507006845527e-07	0.358607505471557	0.000806501852126265	209	209	208	7.16187	7.51318003827751	0.00056806422025147	0.239832291513252	0.0345794186601499	209	209	208	7.16187	7.51318003827751
RCBTB2_TSS14470	0.000218297629965445	0.253653573930029	0.0384172846586564	209	209	209	6.91756	6.95203234449761	0.000132508756782579	0.26505737071772	0.0197067192640462	209	209	209	6.91756	6.95203234449761
SPRY2_TSS27001	1.85493522123019e-07	0.351966122925071	0.000806501852126265	198	190	71	0.662398	0.936608148325359	0.000435110637819894	0.244650455833318	0.0311536779084435	198	190	71	0.662398	0.936608148325359
PLEKHG3_TSS17202	3.27568096280041e-06	-0.316198609068783	0.00440837695888455	209	209	209	7.45388	7.68578770334928	0.000699924068961021	-0.235991978496431	0.0374283663738759	209	209	209	7.45388	7.68578770334928
SIPA1L1_TSS10269,TSS21051,TSS36128	0.000103962093182821	0.265852813556199	0.0265831072268473	209	209	209	3.26989	3.51974827751196	0.000638855671647686	0.237679147306264	0.0360481011544956	209	209	209	3.26989	3.51974827751196
KCNK13_TSS23487	0.000273297745295218	0.249837452357351	0.0426608877564835	204	201	91	0.841357	0.956969688516746	0.000237607322448315	0.255242991418912	0.0237245342543022	204	201	91	0.841357	0.956969688516746
LGMN_TSS835	2.62936223008452e-05	0.287026754209436	0.0152801800507412	209	209	209	43.2905	53.7584148325359	0.000574411978005053	0.239629387713325	0.0347370976200726	209	209	209	43.2905	53.7584148325359
INAFM2_TSS4280	8.73494907783837e-05	0.2686325882106	0.0258441283814435	209	209	209	11.3222	11.0864384688995	0.000461039064187413	0.243612605999263	0.0321984139882362	209	209	209	11.3222	11.0864384688995
GATM_TSS21952	2.08279557964611e-07	0.350606365773134	0.000806501852126265	206	204	160	1.71601	2.04519791196172	0.000647508129220465	0.237431275488675	0.0362085132289903	206	204	160	1.71601	2.04519791196172
CSPG4_TSS34313	2.07153586916891e-07	-0.350670126563972	0.000806501852126265	209	208	183	2.69232	3.15999306555024	0.000402339981295108	-0.246047451598383	0.0298959658775705	209	208	183	2.69232	3.15999306555024
ODF3L1_TSS109	0.000113643340025281	-0.264419424009291	0.0282122349946256	206	205	180	2.3205	2.74379872583732	0.000171161226385151	-0.260802674863069	0.0216184067865948	206	205	180	2.3205	2.74379872583732
CHSY1_TSS7777	0.000186046019343089	0.256333207634147	0.035439505537791	209	209	209	4.20712	4.35076971291866	0.000247515046586714	0.254541832038029	0.0240419172543294	209	209	209	4.20712	4.35076971291866
HS3ST2_TSS15246	0.000151021254601805	0.259786545191842	0.0324210814512653	162	117	31	0.123074	0.584588838755981	9.2896233403211e-07	0.336334389890403	0.00399810514292415	162	117	31	0.123074	0.584588838755981
SPECC1_TSS11661,TSS21829,TSS9232	1.61809104018966e-05	0.294113970980483	0.0108880494467499	209	204	136	1.20581	1.33966531100478	0.000380288325516366	0.24704818101938	0.0291034427800115	209	204	136	1.20581	1.33966531100478
CCL2_TSS18066	0.000232572341021635	0.252583792330111	0.0401815862156973	209	209	206	16.0706	22.5119714736842	0.000485476192888234	0.24268279441125	0.0327878265333368	209	209	206	16.0706	22.5119714736842
AOC3_TSS29860,TSS5849	0.000288747648634435	-0.248894461596246	0.0438359188692495	209	209	209	52.3673	58.1172094736842	0.00047983359540017	-0.242893577970397	0.0325332268753946	209	209	209	52.3673	58.1172094736842
FAM20A_TSS19359,TSS6805	0.000123781473386298	0.263036095796197	0.0293064099489597	206	201	57	0.611654	0.891293261244019	0.000859427103526691	0.232153799180178	0.041061338678964	206	201	57	0.611654	0.891293261244019
CTIF_TSS34326	3.57232272237318e-05	-0.282453169455119	0.0175662100021312	207	207	207	3.09205	3.2458909569378	0.000304742803891174	-0.250940872068615	0.0264950027559943	207	207	207	3.09205	3.2458909569378
S1PR2_TSS26080	1.14814055900897e-05	0.299011607502759	0.00863469238054684	206	205	107	1.03218	1.09198094449761	0.000832690513519335	0.232748721854745	0.0403117126777923	206	205	107	1.03218	1.09198094449761
RGL3_TSS22698	1.66726231477564e-06	-0.325027827646394	0.00284212649258754	208	207	191	3.06079	3.38297424401914	0.000631243948441085	-0.237899780564437	0.0359359166282908	208	207	191	3.06079	3.38297424401914
TRIB3_TSS12636,TSS15112,TSS21067,TSS28778	4.4660618801722e-05	0.279070037739038	0.020763127686546	208	208	206	4.00152	4.63322618660287	0.000591618762282048	0.239089624206725	0.0352502731531269	208	208	206	4.00152	4.63322618660287
RASSF2_TSS28636,TSS36094	0.000119550710044894	0.263599987488459	0.0291576925220798	209	209	197	3.1514	4.31977766985646	0.000215020777249313	0.256949098479876	0.0230981113663085	209	209	197	3.1514	4.31977766985646
SDC4_TSS35139	6.74561741821303e-05	0.272703835810027	0.0231448369921359	209	209	207	10.0712	10.6220354258373	2.06711141760266e-05	0.294003666214046	0.00978471017506324	209	209	207	10.0712	10.6220354258373
TIMP3_TSS27536	0.000353798802777129	0.245378571302778	0.0481204009947404	183	66	8	0.0564244	0.206792026172249	0.000169781962091369	0.260938269169475	0.0216184067865948	183	66	8	0.0564244	0.206792026172249
RBBP7_TSS15591,TSS23077	0.000165568911991756	0.258269726424442	0.0339186603912514	209	209	209	19.632	19.5411065550239	0.000194200816208807	0.25867673568896	0.0226665162699238	209	209	209	19.632	19.5411065550239
GPR82_TSS36470	0.000101366656772935	0.266258348275373	0.0265491171553637	202	185	39	0.450755	0.724404706698565	0.000495946329151911	0.242297612476597	0.0329269717388364	202	185	39	0.450755	0.724404706698565
IQSEC2_TSS24617,TSS3634	6.7886694345334e-05	-0.272604385486988	0.0231448369921359	209	209	209	21.9236	22.1192535406699	0.000913114617288536	-0.231008931126152	0.0419599675290076	209	209	209	21.9236	22.1192535406699
GABRE_TSS30383	0.000213185876259222	-0.254052573906522	0.0383331467801463	199	187	85	0.728892	1.28686729090909	0.000863225228650738	-0.232070671954288	0.0410891993846211	199	187	85	0.728892	1.28686729090909
