tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	mean other	mean nonaccute stage I, untreated	Fold Change (other vs. nonaccute stage I, untreated)	CV	Wilcoxon P value	FDR	q values	fpkm>0_num	fpkm>0.1_num	fpkm>1_num	fpkm_median	fpkm_mean
IL36RN	-	-	IL36RN	IL36RN	TSS13106,TSS14426	chr2:113058637-113064743	-	-	0.0117746956521739	0.000472	24.9463890935888	3.14764789123779	0.00114841359097227	0.987433080383356	0.987433080383356	11	1	0	0	0.005887875
PROC	-	-	PROC	PROC	TSS22610	chr2:127418419-127429246	-	-	0.0761073260869565	0.174070456	-2.28717082769556	1.67000836279066	-0.0488264687416405	0.987433080383356	0.987433080383356	33	18	1	0.04749435	0.127129789583333
TUBA3E	-	-	TUBA3E	TUBA3E	TSS5172	chr2:130191744-130198461	-	-	0.0268609826086957	0.00401844	6.68443042790129	3.74484943233196	0.037142823101392	0.987433080383356	0.987433080383356	7	3	0	0	0.014963825
AMER3	-	-	AMER3	AMER3	TSS15849,TSS33839,TSS3721	chr2:130755503-130768134	-	-	0.00458825826086957	0.0013576424	3.37957790716434	1.69712927606023	0.0281281329691568	0.987433080383356	0.987433080383356	18	0	0	0	0.00290564583333333
LOC101929378	-	-	LOC101929378	LOC101929378	TSS30537	chr2:156020534-156254931	-	-	0.00862910434782609	0.00121126	7.12407274063875	2.77033876780903	0.037142823101392	0.987433080383356	0.987433080383356	7	0	0	0	0.00476564375
GAD1	-	-	GAD1	GAD1	TSS32734	chr2:170816689-170861149	-	-	0.0961073995652174	0.0469977588	2.04493580160289	1.42190267634439	0.0391415277933942	0.987433080383356	0.987433080383356	38	10	0	0.0383271	0.0705294616666667
EFHD1	-	-	EFHD1	EFHD1	TSS17162,TSS27077	chr2:232606056-232682781	-	-	0.0439545956521739	0.001781852	24.667927331885	3.20418390337284	0.0365215639437169	0.987433080383356	0.987433080383356	9	4	0	0	0.021989625
ATP2B2	-	-	ATP2B2	ATP2B2	TSS24639	chr3:10324022-10505584	-	-	0.0125832495652174	0.0042382656	2.96896201248393	2.17773659060161	0.0220277455858993	0.987433080383356	0.987433080383356	30	1	0	0.00468563	0.00823690375
TRIM71	-	-	TRIM71	TRIM71	TSS35043	chr3:32818017-32892279	-	-	0.00923510086956522	0.0014315416	6.45115787732974	1.66208652761555	0.000627975174202959	0.987433080383356	0.987433080383356	16	0	0	0	0.00517074708333333
ACVR2B-AS1	-	-	ACVR2B-AS1	ACVR2B-AS1	TSS23984	chr3:38451026-38454820	-	-	0.0414380739130435	0.085375752	-2.06032143721637	1.27775252074251	-0.0252407558011555	0.987433080383356	0.987433080383356	31	10	0	0.04492405	0.06432228125
CCK	-	-	CCK	CCK	TSS18831,TSS19814	chr3:42257825-42266170	-	-	0.0130476434782609	0	Inf	2.43732300501395	0.00156028345747839	0.987433080383356	0.987433080383356	8	0	0	0	0.00625199583333333
ZNF660	-	-	ZNF660	ZNF660	TSS855	chr3:44584963-44596065	-	-	0.0563778782608696	0.118298772	-2.0983189798774	1.64912856628398	-0.0342756603971158	0.987433080383356	0.987433080383356	33	12	0	0.0506186	0.08862834375
MIR5193	-	-	MIR5193	MIR5193	TSS7344	chr3:49806136-49806245	-	-	23.9656147831536	2.99464320301022	8.00282810288161	2.62270190442836	0.0143037397608545	0.987433080383356	0.987433080383356	23	19	19	0	13.0432337518289
LSMEM2	-	-	LSMEM2	LSMEM2	TSS35874	chr3:50279026-50288114	-	-	0.0322729166003517	0.0116867886778812	2.76148713644772	2.71501812833078	0.0402562156182113	0.987433080383356	0.987433080383356	48	4	0	2.3285e-07	0.021550974974065
LRTM1	-	-	LRTM1	LRTM1	TSS21041,TSS35468	chr3:54918353-54967088	-	-	0.00579144347826087	0	Inf	3.49204161019194	0.0330903769393744	0.987433080383356	0.987433080383356	4	0	0	0	0.00277506666666667
FAM172BP	-	-	FAM172BP	FAM172BP	TSS19390	chr3:101518866-101523887	-	-	0.0113664130434783	0.045686136	-4.01939783687638	2.19795418719717	-0.0237471596774039	0.987433080383356	0.987433080383356	24	3	0	0.00539015	0.02924126875
TMEM108-AS1	-	-	TMEM108-AS1	TMEM108-AS1	TSS22455	chr3:133246447-133257121	-	-	0.0145901534782609	0.003286924	4.43884722563128	1.88509946682769	0.0170288284446909	0.987433080383356	0.987433080383356	16	0	0	0	0.00870305479166667
SOX14	-	-	SOX14	SOX14	TSS3405	chr3:137764291-137766330	-	-	0.00873578260869565	0.001573792	5.55078600519996	2.26335105055729	0.024259090127088	0.987433080383356	0.987433080383356	10	0	0	0	0.00500557916666667
PRR23B	-	-	PRR23B	PRR23B	TSS26166	chr3:139019030-139020926	-	-	0.00401573043478261	0	Inf	3.42928844052864	0.0330903769393744	0.987433080383356	0.987433080383356	4	0	0	0	0.00192420416666667
PAQR9	-	-	PAQR9	PAQR9	TSS1840	chr3:142961230-142963336	-	-	0.0064803	0.000494772	13.0975479614853	2.55246329174822	0.0265102298151862	0.987433080383356	0.987433080383356	7	0	0	0	0.0033628375
PLSCR2	-	-	PLSCR2	PLSCR2	TSS30756,TSS8672	chr3:146433287-146495991	-	-	0.0495204695652174	0.00100306	49.3693992036542	4.2415317875681	0.0288860127231937	0.987433080383356	0.987433080383356	7	3	0	0	0.0242509854166667
TM4SF1	-	-	TM4SF1	TM4SF1	TSS21366	chr3:149369017-149377781	-	-	0.0859563086956522	0.173259536	-2.01566980515025	1.19091805805421	-0.0305663353349865	0.987433080383356	0.987433080383356	30	23	0	0.0719285	0.131426739583333
AHSG	-	-	AHSG	AHSG	TSS22030	chr3:186613060-186621318	-	-	0.00539785217391304	0	Inf	3.50060630128303	0.0330903769393744	0.987433080383356	0.987433080383356	4	0	0	0	0.00258647083333333
DOK7	-	-	DOK7	DOK7	TSS17726,TSS986	chr4:3463305-3501473	-	-	0.064406347826087	0.029371088	2.19284855317879	1.48095069244841	0.0297543633556593	0.987433080383356	0.987433080383356	29	9	0	0.0154038	0.0461588166666667
NSG1	-	-	NSG1	NSG1	TSS8438,TSS9749	chr4:4386255-4419058	-	-	0.127086434820719	0.271224696	-2.13417503121098	1.19702209892466	-0.030149369823096	0.987433080383356	0.987433080383356	43	26	1	0.1230785	0.202158445851595
LINC00682	-	-	LINC00682	LINC00682	TSS18005	chr4:41879520-41882611	-	-	0.00960042173913044	0.00206598	4.64690933074397	2.22948643758298	0.0454833867750342	0.987433080383356	0.987433080383356	9	0	0	0	0.00567623333333333
CSN1S1	-	-	CSN1S1	CSN1S1	TSS16951	chr4:69931080-69946570	-	-	0.109390208695652	0.001720264	63.5891983414477	3.87484091559925	0.0265102298151862	0.987433080383356	0.987433080383356	7	5	1	0	0.0533121125
FAM47E-STBD1	-	-	FAM47E-STBD1	FAM47E-STBD1	TSS26477	chr4:76251699-76311130	-	-	0.239417619617478	0.5720703193588	-2.38942447207021	1.65509003261024	-0.0423749041064242	0.987433080383356	0.987433080383356	48	31	3	0.190437	0.412674234066083
ETNPPL	-	-	ETNPPL	ETNPPL	TSS32500	chr4:108742045-108763079	-	-	0.00380647391304348	0	Inf	3.56162572479104	0.0330903769393744	0.987433080383356	0.987433080383356	4	0	0	0	0.00182393541666667
PP12613	-	-	PP12613	PP12613	TSS3830	chr4:121764584-121766808	-	-	0.0221838826086957	0	Inf	3.63760890515769	0.000688282335358086	0.987433080383356	0.987433080383356	9	2	0	0	0.0106297770833333
LOC101927305	-	-	LOC101927305	LOC101927305	TSS10319	chr4:131764837-131791482	-	-	0.0121679260869565	0	Inf	3.39194371508148	0.0330903769393744	0.987433080383356	0.987433080383356	4	0	0	0	0.00583046458333333
SLC7A11	-	-	SLC7A11	SLC7A11	TSS19111	chr4:138164093-138242349	-	-	0.0412279147826087	0.1233632268	-2.99222571528257	2.27208357126985	-0.0231845549660602	0.987433080383356	0.987433080383356	45	8	1	0.0528757	0.084006723125
APELA	-	-	APELA	APELA	TSS7850	chr4:164876987-164897527	-	-	0.014096047826087	0	Inf	4.1006638974932	0.0330903769393744	0.987433080383356	0.987433080383356	4	2	0	0	0.00675435625
GLRA3	-	-	GLRA3	GLRA3	TSS15599	chr4:174642010-174829315	-	-	0.00174874086956522	0	Inf	3.52103681763657	0.0330903769393744	0.987433080383356	0.987433080383356	4	0	0	0	0.000837938333333333
DBET	-	-	DBET	DBET	TSS9258	chr4:190064501-190067864	-	-	0.0121212247826087	0.0058493976	2.07221762162461	2.71270838026285	0.0391538741969975	0.987433080383356	0.987433080383356	12	1	0	0	0.008854648125
LOC100996325	-	-	LOC100996325	LOC100996325	TSS16003	chr5:602168-612210	-	-	0.010422652173913	0	Inf	2.77575614314948	0.00745588778168321	0.987433080383356	0.987433080383356	6	0	0	0	0.0049941875
IRX1	-	-	IRX1	IRX1	TSS31445	chr5:3596053-3601403	-	-	0.0193634565217391	0.004017448	4.81983998840536	2.00884463268986	0.0159226586483816	0.987433080383356	0.987433080383356	16	1	0	0	0.01137074375
LOC340107	-	-	LOC340107	LOC340107	TSS30499	chr5:24835279-24840583	-	-	0.00583370434782609	0.001093696	5.33393589061868	2.19664333170818	0.0338900122360825	0.987433080383356	0.987433080383356	9	0	0	0	0.00336495
LINC01021	-	-	LINC01021	LINC01021	TSS29291	chr5:27472291-27496401	-	-	0.015362852173913	0.00411554	3.73288855749502	2.3616612412747	0.0488554586032124	0.987433080383356	0.987433080383356	9	0	0	0	0.00950487708333333
GHR	-	-	GHR	GHR	TSS10864,TSS15861,TSS18684,TSS19104,TSS19547,TSS2285,TSS2709,TSS3217,TSS4894	chr5:42423774-42721878	-	-	0.0039404047826087	0	Inf	2.88194173492687	0.00745588778168321	0.987433080383356	0.987433080383356	6	0	0	0	0.001888110625
HCN1	-	-	HCN1	HCN1	TSS35882	chr5:45254949-45696118	-	-	0.00452182565217391	0.000857766	5.27163078528866	1.74378442829471	0.00885072805048656	0.987433080383356	0.987433080383356	19	0	0	0	0.00261346125
HSPB3	-	-	HSPB3	HSPB3	TSS29409	chr5:54455600-54456384	-	-	0.0497915391304348	0	Inf	4.66322937396497	0.0330903769393744	0.987433080383356	0.987433080383356	4	2	0	0	0.0238584458333333
RAB3C	-	-	RAB3C	RAB3C	TSS16711	chr5:58583111-58851579	-	-	0.139743	0.390401672	-2.79371182814166	1.93322913588004	-0.0148474352920889	0.987433080383356	0.987433080383356	27	19	4	0.0548972	0.270294391666667
GUSBP3	-	-	GUSBP3	GUSBP3	TSS22006	chr5:70219188-70585802	-	-	0.0414778443314872	0.104898123879918	-2.52901580519906	2.49236940934718	-0.0325150588851251	0.987433080383356	0.987433080383356	42	10	1	3.094615e-08	0.074509239929628
TMEM174	-	-	TMEM174	TMEM174	TSS1690	chr5:73173195-73175143	-	-	0.00585936956521739	0	Inf	3.10134116984889	0.0158169695853268	0.987433080383356	0.987433080383356	5	0	0	0	0.00280761458333333
KIAA0825	-	-	KIAA0825	KIAA0825	TSS1972	chr5:94150850-94618604	-	-	0.33466572173913	0.67892062	-2.02865299879506	0.923343480928755	-0.00224531276956389	0.987433080383356	0.987433080383356	47	42	3	0.4322605	0.513965147916667
NRG2	-	-	NRG2	NRG2	TSS16692	chr5:139846778-140043299	-	-	0.00945135086956522	0.0033469336	2.82388358991204	1.3673641594737	0.0107993829230432	0.987433080383356	0.987433080383356	21	0	0	0	0.006271966875
SMIM23	-	-	SMIM23	SMIM23	TSS21486	chr5:171785871-171791088	-	-	0.0325210347826087	0	Inf	3.38227623280108	0.0158169695853268	0.987433080383356	0.987433080383356	5	3	0	0	0.0155829958333333
COL23A1	-	-	COL23A1	COL23A1	TSS1875	chr5:178237615-178590555	-	-	0.0429094260869565	0.010667536	4.02243086753647	1.57480826413747	0.01116834581177	0.987433080383356	0.987433080383356	25	2	0	0.01289175	0.026116775
GRM6	-	-	GRM6	GRM6	TSS12537	chr5:178978328-178995123	-	-	0.00733193913043478	0.0021648972	3.38673777694146	1.40296545198238	0.00413261510729579	0.987433080383356	0.987433080383356	24	0	0	0.00157924	0.00464077145833333
HUS1B	-	-	HUS1B	HUS1B	TSS735	chr6:655938-656964	-	-	0.0867673695652174	0.342891816	-3.95185215039014	3.07246639038857	-0.0458181178971702	0.987433080383356	0.987433080383356	26	18	1	0.04602265	0.22016551875
BLOC1S5-TXNDC5	-	-	BLOC1S5-TXNDC5	BLOC1S5-TXNDC5	TSS31813	chr6:7881249-8064414	-	-	2.11496537392783	0.719058840931959	2.94129666938892	1.92911990592883	0.0187085395472194	0.987433080383356	0.987433080383356	48	24	14	0.11027725	1.38793072132581
LINC01108	-	-	LINC01108	LINC01108	TSS22910	chr6:14280126-14285454	-	-	0.00494437652173913	0.0141636436	-2.86459648405136	1.57104761265247	-0.0114784373531493	0.987433080383356	0.987433080383356	18	0	0	0	0.009746078125
LOC100131289	-	-	LOC100131289	LOC100131289	TSS2348	chr6:27761743-27763187	-	-	0.438058356521739	0.943790544	-2.15448588058875	0.918880931254551	-0.00716617568033031	0.987433080383356	0.987433080383356	40	37	13	0.5972115	0.7014605375
HIST1H1B	-	-	HIST1H1B	HIST1H1B	TSS1925	chr6:27866791-27867581	-	-	0.0921688173913044	0.017751448	5.19218586513643	2.28639745454003	0.0226267759426147	0.987433080383356	0.987433080383356	12	10	0	0	0.0534097708333333
ZNF192P1	-	-	ZNF192P1	ZNF192P1	TSS20811	chr6:28161760-28169595	-	-	0.184481547826087	0.429948168	-2.33057545899017	0.906480339417842	-0.00207221316052772	0.987433080383356	0.987433080383356	41	34	1	0.2670235	0.312328745833333
SNORD84	-	-	SNORD84	SNORD84	TSS30921	chr6:31541100-31541178	-	-	13.1008608695652	3.501516	3.74148250916609	1.83836908223715	0.0396956140944016	0.987433080383356	0.987433080383356	13	13	13	0	8.10120208333333
TULP1	-	-	TULP1	TULP1	TSS19421	chr6:35497873-35512902	-	-	0.0090161347826087	0.00106736	8.44713572047734	2.76185307620625	0.0341914422698278	0.987433080383356	0.987433080383356	7	0	0	0	0.00487614791666667
LOC285847	-	-	LOC285847	LOC285847	TSS1287	chr6:35726761-35736947	-	-	0.038069647826087	0.001010644	37.6687021602928	3.06089828922683	0.00699293558058636	0.987433080383356	0.987433080383356	9	4	0	0	0.0187680833333333
IL17F	-	-	IL17F	IL17F	TSS32170	chr6:52236685-52244500	-	-	0.0104054652173913	0	Inf	3.64487806238904	0.0330903769393744	0.987433080383356	0.987433080383356	4	1	0	0	0.00498595208333333
HMGCLL1	-	-	HMGCLL1	HMGCLL1	TSS32675	chr6:55434372-55579214	-	-	0.00835189130434783	0.000531848	15.7035305281731	2.09390407196783	0.00249966575854899	0.987433080383356	0.987433080383356	10	0	0	0	0.00427895208333333
LOC101930010	-	-	LOC101930010	LOC101930010	TSS35891	chr6:56843985-56864338	-	-	0.0271901086956522	0.003010212	9.03262251816556	2.88617148237968	0.037142823101392	0.987433080383356	0.987433080383356	7	2	0	0	0.0145964125
B3GAT2	-	-	B3GAT2	B3GAT2	TSS1966	chr6:70861365-70957085	-	-	0.0095184652173913	0.003126432	3.04451375158369	2.1337177671871	0.0107839887146933	0.987433080383356	0.987433080383356	28	0	0	2.03553000000568e-258	0.00618928125
EPHA7	-	-	EPHA7	EPHA7	TSS32690	chr6:93240020-93419582	-	-	0.00831092043478261	0.0018493192	4.49404323211623	1.9424567069582	0.034884616433177	0.987433080383356	0.987433080383356	15	0	0	0	0.004945503125
LINC00326	-	-	LINC00326	LINC00326	TSS25969	chr6:133088079-133106578	-	-	0.0343270652173913	0.00707464	4.85212890230334	3.56664868287622	0.037142823101392	0.987433080383356	0.987433080383356	7	3	0	0	0.02013309375
UNC93A	-	-	UNC93A	UNC93A	TSS16921	chr6:167291314-167316014	-	-	0.00343441739130435	0	Inf	3.6813398289754	0.0330903769393744	0.987433080383356	0.987433080383356	4	0	0	0	0.00164565833333333
UNCX	-	-	UNCX	UNCX	TSS20072	chr7:1233017-1236977	-	-	0.0176522565217391	0.00634226	2.78327544467416	1.80975142093157	0.0463158173296236	0.987433080383356	0.987433080383356	16	1	0	0	0.0117616333333333
GPR146	-	-	GPR146	GPR146	TSS23440,TSS26040	chr7:1044572-1059269	-	-	0.672193826086957	0.26402128	2.54598351347648	1.75358943846659	0.0360195786858562	0.987433080383356	0.987433080383356	42	41	3	0.3452815	0.459603958333333
LOC100131257	-	-	LOC100131257	LOC100131257	TSS17806	chr7:7075769-7096786	-	-	0.00365589347826087	0.0015149512	2.41320874115342	1.31406278687511	0.00532695521728119	0.987433080383356	0.987433080383356	31	0	0	0.001896925	0.002540819375
STEAP1B	-	-	STEAP1B	STEAP1B	TSS11090	chr7:22419443-22500282	-	-	0.033816152173913	0.083046864	-2.4558342289477	1.69662216900559	-0.0218238785781709	0.987433080383356	0.987433080383356	20	11	0	0	0.0594571479166667
TBX20	-	-	TBX20	TBX20	TSS32171	chr7:35202429-35254100	-	-	0.278492560869565	0.137299512	2.02835798039519	0.9936323714629	0.0184596338244589	0.987433080383356	0.987433080383356	41	30	0	0.1545485	0.204954514583333
LOC101927446	-	-	LOC101927446	LOC101927446	TSS27119	chr7:90335222-90344096	-	-	0.00638487391304348	0.0003041724	20.9909706240391	3.02558214157147	0.0120215802332537	0.987433080383356	0.987433080383356	8	0	0	0	0.003217841875
LOC102723885	-	-	LOC102723885	LOC102723885	TSS4481	chr7:88216659-88219224	-	-	0.199982826086957	0.055929456	3.57562616176629	1.54452295006446	0.00177236339100048	0.987433080383356	0.987433080383356	27	21	0	0.0902645	0.124955029166667
ZAN	-	-	ZAN	ZAN	TSS2608	chr7:100733625-100797797	-	-	0.00774995391304348	0.0031741476	2.44158586482981	0.967966285953759	0.00242953042965071	0.987433080383356	0.987433080383356	30	0	0	0.004530315	0.00536672145833333
SPDYE2	-	-	SPDYE2	SPDYE2	TSS6978	chr7:102551231-102562310	-	-	0.0846281869565217	0.218682088	-2.5840337110418	1.30244880580506	-0.00450618376275829	0.987433080383356	0.987433080383356	42	23	1	0.0852999	0.154447927083333
SPDYE2B	-	-	SPDYE2B	SPDYE2B	TSS6418	chr7:102650324-102661400	-	-	0.0628295608695652	0.129525464	-2.06153699321401	1.17591999992103	-0.0298630437855581	0.987433080383356	0.987433080383356	40	18	0	0.06872945	0.0975670104166667
LVCAT5	-	-	LVCAT5	LVCAT5	TSS26922	chr7:119619429-119907375	-	-	0.0187618434782609	0.003615908	5.18869492206684	2.0065873293624	0.029871671651981	0.987433080383356	0.987433080383356	14	0	0	0	0.0108733354166667
OPN1SW	-	-	OPN1SW	OPN1SW	TSS6573	chr7:128772488-128775790	-	-	0.00954765652173913	0.001579584	6.04441202350691	2.79350551339805	0.018644988146775	0.987433080383356	0.987433080383356	8	0	0	0	0.00539761875
OR9A4	-	-	OR9A4	OR9A4	TSS23971	chr7:141918875-141919820	-	-	0.0442746391304348	0.01137224	3.89322060829131	2.66954851717823	0.0326210153101018	0.987433080383356	0.987433080383356	10	5	0	0	0.0271379729166667
RNY5	-	-	RNY5	RNY5	TSS33851	chr7:148941487-148941571	-	-	25.6649391304348	3.967796	6.46831115572342	2.57949544196353	0.00550701126751911	0.987433080383356	0.987433080383356	14	14	14	0	14.36434375
GALNTL5	-	-	GALNTL5	GALNTL5	TSS30324	chr7:151956378-152019934	-	-	0.0098124652173913	0.001489308	6.58860706945192	2.11605745023655	0.0164688580351522	0.987433080383356	0.987433080383356	10	0	0	0	0.0054774875
FAM87A	-	-	FAM87A	FAM87A	TSS36010	chr8:375930-383174	-	-	0.0193333834782609	0.0053625612	3.60525181106761	1.68797813475958	0.0273808984166428	0.987433080383356	0.987433080383356	24	0	0	0.00340765	0.0120569135416667
LOC729732	-	-	LOC729732	LOC729732	TSS17656	chr8:12537078-12665611	-	-	0.0707868304347826	0.0301280104	2.34953551512258	1.19036194869175	0.0306521255659835	0.987433080383356	0.987433080383356	40	7	0	0.0309893	0.0496103616666667
LOC101929294	-	-	LOC101929294	LOC101929294	TSS29498	chr8:24295813-24548618	-	-	0.0387126	0.002046868	18.9130906340809	3.56237565241542	0.0288860127231937	0.987433080383356	0.987433080383356	7	3	0	0	0.0196158645833333
ZNF703	-	-	ZNF703	ZNF703	TSS7115	chr8:37695750-37700021	-	-	0.271796260869565	0.091984992	2.95478919941163	1.47663639432836	0.0126841514001012	0.987433080383356	0.987433080383356	40	23	1	0.09187265	0.178144558333333
FGFR1	-	-	FGFR1	FGFR1	TSS30193,TSS9219	chr8:38411137-38468834	-	-	2.36815213043478	1.166580188	2.02999515575074	0.857391912863509	0.00790861288588519	0.987433080383356	0.987433080383356	48	47	30	1.24732	1.74233341041667
