tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	mean other	mean nonaccute stage I, untreated	Fold Change (other vs. nonaccute stage I, untreated)	CV	Wilcoxon P value	FDR	q values	fpkm>0_num	fpkm>0.1_num	fpkm>1_num	fpkm_median	fpkm_mean
FAM150B	-	-	FAM150B	FAM150B	TSS9895	chr2:279560-288308	-	-	0.0207776333333333	0.000787336	26.3897920752174	1.9935291902731	0.000531639542877977	0.985305471778545	0.985305471778545	19	1	0	0	0.0133185671641791
SDC1	-	-	SDC1	SDC1	TSS22595,TSS27290	chr2:20200796-20225433	-	-	0.19132880952381	0.067479728	2.83535241167258	1.6365781686198	0.0296379243342466	0.985305471778545	0.985305471778545	53	30	1	0.0869676	0.145116465671642
FLJ31356	-	-	FLJ31356	FLJ31356	TSS11158	chr2:28384408-28394672	-	-	0.0270315342857143	0.0051613728	5.23727607618545	2.03843163281721	0.00467544304928606	0.985305471778545	0.985305471778545	28	5	0	0	0.0188710262686567
EHD3	-	-	EHD3	EHD3	TSS33716	chr2:31234013-31268394	-	-	0.507165328571429	0.216189364	2.34593098933132	1.58539149270503	0.00635334654170297	0.985305471778545	0.985305471778545	65	61	5	0.260983	0.398592207462687
PLGLB1	-	-	PLGLB1	PLGLB1	TSS34358	chr2:87010464-87021846	-	-	0.028051035952381	0.073380086	-2.61594923355304	2.37125124870628	-0.0210148577033741	0.985305471778545	0.985305471778545	55	5	0	0.0143431	0.044964860597015
PLGLB1	-	-	PLGLB1	PLGLB1	TSS8591	chr2:87748090-87759475	-	-	0.0252588319104048	0.0547299076	-2.16676320560395	1.43729113059426	-0.0258648535052891	0.985305471778545	0.985305471778545	56	8	0	0.019787	0.0362555019438358
LINC01123	-	-	LINC01123	LINC01123	TSS16463	chr2:109986979-109995281	-	-	0.028549474047619	0.076350488	-2.67432205135027	1.64383595043777	-0.0416129477943119	0.985305471778545	0.985305471778545	41	9	0	0.0175938	0.0463856732835821
HOXD3	-	-	HOXD3	HOXD3	TSS27140	chr2:176164076-176173098	-	-	0.00491169047619048	0	Inf	3.36493180195064	0.0142992850930003	0.985305471778545	0.985305471778545	9	0	0	0	0.00307897014925373
SLC40A1	-	-	SLC40A1	SLC40A1	TSS18329	chr2:189560589-189580811	-	-	5.77397776190476	2.3915626072	2.41431177445312	1.54060559025221	0.0282061274266737	0.985305471778545	0.985305471778545	67	65	48	2.24541	4.51188255492537
EFHD1	-	-	EFHD1	EFHD1	TSS17162,TSS27077	chr2:232606056-232682781	-	-	0.0385144119047619	0.001781852	21.614820930561	2.89882881458114	0.00285100379950321	0.985305471778545	0.985305471778545	19	4	0	0	0.0248082328358209
SRGAP3	-	-	SRGAP3	SRGAP3	TSS19094	chr3:8980590-9249685	-	-	0.408359861904762	0.1982144536	2.0601921529337	0.919322513598516	0.00652593060833662	0.985305471778545	0.985305471778545	66	58	4	0.238664	0.329947396119403
CAND2	-	-	CAND2	CAND2	TSS22328	chr3:12796671-12834814	-	-	0.0704538785714286	0.0196876008	3.57859138282754	2.01492629246767	0.018797247830343	0.985305471778545	0.985305471778545	51	10	0	0.0174987	0.0515112376119403
FBLN2	-	-	FBLN2	FBLN2	TSS32991,TSS462	chr3:13549124-13638422	-	-	0.0423933919047619	0.01013526	4.18276313629467	2.37182830818478	0.0233663089867554	0.985305471778545	0.985305471778545	30	6	0	0	0.0303567755223881
VENTXP7	-	-	VENTXP7	VENTXP7	TSS32849	chr3:21405725-21406685	-	-	0.00808056666666667	0	Inf	3.05639865691021	0.0336354527668017	0.985305471778545	0.985305471778545	7	0	0	0	0.00506542985074627
LSMEM2	-	-	LSMEM2	LSMEM2	TSS35874	chr3:50279026-50288114	-	-	0.0837277006815785	0.0116867886778812	7.16430347029756	3.32938779310592	0.0132815845889011	0.985305471778545	0.985305471778545	66	9	1	2.40404e-07	0.0568467633667661
WNT5A	-	-	WNT5A	WNT5A	TSS19997,TSS3044	chr3:55465714-55487642	-	-	0.132970080952381	0.0626347388	2.12294460709687	0.957236437882462	0.00586964818979158	0.985305471778545	0.985305471778545	64	27	0	0.0754276	0.106725550298507
AHSG	-	-	AHSG	AHSG	TSS22030	chr3:186613060-186621318	-	-	0.00465438571428571	0	Inf	3.25073141582393	0.0336354527668017	0.985305471778545	0.985305471778545	7	0	0	0	0.00291767462686567
ZNF876P	-	-	ZNF876P	ZNF876P	TSS5734	chr4:212599-255984	-	-	0.0747352976190476	0.03596856	2.07779509713616	1.27892220662003	0.0213621279226942	0.985305471778545	0.985305471778545	48	13	0	0.0422977	0.0602700970149254
DOK7	-	-	DOK7	DOK7	TSS17726,TSS986	chr4:3463305-3501473	-	-	0.0758818928571428	0.029371088	2.58355743774772	1.80480123157989	0.0231368768366317	0.985305471778545	0.985305471778545	41	14	0	0.0164761	0.0585271149253731
TMEM150C	-	-	TMEM150C	TMEM150C	TSS10790	chr4:82484450-82561973	-	-	0.0420179095238095	0.085496572	-2.0347650078011	1.90193925427939	-0.0316944953874598	0.985305471778545	0.985305471778545	34	13	0	0.0184211	0.0582412910447761
BMPR1B	-	-	BMPR1B	BMPR1B	TSS14985,TSS33371,TSS35711,TSS7928	chr4:94757976-95158450	-	-	0.0265565397619048	0.0098228544	2.70354610589614	1.84223090140445	0.0266431840557693	0.985305471778545	0.985305471778545	44	3	0	0.00815575	0.0203126273134328
PP12613	-	-	PP12613	PP12613	TSS3830	chr4:121764584-121766808	-	-	0.0045168260917381	0	Inf	2.58211388541098	0.00590192429000656	0.985305471778545	0.985305471778545	11	0	0	0	0.00283144322168657
CLDN22	-	-	CLDN22	CLDN22	TSS1467	chr4:183318066-183320774	-	-	4.79313673809524e-08	8.288071816e-09	5.78317471723901	2.74228864368454	0.00359051183393134	0.985305471778545	0.985305471778545	60	0	0	1.00257e-08	3.31390929164179e-08
LOC729506	-	-	LOC729506	LOC729506	TSS7905	chr5:8333482-8457564	-	-	0.0213657595238095	0.003294	6.48626579350623	3.03881444412758	0.0276081157549776	0.985305471778545	0.985305471778545	15	3	0	0	0.0146225656716418
GDNF	-	-	GDNF	GDNF	TSS17286,TSS25009,TSS2919,TSS32274	chr5:37812676-37839680	-	-	0.00710612714285714	0.0017638576	4.02874197035925	2.40202178820746	0.0239519064237495	0.985305471778545	0.985305471778545	19	0	0	0	0.00511274298507463
CCDC152	-	-	CCDC152	CCDC152	TSS22789	chr5:42756817-42802437	-	-	0.294080572142857	0.094850376	3.1004681746634	2.75269345795212	0.0272611590368485	0.985305471778545	0.985305471778545	67	37	1	0.131183	0.219740946716418
HCN1	-	-	HCN1	HCN1	TSS35882	chr5:45254949-45696118	-	-	0.00313052166666667	0.000857766	3.6496220025819	1.2737757575127	0.00229412807329569	0.985305471778545	0.985305471778545	30	0	0	0	0.00228247850746269
CDC20B	-	-	CDC20B	CDC20B	TSS6570	chr5:55112970-55173177	-	-	0.0145942214285714	0.035260716	-2.41607379828905	2.04031586683433	-0.00637023676895253	0.985305471778545	0.985305471778545	24	3	0	0	0.0223056
GUSBP9	-	-	GUSBP9	GUSBP9	TSS16706	chr5:71220225-71259295	-	-	0.165617861904762	0.080022916	2.06963042817337	1.12597201982419	0.0140561007899276	0.985305471778545	0.985305471778545	46	32	0	0.0916711	0.133679449253731
ANKRD31	-	-	ANKRD31	ANKRD31	TSS6285	chr5:75068296-75236878	-	-	0.00421224285714286	0.0087610868	-2.07991018018904	1.57043546864054	-0.0301676404486648	0.985305471778545	0.985305471778545	30	0	0	0	0.00590957268656716
PRDM6	-	-	PRDM6	PRDM6	TSS24847	chr5:123089145-123188051	-	-	0.104184778571429	0.0447165204	2.32989458123018	1.5673247424465	0.0443932437682207	0.985305471778545	0.985305471778545	47	21	0	0.0618413	0.08199513
PCDHB5	-	-	PCDHB5	PCDHB5	TSS30477	chr5:141135205-141138127	-	-	0.00573336666666667	0.0007755104	7.39302357088527	2.52902756884361	0.0465121079162724	0.985305471778545	0.985305471778545	13	0	0	0	0.00388342029850746
PCDHGB1	-	-	PCDHGB1	PCDHGB1	TSS27151	chr5:141350260-141512979	-	-	0.00424314876944071	0.002083416	2.0366305958295	2.76869121298907	0.0273878224121328	0.985305471778545	0.985305471778545	51	0	0	1.44131e-198	0.00343727833308224
CTB-178M22.2	-	-	CTB-178M22.2	CTB-178M22.2	TSS30487	chr5:168229582-168232372	-	-	5.78820971428571	2.016681224	2.87016591685475	1.3135072014099	0.00515621639754399	0.985305471778545	0.985305471778545	58	57	37	1.4541	4.3809229641791
HUS1B	-	-	HUS1B	HUS1B	TSS735	chr6:655938-656964	-	-	0.1014449	0.342891816	-3.38007939285267	3.04037186337794	-0.0316944953874598	0.985305471778545	0.985305471778545	34	25	1	0.0256891	0.191537032835821
SYCP2L	-	-	SYCP2L	SYCP2L	TSS17146	chr6:10886830-10974308	-	-	0.0515049	0.015456356	3.33227961364244	1.74134059207767	0.0363929562872474	0.985305471778545	0.985305471778545	33	7	0	0	0.0380539507462687
RBM24	-	-	RBM24	RBM24	TSS23725,TSS31882,TSS7848	chr6:17281577-17293868	-	-	0.122818795238095	0.292540484	-2.38188693703504	1.4706275461664	-0.01166108982263	0.985305471778545	0.985305471778545	55	33	1	0.0977156	0.18614778358209
HIST1H4A	-	-	HIST1H4A	HIST1H4A	TSS4370	chr6:26021678-26022050	-	-	0.320499071428571	0.0910698	3.51926842299611	1.87931407314568	0.0409416180883935	0.985305471778545	0.985305471778545	23	23	5	0	0.234891134328358
LOC100507547	-	-	LOC100507547	LOC100507547	TSS11796	chr6:32152801-32154365	-	-	0.0491312285714286	0.387214848	-7.88123682755164	5.31936553257643	-0.0406299002284007	0.985305471778545	0.985305471778545	28	18	1	0	0.175281832835821
PGC	-	-	PGC	PGC	TSS6668	chr6:41736710-41747401	-	-	0.0720879238095238	0.145178592	-2.01391001887642	1.37350860701883	-0.0370494285520346	0.985305471778545	0.985305471778545	40	23	0	0.0401651	0.0993605611940298
LOC101927136	-	-	LOC101927136	LOC101927136	TSS10885	chr6:53561288-53573275	-	-	0.00504232023809524	0.00040402	12.4803728481145	2.90085349750782	0.0481308473744654	0.985305471778545	0.985305471778545	10	0	0	0	0.00331161119402985
LOC101928936	-	-	LOC101928936	LOC101928936	TSS3046	chr6:88525923-88539369	-	-	0.00148183285714286	0	Inf	2.99791460020393	0.0336354527668017	0.985305471778545	0.985305471778545	7	0	0	0	0.000928910149253731
SLC22A3	-	-	SLC22A3	SLC22A3	TSS6304	chr6:160348372-160452579	-	-	0.0168049269047619	0.0039479344	4.25663782679923	2.46946713293546	0.0194473231802159	0.985305471778545	0.985305471778545	22	2	0	0	0.012007541641791
LINC00242	-	-	LINC00242	LINC00242	TSS25421	chr6:169788789-169798825	-	-	0.0300108412113333	0.0745348188	-2.48359645353268	1.57170985777997	-0.0194960285833165	0.985305471778545	0.985305471778545	43	9	0	0.0167492	0.0466242656847164
LOC100131257	-	-	LOC100131257	LOC100131257	TSS17806	chr7:7075769-7096786	-	-	0.00354913952380952	0.0015149512	2.34274181492415	1.39286519690935	0.0224410123601356	0.985305471778545	0.985305471778545	43	0	0	0.00176395	0.00279011402985075
LOC100505938	-	-	LOC100505938	LOC100505938	TSS12717	chr7:8262224-8343281	-	-	0.0228965642857143	0.002951136	7.75855951257898	2.1261943290485	0.0148447686729474	0.985305471778545	0.985305471778545	16	3	0	0	0.0154542402985075
LOC100506178	-	-	LOC100506178	LOC100506178	TSS23162	chr7:22563336-22573998	-	-	0.205175826190476	0.048836152	4.20131025455233	3.12787994260441	0.0343894459940398	0.985305471778545	0.985305471778545	47	21	1	0.0500745	0.146840126865672
GTF2IRD1P1	-	-	GTF2IRD1P1	GTF2IRD1P1	TSS19746	chr7:66809992-66844826	-	-	0.0626301166666667	0.026201392	2.39033547021726	2.04980429587762	0.0368139311419989	0.985305471778545	0.985305471778545	66	9	0	2.41903e-46	0.0490373089552239
WBSCR17	-	-	WBSCR17	WBSCR17	TSS33066	chr7:71132536-71713601	-	-	0.00333197595238095	0.0003408724	9.7748481613089	2.81177797985851	0.0481308473744654	0.985305471778545	0.985305471778545	10	0	0	0	0.00221589253731343
LOC101927446	-	-	LOC101927446	LOC101927446	TSS27119	chr7:90335222-90344096	-	-	0.0061106	0.0003041724	20.0892651667278	3.84041025304182	0.0292249339606447	0.985305471778545	0.985305471778545	11	1	0	0	0.00394402253731343
CYP3A7-CYP3A51P	-	-	CYP3A7-CYP3A51P	CYP3A7-CYP3A51P	TSS13096	chr7:99684678-99735200	-	-	0.0204302660603905	0.006226295245804	3.2812877086352	2.71339569139665	0.0499016873775314	0.985305471778545	0.985305471778545	57	4	0	1.28718e-06	0.0151302769504701
SLC26A5	-	-	SLC26A5	SLC26A5	TSS16261,TSS1737	chr7:103352729-103446177	-	-	0.0373940904761905	0.098767968	-2.64127210321875	1.81225028283865	-0.0247714735949381	0.985305471778545	0.985305471778545	34	15	0	0.0139998	0.0602947910447761
LOC100129148	-	-	LOC100129148	LOC100129148	TSS5170	chr7:139417462-139427526	-	-	0.0476449523809524	0.55308008	-11.6083667284997	3.82473240694639	-0.0298620073346337	0.985305471778545	0.985305471778545	62	15	4	1.36609e-65	0.236240149253731
TAS2R5	-	-	TAS2R5	TAS2R5	TSS4552	chr7:141790216-141791366	-	-	0.560989235714286	0.2686436	2.08822855156157	1.30346902384363	0.0251568911302791	0.985305471778545	0.985305471778545	58	52	6	0.282805	0.451905043283582
RNY5	-	-	RNY5	RNY5	TSS33851	chr7:148941487-148941571	-	-	17.0378023809524	3.967796	4.29402176446379	2.23350257762577	0.0184870970652441	0.985305471778545	0.985305471778545	19	19	19	0	12.1609343283582
LOC102467222	-	-	LOC102467222	LOC102467222	TSS6930	chr8:20953632-20968938	-	-	0.0379989404761905	0	Inf	3.86570133333759	0.0219988921230292	0.985305471778545	0.985305471778545	8	4	0	0	0.0238202313432836
UG0898H09	-	-	UG0898H09	UG0898H09	TSS9933	chr8:62977860-62984901	-	-	0.0013955330952381	0.0002897516	4.81630850438132	2.00202448470248	0.0320805469625186	0.985305471778545	0.985305471778545	14	0	0	0	0.000982928059701493
OSR2	-	-	OSR2	OSR2	TSS35288	chr8:98944402-98952104	-	-	0.0266926285714286	0.005463992	4.88518807703755	2.76236794152225	0.0269286721025429	0.985305471778545	0.985305471778545	23	1	0	0	0.0187714955223881
RIMS2	-	-	RIMS2	RIMS2	TSS22176,TSS23314,TSS30802	chr8:103500747-104254428	-	-	0.00893642523809524	0.0020673188	4.32271270308926	1.68149691140007	0.00514260020983794	0.985305471778545	0.985305471778545	27	0	0	0	0.00637332582089552
LOC286297	-	-	LOC286297	LOC286297	TSS34571	chr9:63112402-63127100	-	-	0.00423310476190476	0.0133668504	-3.15769421071104	1.81498830519417	-0.00438236602838705	0.985305471778545	0.985305471778545	22	0	0	0	0.00764121880597015
SHC3	-	-	SHC3	SHC3	TSS33400	chr9:89005770-89178767	-	-	0.012952500952381	0.0036932008	3.50712069389267	1.49090246019872	0.00627918481573957	0.985305471778545	0.985305471778545	44	0	0	0.00383796	0.00949753820895522
LOC100499484	-	-	LOC100499484	LOC100499484	TSS29795	chr9:97238425-97297314	-	-	0.198507242857143	0.56074628	-2.82481521545058	2.25110990303543	-0.0145353975449519	0.985305471778545	0.985305471778545	65	55	2	0.226887	0.333671062686567
PPP3R2	-	-	PPP3R2	PPP3R2	TSS10445	chr9:101591614-101595001	-	-	0.0233329738095238	0.01041996	2.23925752205611	1.40438300206952	0.0449886719756833	0.985305471778545	0.985305471778545	40	3	0	0.0105873	0.0185146850746269
ZEB1-AS1	-	-	ZEB1-AS1	ZEB1-AS1	TSS6324	chr10:31316527-31319095	-	-	0.299281611904762	0.142232356	2.1041739047391	1.8545675639412	0.0477545777365608	0.985305471778545	0.985305471778545	53	40	2	0.145975	0.240681143283582
FAM170B	-	-	FAM170B	FAM170B	TSS6085	chr10:49131155-49134020	-	-	0.074632630952381	0.020870028	3.57606760050255	1.60465153947455	0.0163531314301809	0.985305471778545	0.985305471778545	32	13	0	0	0.0545719582089552
PRKG1	-	-	PRKG1	PRKG1	TSS10776,TSS18970	chr10:50991150-52298350	-	-	0.00469737321693571	0.0012690276	3.70155323409492	3.08452801556653	0.0084918776391306	0.985305471778545	0.985305471778545	22	0	0	0	0.0034181397777806
SLC16A9	-	-	SLC16A9	SLC16A9	TSS21631	chr10:59650763-59709891	-	-	0.0445154221428571	0.0162066752	2.74673377441766	2.2262731507239	0.00992602987015862	0.985305471778545	0.985305471778545	39	6	0	0.00915027	0.0339524568656716
CDHR1	-	-	CDHR1	CDHR1	TSS19309	chr10:84194634-84219620	-	-	0.244012388095238	0.031421536	7.76576893297763	3.88078592610011	0.0149882376864033	0.985305471778545	0.985305471778545	48	13	2	0.0324746	0.164687443283582
EMX2	-	-	EMX2	EMX2	TSS23831	chr10:117542444-117549546	-	-	0.00554994523809524	0.000860552	6.44928515429078	2.04371881389549	0.0181427513001792	0.985305471778545	0.985305471778545	15	0	0	0	0.00380017164179104
PRLHR	-	-	PRLHR	PRLHR	TSS26421	chr10:118593403-118595648	-	-	0.00853725476190476	0.001496364	5.70533290155655	2.37021531183604	0.0263797615197142	0.985305471778545	0.985305471778545	15	0	0	0	0.00591005671641791
HTRA1	-	-	HTRA1	HTRA1	TSS17304	chr10:122461524-122514908	-	-	0.324864716666667	0.155850656	2.08446165710503	1.02262122432705	0.0336455726796419	0.985305471778545	0.985305471778545	56	45	2	0.178561	0.261799768656716
LINC01167	-	-	LINC01167	LINC01167	TSS29703	chr10:132961339-132962237	-	-	0.15936765	0.06747432	2.36190079425773	2.86766025150638	0.043633729415681	0.985305471778545	0.985305471778545	21	16	2	0	0.125079094029851
TRIM6-TRIM34	-	-	TRIM6-TRIM34	TRIM6-TRIM34	TSS28898	chr11:5596634-5644395	-	-	0.0446050752879692	0.233881459057843	-5.24338222832067	2.50065992230836	-0.0123104910811102	0.985305471778545	0.985305471778545	66	15	2	6.5766e-33	0.115230591620012
OR52N4	-	-	OR52N4	OR52N4	TSS24096	chr11:5754692-5755729	-	-	0.0544116714285714	0.133035904	-2.44498837303026	2.03592915876208	-0.0104120917361565	0.985305471778545	0.985305471778545	24	15	0	0	0.083749071641791
SNORA23	-	-	SNORA23	SNORA23	TSS11191	chr11:9428765-9428954	-	-	2.57563714285714	0.592246	4.34893125974197	2.28181351274521	0.0401900925313805	0.985305471778545	0.985305471778545	18	18	18	0	1.83556582089552
WT1-AS	-	-	WT1-AS	WT1-AS	TSS3695,TSS6468	chr11:32435517-32458769	-	-	0.0145005642857143	0.000801544	18.0907901321877	2.52295215843934	0.00573789643080273	0.985305471778545	0.985305471778545	15	2	0	0	0.00938898955223881
MS4A6E	-	-	MS4A6E	MS4A6E	TSS36339	chr11:60334881-60340968	-	-	0.830506323809524	0.410728748	2.02203115280726	1.08828526097041	0.0102540351704887	0.985305471778545	0.985305471778545	63	57	15	0.478068	0.6738729
ACTN3	-	-	ACTN3	ACTN3	TSS17328,TSS6480	chr11:66546394-66563329	-	-	0.032358680952381	0.01429358	2.26386118469837	1.54705850156916	0.0435735458374351	0.985305471778545	0.985305471778545	40	3	0	0.0122818	0.025617971641791
KRTAP5-9	-	-	KRTAP5-9	KRTAP5-9	TSS22391	chr11:71548419-71549607	-	-	0.0244032071428571	0.094702108	-3.88072385099265	2.27927372952897	-0.00385971364158149	0.985305471778545	0.985305471778545	25	10	0	0	0.0506341402985075
SNORA8	-	-	SNORA8	SNORA8	TSS19355	chr11:93732360-93732499	-	-	19.9186538095238	9.2478648	2.1538651613423	1.17799646549124	0.0303011676080661	0.985305471778545	0.985305471778545	46	46	46	10.2793	15.937016119403
BARX2	-	-	BARX2	BARX2	TSS32677	chr11:129375985-129452279	-	-	0.0221822785714286	0.003325524	6.67031077551344	2.75405193389987	0.0319426411977854	0.985305471778545	0.985305471778545	17	2	0	0	0.015146176119403
P3H3	-	-	P3H3	P3H3	TSS319	chr12:6828372-6839854	-	-	0.0613084214285714	0.0167694776	3.6559529694933	1.77020552986946	0.0459038018007983	0.985305471778545	0.985305471778545	34	10	0	0.00953644	0.0446894125373134
KLRD1	-	-	KLRD1	KLRD1	TSS26063,TSS36364	chr12:10304450-10317251	-	-	0.943488930952381	0.4494371	2.09926801982387	1.79125285679288	0.0329408861435588	0.985305471778545	0.985305471778545	63	60	16	0.446258	0.759141232835821
KLRC3	-	-	KLRC3	KLRC3	TSS20993	chr12:10412314-10420595	-	-	0.351082435714286	0.159700156	2.19838505176091	1.63723077970858	0.0209244706117127	0.985305471778545	0.985305471778545	44	34	3	0.105036	0.279671137313433
KLRC1	-	-	KLRC1	KLRC1	TSS19029,TSS24393,TSS29	chr12:10442263-10454685	-	-	1.10663556428571	0.543618592	2.0356838058359	1.10067527520301	0.0129912716474224	0.985305471778545	0.985305471778545	60	56	21	0.576314	0.896554604477612
BCL2L14	-	-	BCL2L14	BCL2L14	TSS4180,TSS8288	chr12:12070943-12099693	-	-	0.234518866666667	0.104794336	2.23789639419698	1.19822943290667	0.0415348469095573	0.985305471778545	0.985305471778545	53	35	1	0.108751	0.186114191044776
FLJ13224	-	-	FLJ13224	FLJ13224	TSS33236	chr12:31324315-31325945	-	-	0.0272746023809524	0.077382612	-2.83716737348447	1.66459091163168	-0.00274050977900891	0.985305471778545	0.985305471778545	38	9	0	0.0197782	0.0459716208955224
WNT10B	-	-	WNT10B	WNT10B	TSS34018	chr12:48965339-48971858	-	-	0.333127485714286	0.112497264	2.96120522286023	2.27009996888768	0.0351871179403293	0.985305471778545	0.985305471778545	55	39	1	0.122215	0.250802776119403
BCDIN3D-AS1	-	-	BCDIN3D-AS1	BCDIN3D-AS1	TSS27448	chr12:49828542-49841154	-	-	0.240923815032786	0.562663968096102	-2.3354435426798	1.43294421164216	-0.0105524008519667	0.985305471778545	0.985305471778545	66	52	3	0.268575	0.360976110951934
HOXC5	-	-	HOXC5	HOXC5	TSS10827,TSS16571	chr12:54016851-54035360	-	-	0.00673405953278126	3.006084e-25	2.24014349990927e+22	3.44508379910207	0.0458117558986872	0.985305471778545	0.985305471778545	10	0	0	0	0.00422135075189273
CCDC38	-	-	CCDC38	CCDC38	TSS33301	chr12:95867047-95942650	-	-	0.00775986428571429	0	Inf	3.90518379536641	0.0219988921230292	0.985305471778545	0.985305471778545	8	1	0	0	0.00486439253731343
LINC01257	-	-	LINC01257	LINC01257	TSS34340	chr12:131165010-131212931	-	-	0.0051688919047619	0.00047138	10.9654459348337	2.24583500108983	0.0121700282216212	0.985305471778545	0.985305471778545	13	0	0	0	0.00341608895522388
HTR2A	-	-	HTR2A	HTR2A	TSS9821	chr13:46831541-46897076	-	-	0.0073086119047619	0.0017086824	4.27733785094404	2.24301950264101	0.0452187359006437	0.985305471778545	0.985305471778545	24	0	0	0	0.00521908597014925
LOC101929657	-	-	LOC101929657	LOC101929657	TSS32978	chr13:52128894-52132723	-	-	0.0105656069047619	0.0045474676	2.32340454822854	1.76468864058636	0.0499401368062178	0.985305471778545	0.985305471778545	28	0	0	0	0.00832003253731343
METTL21EP	-	-	METTL21EP	METTL21EP	TSS34596	chr13:102880098-102896033	-	-	0.05909	0.019172832	3.08196514735017	1.68518829213906	0.0422907722035242	0.985305471778545	0.985305471778545	43	9	0	0.0187061	0.0441955343283582
COL4A1	-	-	COL4A1	COL4A1	TSS32242	chr13:110148957-110307157	-	-	0.00463101833333333	0.0108193484	-2.33627846431184	1.52209858803035	-0.0253926009043247	0.985305471778545	0.985305471778545	28	0	0	0	0.00694009671641791
ADAM20	-	-	ADAM20	ADAM20	TSS8533	chr14:70522360-70535015	-	-	0.00952257619047619	0.0343401	-3.60617749998625	2.03140992712628	-0.00774670526918811	0.985305471778545	0.985305471778545	22	3	0	0	0.0187828462686567
LOC101928227	-	-	LOC101928227	LOC101928227	TSS27560	chr15:38040392-38062340	-	-	2.1475050952381	1.06074892	2.02451782391454	1.22148143313815	0.0289471290976583	0.985305471778545	0.985305471778545	55	55	40	1.27667	1.74199905970149
SLC28A2	-	-	SLC28A2	SLC28A2	TSS17763	chr15:45252229-45275934	-	-	0.0140605523809524	0.0006591	21.33295764065	4.86394417118715	0.0238658582031595	0.985305471778545	0.985305471778545	12	1	0	0	0.00906001044776119
MIR147B	-	-	MIR147B	MIR147B	TSS15094	chr15:45433049-45433129	-	-	1.07895314039524e-53	0	Inf	6.10846574248952	0.0142992850930003	0.985305471778545	0.985305471778545	9	0	0	0	6.76358685023881e-54
CTXN2	-	-	CTXN2	CTXN2	TSS16994	chr15:48191669-48203754	-	-	0.00479518452380952	0	Inf	4.01407890280352	0.0336354527668017	0.985305471778545	0.985305471778545	7	0	0	0	0.00300593656716418
